,text,rhyme,problem,file
10,"['es wird wohl seyn', 'die hoffnung speist nicht stets mit leeren schalen', 'erblickt man nur der morgenröthe stralen', 'so folget auch der nahen sonne schein', 'es wird wohl seyn']",abbaa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
11,"['wilt du in der welt was seyn mühe dich was zu              erwerben', 'feige frömigkeit hat lob aber mu wohl frostig sterben', 'für frost verderben']",aaa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
12,"['ein guter nahm ist keiner zeiten raub', 'die ehre folgt uns wenn wir asch und staub', 'was tugend hat zu ihrer zeit gethan', 'schreibt ihr zu ruhm die späte nachwelt an']",aabb,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
13,"['wer will sich auff labet mit mir zu              spielen wagen', 'ich lasse grün und roth der jugend manchmahl hin', 'und dennoch bleibet mir zulezte der gewinn', 'spielt hertzen wie ihr wollt ich werde contra sagen', 'gewohnt gewähltes ae und könig wegzuschlagen', 'die schellen bleiben euch vergebens in der hand', 'wo ihr die karte nicht bescheiden angewandt', 'wenn meiner eicheln brett euch mu zu bette tragen']",aabbccb,2,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
14,"['kanst du nur die heller sparen', 'la den gutten nahmen fahren', 'wer fragt itzo viel nach flecken', 'die man kan mit gelde decken']",aabb,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
15,"['wer will hinfort beständig bleiben', 'wenn alles voller unbestand', 'wer will in sein gedächtnis schreiben', 'was andre zeichnen in den sand', 'was macht ein celadon auff erden', 'wenn jeder will ein hylas werden']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
16,"['was will man sich mit treue plagen', 'cupidens flügel sind bekandt', 'die venus hat von ihrem wagen', 'vorlängst den alten zug verbannt', 'für schwan und taube sieht man raben', 'und sperling um die deichsel draben']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
17,"['ich kan ja die von hertzen lieben', 'und jen aus pflicht und höfligkeit', 'bey dieser mein vergnügen üben', 'mit jener schliessen meine zeit', 'an ort und art gestalt und stunden', 'ist unser lieben nicht gebunden']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
18,"['so pflegt manch leichter sinn zu sagen', 'der sich mit schaden luftig macht', 'verbotnen raub darvon zu tragen', 'mit tausend lüsten lebt bedacht', 'wer sich der treue will befleissen', 'mu alber oder einsam heissen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
19,"['was aber fragt nach solchem schmähen', 'der harnisch tugendvoller brust', 'der ausgang wird uns lassen sehen', 'auff wen noch wart die beste lust', 'wenn stein und gicht die glieder brechen', 'wird sie an ihm der nachbar rächen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
20,"['exspirat odorem', 'den prei der wohlgerathnen jugend']",ab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
21,"['der erblate monden ziehet', 'sein geschwächtes silber ein', 'und der sternen heer entfliehet', 'vor der sonne nahem schein', 'auff mein hertz und la der sünden', 'trübe nacht bey dir verschwinden']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
22,"['schau wie lerch und nachtigallen', 'die man früher hört als sieht', 'gott zu ehren lassen schallen', 'ein erfreutes morgenlied', 'folge nach mein hertz und finge', 'gott dem schöpffer aller dinge']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
23,"['herrscher über tod und leben', 'meister über nacht und tag', 'dir mu billich ehre geben', 'was nur athem ziehen mag', 'und dich seine pflicht zu weisen', 'mit den morgensternen preisen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
24,"['himmelsfürst und erdenkönig', 'grosser herr der herrligkeit', 'meine zung ist viel zu wenig', 'da sie deinen ruhm ausbreit', 'aber la dir doch das lallen', 'deines kindes wohl gefallen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
25,"['da ich deiner sonne blincken', 'und des hellen tages zier', 'da ich deiner sternen wincken', 'und di gantze weltrefier', 'deiner wercke voll gesehen', 'ist durch deine macht geschehen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
26,"['da ich mit gesundem leibe', 'frölich athem schöpffen kan', 'und in meinem stande treibe', 'was mir ist befohlen an', 'da ich kleid und nahrung habe', 'nenn ich billich deine gabe']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
27,"['da ich freudig im gewissen', 'frey von sünd und höllen noth', 'auff dein theures blutvergiessen', 'geh durch sorge schmertz und tod', 'da ich ewig dich soll sehen', 'ist und wird durch dich geschehen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
28,"['fahre fort mich so zu pflegen', 'halt mich unter deiner hutt', 'kröne mich mit deinem segen', 'gieb was hier und ewig gutt', 'so soll dir mit engelzungen', 'werden lob und danck gesungen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
29,"['eine lange winternacht', 'hat mich an das licht gebracht', 'jesu welchem nacht und licht', 'zu gehorchen ist verpflicht']",aabb,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
30,"['la mir deinen gnadenschein', 'tag und nacht für augen seyn', 'wenn der finstren wercke dunst', 'will vertuncklen deine gunst', 'wenn die trübe todesnacht', 'mir die augen finster macht', 'bi ich dich den hellen tag', 'sonder nächte schauen mag']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
31,"['wohl dem der nicht im rath der ungerechten wandelt', 'der nicht der sünder weg der spötter stul berührt', 'der gottes wort mit lust und reinem hertzen handelt', 'und sein gesetze tag und nacht im munde führt', 'der grünet wie ein baum gepflantzet an den bächen', 'der seine früchte bringt zu ausgesezter zeit', 'kein rauher wind noch herbst kan seine blätter schwächen', 'was er beginnt geräth und was er wünscht gedeyt', 'so gehts den leuten nicht die sich vor gott nicht scheuen', 'der grund auff dem sie stehn ist ungewisser sand', 'sie lassen sich wie spreu und staub durch wind verstreuen']",ababcdcdefefghgh,2,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
32,"['semper idem', 'ich bin mir immer gleich']",ab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
33,"['niemandsfreund die schwartze nacht', 'ist voll schrecken und verdacht']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
34,"['seel ewig wer die zeit in acht nimmt in der zeit', 'bereitet ihm die bahn zur frohen ewigkeit']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
35,"['verneue deine burg o oesterreichs august', 'und schau dir lange zeit an käysererben lust']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
36,"['la dich aus unbedacht zu keiner sache treiben', 'denn was gewaget ist das mu gewaget bleiben']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
37,"['ein armer will er nicht in höchster noth verderben', 'der mu sich ohne scheu um brodt und geld bewerben']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
38,"['es war fürst michael mein erster bräutigam', 'der thron sarmatiens für mich die morgengabe', 'mich liebte wohl vergnügt doch ohne reich und land', 'der held von lotthringen izt reichet mir die hand', 'der ertzfürst michael der fürst aus juda stamm', 'wo ich um kron und thron nicht ferner kummer habe']",abccab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
39,"['wer hat eine zeit erblickt', 'die sich nicht zur tugend schickt', 'alt und jung und mittelmann', 'stehet ihre tracht wohl an']",aabb,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
40,[],None,2,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
41,"['wahr ists da sterne reitzen künnen', 'doch kan man ihnen widerstehn', 'nur da der menschen blöde sinnen', 'gar offt auff falschem wege gehn', 'ein tapffrer mutt und kluge geister', 'sind ihres glücks und aller sternen meister']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
42,"['der himmel übet uns zum schaden', 'wohl keine sinnentyranney', 'nur da der mensch sich zu entladen', 'die schuld dem glücke misset bey', 'ein tapffrer mutt und kluge geister', 'sind ihres glücks und aller sternen meister']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
43,"['aus tugend gleich felsen entsprist', ' was rühmlich und tauerhafft ist']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
44,"['je höher der affe die leiter ansteigt', 'je mehr er die blöe des hintersten zeigt']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
45,"['quot circum cunas augustas lumina                fulgent', 'tot caput augustum felicia fata coronent']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
46,"['ogroe nährerin berühmter helden', 'ich seh entzückt und mit verwundern an', 'was man von deiner pracht noch weisen kan', 'und was uns mehr von dir die schrifften melden', 'ich ehre deinen grau dein grab den todtenschaten', 'doch noch vielmehr als di den ruhm der hohen thaten']",abbacc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
47,"['betracht ich aber wie dein glantz erblichen', 'wie man die tapfferkeit erloschen sieht', 'wie deiner kinder ruhm mit dir verblüht', 'wie ehr und alte treu von dir entwichen', 'so sag ich thränende was will man ewigs finden', 'wenn mit den städten auch die tugenden verschwinden']",abbacc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
48,"['sturm und wolcke bricht', ' meine ruhe nicht']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
49,"['herr la mich würdig seyn für deinem stuhl zu stehn', 'mit wachen und gebet dir stets entgegen gehn']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
50,"['sitzstu gutt so sitze feste', 'alter sitz der ist der beste']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
51,"['wie vielen hat der wein das leben abgestohlen', 'es fallen ihrer mehr durch gläser als pistolen']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
52,"['an diesem wilden ort auff dieser rauhen spitze', 'wo stille lufft wo sonn und sommer gäste seyn', 'wo ich für frost halb todt bey lauher asche sitze', 'begeh ich doch mit lust des werthen tages schein', 'ein lied ein schlechter reim soll meine nimphe binden', 'geschencke die ihr werth sind um kein geld zu finden']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
53,"['verzeihe mir im fall nicht gutte reimen flüssen', 'ein grobes holtz vertritt der zarten feder amt', 'der schnee ist mein papir doch zeuget mein gewissen', 'da dieser kurtze wunsch aus reinem hertzen stammt', 'des himmels gunst la ihn im winter auch bekleiben', 'und einen gutten wind zu deiner wohnung treiben']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
54,"['es müsse so viel lust dein edles hertz erfreuen', 'als mein gemütte schmertz und trauren in sich hegt', 'es müsse so viel glück und wohlfart dich beschneyen', 'als dieser hohe berg gefrorne tropffen trägt', 'es kan dir nimmermehr so wohl und glücklich gehen', 'da mein getreuer wunsch dabey wird stille stehen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
55,"['des christenthumes grund', 'der heilgen tauffe bund', 'heilt uns und macht gesund', 'was erbschuld hat verwund', 'wie christus selbst der mund', 'der warheit machet kund', 'den pathe trittst du an', 'damit dir solches auch zu statten kommen kan']",aaaaaabb,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
56,"['gutter wein giebt dieses frey', 'da man länger schwäzt dabey']",aa,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
57,"['das glücke wendet sich der ehre rauch verschwindet', 'man kömt um geld und gutt das schöne weib wird alt', 'ein freund bleibt wie er ist nicht alter noch gewalt', 'nicht neyd noch glücke trennt was lieb und treue bindet', 'was die natur verknüpfft wird offtermahls zurissen', 'was freundschafft feste macht wird ewig halten müssen']",abbacc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
58,"['du versprichst clorelle mir tausend küsse              nachzusenden', 'vielleicht werden sie zu theil unterwegens fremden hän den', 'gib mir sie entweder izt oder nach dem wiederkommen', 'so wird ihnen die gefahr mir die stete furcht benommen']",aabb,1,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
59,"['du stellest dich so wilde', 'wenn ich dich küssen will', 'wilt du dich nennen milde', 'so weigre dich nicht viel']",abab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
60,"['allmosen bald empfangen', 'ist einstens noch so lieb', 'als was man mu erlangen', 'durch langen bittenstrieb']",abab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
61,"['verziehestu zu geben', 'was du doch lo wilt seyn', 'ich wills mit wucher heben', 'und doppelt bringen ein']",abab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
62,"['du würdest meiner spotten', 'lie ich dich gehn vorbey', 'und sagen da zum gutten', 'ich viel zu furchtsam sey']",abab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
63,"['drum cloris la dich küssen', 'und soltest du zum schein', 'dich widersetzen müssen', 'es mu geküsset seyn']",abab,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
64,"['wo soll ich fliehen hin da ich im schatten sitze', 'es brennt des höchsten zorn mit angeflammter hitze', 'den von gerechtigkeit und unschuldblossen geist', 'der thränen aus dem aug und blutt vom hertzen schweist', 'kein kürbiblat beschirmt mich nicht', 'wenn dieser sonne feuer sticht', 'kein dunckler wald noch düstre höle', 'kühlt oder birgt die matte seele']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
65,"['der unschuld reines kleid zu dem ich war erkohren', 'hab ich durch evens lust und adams bi verlohren', 'mein wahnwitz reist mir selbst den rock des heiles ab', 'den mir der tauffe bund doch zu gebrauchen gab', 'die mit viel schuld beschwärzte scho', 'ist leider aller zierde blo', 'nichts hab ich mehr mit furcht und zagen', 'als nackte dürfftigkeit zu klagen']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
66,"['wo soll ich fliehen hin der tag will kühle werden', 'die gnadensonne neigt sich weit von mir zur erden', 'von fernen dräuet mir zahnklappern finstrer grufft', 'von hinten schrecket mich das stürmen schwartzer lufft', 'wie sich ein aespenlaub bewegt', 'wenn eurus zweig an zweige schlägt', 'so sieht man unter solchem wittern', 'mein höchsterschrocknes hertze zittern']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
67,"['wohin verberg ich mich für gottes angesichte', 'der tieffsten berge klufft ist seinen augen lichte', 'sezt ich dem rücken gleich matutens flügel an', 'so wei ich da sein blick mich doch ereilen kan', 'des abgelegnen meeres grund', 'ist ihm durch alle flutten kund', 'wolt ich mir in die hölle betten', 'so findt sich da auch kein erretten']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
68,"['last decken babylons mit stoltzem ruhme sticken', 'mich kan kein fremder zeug bey eignem mangel schmücken', 'ich poche nur umsonst auff arbeit meiner hand', 'und würcke nichts als müh und frevel zum gewand', 'mit adams welckem feigenblat', 'bedeck ich meine missethat', 'mein thun gleicht leichten spinnenweben', 'und kan mir keine kleidung geben']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
69,"['weg mit geborgtem schmuck und eigner flecken kleide', 'mein jesus beut mir an die rosinrothe seide', 'durch sein selbst eigen blutt gefärbt ans creutzes stamm', 'ward nicht das erste kleid er ist das reine lamm', 'für mich von anbeginn geschlacht', 'durch gott von fellen selbst gemacht', 'in sein verdienst will ich mich kleiden', 'und so getrost von hinnen scheiden']",aabbccdd,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
70,"['wenn du den grau betrittst und schaust die alten mau ren an', 'so dencke was auch zeit und tod an dir verüben kan']",aa,1,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
71,"['kind deine freundligkeit', 'kan freud und lust erwecken', 'wo trauren sorg und leyd', 'im innern hertzen stecken', 'man sieht auff deinen wangen', 'narci und rose prangen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
72,"['doch will ich was darvon', 'mit süssem zwange brechen', 'so pfleget mich zum lohn', 'ein scharffer dorn zu stechen', 'ich darff nicht frey bekennen', 'wie hertz und seele brennen']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
73,"['wilt du mit gutem recht', 'dulcindens nahmen führen', 'la deinen treuen knecht', 'genad und gunst verspüren', 'den honig auff dem munde', 'verderbt die gall im grunde']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
74,"['monde du fürste der blinckenden sternen', 'welcher mein sehnen und thränen beschaut', 'gläntzende paphie der ich von fernen', 'meine betrübte gedancken vertraut', 'ziehe dein strahlendes silber nur ein', 'schwärtze mit wolcken den spielenden schein']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
75,"['himmel für dem ich mein leiden nicht häle', 'lüffte mit seuffzen und klagen erfüllt', 'erde bey der ich mit weinen erzähle', 'wie mir in stücke mein hertze zuspillt', 'führet mein aechzen in einsame klufft', 'berget mein lechzen in finsterer grufft']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
76,"['zeugin der stündlich empfindenden schmertzen', 'tunckele finsternis traurige nacht', 'welche mein thränendes auge den kertzen', 'himmlischer lichter zur wette durchwacht', 'decke mit ewigvergessener ruh', 'meine gehäuffte bekümmernis zu']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
77,"['schweigende qualen verborgenes leiden', 'unter der asche begrabene glutt', 'müssen die schmachtende seele durchschneiden', 'kochen in adern das siedende blutt', 'bitterer thränen verschlossene see', 'kräncket mein hertze mit jammer und weh']",ababcc,0,<_io.TextIOWrapper name='rhyme_corpus\\Abschatz_HansAssmannvon_1704_gold_p50_s95_TEI-P5.xml' mode='r' encoding='utf-8'>
