word1,word2,rhyme
tlerpeg,solb,0
nednuts,nednubtne,1
ettühcs,thtüe,0
sua,suah,1
nyes,npie,0
nehceirg,nehcirtseghcrud,1
nerohcsmutpuah,nrteho,0
tehcaw,tehcal,1
netlohcseg,oelengtg,0
nerhaps,enrhawrev,0
hcierlemmih,hciet,1
nerhübeg,nerheiz,1
dnats,danh,0
ebeil,ebeil,1
nessolfeg,ssolehncsrev,0
nebel,enegbeg,0
netug,netumeglhow,1
neztähcs,ntstzeene,0
nebiertrev,nemmoneguz,0
neheg,nehets,1
tgärt,negarteg,0
erehtyc,erhe,1
nebeg,nebeh,1
netiereb,etniez,0
ellewhcs,ellehlepma,1
reiz,netnabart,0
tenörc,ntehöheg,0
sehcurpsrediw,sehcub,0
nessordrev,snesonegleips,0
llos,llopa,1
theg,thets,1
nekcnedeg,nerötsrev,0
thcarpnehcrämsednom,tchanremmos,0
ehcadnettüh,ehcameg,1
htum,tuht,1
elees,bleösehiel,0
nehcräm,nehcräp,1
dnah,nntakeb,0
nellahcs,gitref,0
ies,lebürgeg,0
eniemegnu,rettemhcsrez,0
treiz,frhtü,0
nedre,endrew,0
eklovshcirdeirf,eklow,1
neneihcsre,neneid,0
nelieht,nelie,1
nemmonegretnureh,nemmoklliw,0
nnis,nbi,0
deilnegua,neröpme,0
neffoh,tuerfre,0
negnafeg,negnageg,1
nennitirak,nnnie,0
ad,rebürov,0
edre,hcid,0
reih,thcsual,0
tmmitseb,tmmilg,1
retsiem,tröpme,0
nerhelsgnublas,renöh,0
tsurbnejlil,negnaw,0
negnis,negnig,1
nekcned,rawz,0
tettops,nessop,0
reigeb,rmi,0
nürg,ualb,0
egalkeb,grneetahe,0
nettüh,tnhow,0
tsul,tsurb,1
nenorht,netladnesuatrhaj,0
thcarkre,thcarbegyeb,1
rim,erih,0
niehcsredeiw,eyns,0
tsi,nehcsat,0
gnab,emräw,0
lepmet,hcielg,0
tiekhcilztögre,teikhcilztögre,0
tfulknellöh,tufl,0
thümeb,niehcstiehralk,0
dnegut,ednguj,0
nehcas,nebü,0
edielk,eduerf,1
niella,nedlifeg,0
dnefierts,nidefelhcs,0
dluhcs,tludeg,1
nedlog,nedlod,1
nie,eyns,0
sednum,ierpnerhe,0
raahcsnenrets,tgnalrev,0
nennerb,radremmi,0
rohcnenrets,droilif,0
trhawrev,tra,1
dlibrednuw,ednäh,0
nesserfeg,nessemrev,1
sier,sierk,1
reh,erh,0
negeilf,ellovnetülb,0
nettam,uahtnelrep,0
hcierginök,zahcs,0
thcam,chtarbllov,0
negaw,negalhcs,1
ebeirt,ebeil,1
nessük,sensinremmük,0
tlatseg,ltaweg,0
lessef,ensels,0
redein,rdeeil,0
nyes,orgrednuw,0
nessegrev,redniwhcseg,0
tin,ttiw,1
alb,na,0
neürg,dnum,0
rim,nessiw,0
nheilf,thcinniemigrev,0
nerillasp,epsrrnüev,0
nessirrez,nheguznih,0
tllortne,ldogrettilf,0
nih,tlew,0
nref,nrreh,1
nie,nyes,1
tennertegua,nediel,0
ehturrebuaz,sua,0
nerhaj,nerhafre,1
reiz,reifertlew,0
regnif,yewz,0
neztips,erhek,0
thcirps,nyes,0
enhaw,fhnae,0
nessiweg,rehmu,0
nesierp,nesie,1
tuertseg,ekcüt,0
nedrew,tbeigre,0
thcurf,llov,0
nelam,negolfmu,0
lliw,tfark,0
nehcorpsrev,nehcorbeg,1
hcielg,hcier,0
netielgeb,netielg,1
suah,suanih,1
terheleg,terötsrez,1
nyes,snye,0
netsew,etnseb,0
nesar,euarg,0
tnniseg,ntniweg,0
ekcerts,keced,0
nevalks,fenarts,0
nemmasuz,nemmalf,1
elliuqtne,illest,0
nies,terhüfrev,0
raw,asarhctiezhcoh,0
nessorps,nessolhcsegfua,1
ednüs,edniw,1
negnafegna,ngenarp,0
tekcned,tekcnärkeg,0
nedeimrev,nedeirf,1
nemevqeb,nemhen,1
hcan,hcamegfalhcs,1
tlletsegmieh,tlläfeg,1
ediel,niep,0
thcaleg,thcadeg,1
hcid,hcilrettir,1
ehcuärtseg,ehciet,1
nied,ynse,0
rhaw,ratla,1
tllah,tllahcs,0
nehetseg,nehes,1
sarg,sal,1
hcan,hcarps,0
tgnis,tgniwhcs,1
dies,idehcseb,0
tztühcs,tztühcs,1
thülgmu,negartre,0
tlliuq,tllirhcs,1
nhets,etten,0
egnis,ngeilk,0
nhülb,nekceh,0
trofpnehcrik,enietslede,0
fua,ulaf,0
nefforteb,fohefn,0
netztel,setnetzegsua,0
rethcidsginök,trehcilegfoh,0
nerhöts,negel,0
nehelf,nheew,0
eduerf,wdeye,0
tfiergeb,tfierts,1
uarfegnuj,aur,0
nehcam,hencal,0
ettog,tpsoet,0
eguez,eguebredeinreh,1
nies,relbneiök,0
thcirpsrev,tnohcs,0
enyah,tsul,0
tsi,nedre,0
trod,rotba,0
nednuw,deefnnug,0
tlhef,nehcam,0
nhew,nheg,1
rettew,erttemhcsrez,0
netraw,rhednu,0
niehcsnenrets,nyes,1
tfig,negoleg,0
dlef,ttog,0
nerhafre,thcameg,0
nehiersedot,neiam,0
nemra,nebredrev,0
golf,eztihreknirt,0
tekcüztne,tekcilb,1
reuerteg,euref,0
nehcie,nehciewfua,1
thcawre,thcam,1
etteb,äthte,0
ud,hur,1
niehcshcsiwrrj,nie,1
tnyemeg,dnuerf,1
barg,nellafeg,0
nuerts,ueerrnf,0
nholf,tsethcärbredeiw,0
tiekgilrreh,tierbsua,1
tnnirrez,neztähcs,0
enhäz,erodirroc,0
rhajnemulb,neüs,0
tnierev,tniehcs,1
tednarbmu,tednasrev,1
nennen,nennök,1
hcon,neherd,0
thcin,thciprev,0
nebrowre,nberotseg,0
bats,rbag,0
ielhc,am,0
deilg,tllahcsre,0
sraah,sraw,1
tlatsegred,dlab,1
ednalnegrom,nedarts,0
etteb,negnaw,0
tzteseg,nak,0
thciseg,ithnc,0
nedre,nedrew,1
yewztne,ztilp,0
tiekrabrhe,tiez,1
tlez,tläh,1
ehcsieh,ehcsielf,1
ztis,ztinhcs,1
nebewhcs,nebeg,1
enürg,eneihcs,1
nessolhcseg,eossngegnie,0
sierk,ella,0
tereiz,tereilrev,1
hcid,farg,0
nredof,hcid,0
neges,barg,0
tgnis,riptsgn,0
nnam,nak,1
zremhcs,zreh,1
lieht,rhem,0
nhets,heng,0
org,uht,0
tsnurb,tkcürdeg,0
tztün,stthüzc,0
enrid,enrits,1
mutcid,nielregnüjtsnuk,0
netteksesie,netter,1
lleseg,llets,1
niehcs,inheni,0
tegat,nehciweg,0
zlamhcs,azls,0
negienrev,dnaweg,0
neseweg,retier,0
nebegrevnu,tsul,0
nareh,nnaw,1
neröh,renhe,0
reyeftiezhcoh,ieh,0
nefrawredein,neboh,0
redeiw,redein,1
etuart,alteu,0
neztähcs,neztestne,1
nekcelf,nekcetsrev,1
thyedeg,nebot,0
tenieweg,ctienehs,0
nednif,nednibrev,1
nesierp,nesiewre,1
hcid,ihcs,0
tsiereg,tiseg,0
fpmaksnebualg,fpmad,0
teheiztne,gam,0
nesserpyc,sesenrgev,0
tiez,nehcaw,0
ednibegna,denik,0
hcarpsrev,ahnc,0
thcarp,tteb,0
niehcsnennos,nellyrama,0
negaz,ohcs,0
nelhok,nelohrev,1
eztreh,tsiemrella,0
thcin,raw,0
lemmiweg,lemmih,1
stsiw,thciwesöb,0
kcnats,kcnark,1
negat,negalhcseg,1
lleuq,tznälgre,0
nellafrev,nlela,0
nes,hets,0
nhegtne,enhts,0
nelliw,tfahcsnessiw,0
etnörk,netrih,0
egöl,egöm,1
negrob,negroeg,1
nednif,tiekgiwe,0
enroz,enrob,1
etlhäw,elteeseb,0
teeb,nesseihcs,0
run,nehcaw,0
irohc,roitatop,0
neuahcs,neuarf,1
rhor,ropme,1
suah,sua,1
reh,her,0
nerhüf,ednum,0
teilf,tulb,0
nehülg,eniew,0
ud,neztrehcs,0
thculf,thets,0
nyes,ein,0
thcil,thcisegna,1
nerhaf,neraaw,1
tsnug,tsnurb,1
znalglepma,remmak,0
ba,neniew,0
rednik,seleiv,0
kcek,kcerhcs,1
negüngrev,negürt,1
gam,negnurpseguz,0
negnalrev,gam,0
ednum,nierhcsnetdot,0
nethcireb,ednäf,0
tsbol,tsbot,1
nellafrev,nekcnisrev,0
negiez,nesier,0
nereilrev,bart,0
nehcier,hencielbrev,0
thcisegsad,cthin,0
edrüb,rdeüw,0
tuerts,negat,0
liw,leipsrediw,1
nehctühnennos,nehcdeilneiam,1
tehcierts,ehtcuehcsrev,0
netsnüg,netsnüd,1
re,reeh,0
hcarb,hcarps,1
netielgeb,neties,1
thcin,nhtic,0
eztähcs,eztesegtpuah,0
tekneleg,teknehcs,0
nebeiregffua,tekcnedeg,0
netleg,tnleches,0
nuht,nun,0
tiekgitäht,tezi,0
hcis,hcid,0
niereh,tulb,0
dnal,dhna,0
nuht,nhur,1
thcisegna,thcirpsrekcehtpa,1
tbeh,betwhcs,0
tffig,nesierp,0
hton,raw,0
egnärdeg,nednellov,0
htrew,trhek,1
marg,mak,1
gnuj,gnuresseb,1
nennekeb,nennen,1
neninnepa,neneihcsre,1
nesoiduts,eolsn,0
thcameg,thcaweb,1
nhan,thnage,0
elleh,tkcilf,0
tmmats,tmmats,1
marg,mak,0
tin,ttiw,1
niehcsnedang,nyes,1
nemok,nmemonrev,0
nefeirt,nefeit,1
emad,emarg,1
nekcned,nekcnel,1
tebeil,eütbrteb,0
nietseglede,rfnie,0
lliw,nhan,0
uehcs,rovreh,0
netla,tenlaheg,0
nesuamhcs,roht,0
rehcamgiles,crerhsaedeiw,0
nedmerftne,nedmehnevalks,1
tsul,utsrb,0
thewhcrud,tebeg,1
ethcad,ethcam,1
ellahcs,allehcs,0
etueb,etuel,1
tneideg,negartegsua,0
nezreh,nezrehcs,1
tssük,sti,0
rewhcs,essaf,0
nemharrettälb,nemad,1
nerhekrev,ehcsit,0
netzrehcs,tlahtnefua,0
nessan,ssaegn,0
negnab,enarnghev,0
eztüts,zünte,0
gat,neffuah,0
dniw,cwhdsnieg,0
nhi,nellafrebü,0
htor,tiew,0
nessim,he,0
nethcarteb,rohc,0
rutan,rpsu,0
tetielrev,tetiertseb,0
su,enarud,0
nebawhcs,bgane,0
sua,sauh,0
neheguz,nehets,0
egnard,egnalknetual,1
tetielg,thciel,0
nedluhcs,nedlug,1
nedyeb,ndeiemrev,0
htar,tlläf,0
nleiegrez,nleiem,1
nehcah,thcan,0
gatrednik,gav,1
nedleh,nedlem,1
nednif,nedniwhcsrev,1
eniebeg,enieweb,1
erhe,reehe,0
neraah,rnehaj,0
nebah,enbal,0
neseiw,nesiul,1
nezab,nezalprez,1
nednuw,nednuts,1
dniksginök,trow,0
norht,ornc,0
ebeil,ebeih,1
nedro,onerwd,0
hyer,na,0
niehcs,ztreh,0
tgnirb,hur,0
hcielg,hcier,1
negas,tgälhcseb,0
ethcenklefföl,ethcer,1
reremmäk,nerredelakstaats,0
tlekcnudrev,tlekcnuf,1
remmuk,remmulhcs,1
nerasrok,nerhaweg,1
htonsnezreh,dotnehtulf,1
nedlehsnebualg,denläw,0
nebebsedot,nebewmu,1
lessef,lessekrebuaz,1
dnik,seniew,0
edrüb,edrüh,1
tednarbmu,tednartseg,1
ebag,ebah,1
hcippetneseiw,pipehc,0
temähcs,thcued,0
tsul,srbut,0
hcuar,hcuah,0
neber,nebewmu,1
nednufeg,thcameg,0
nennidajan,nneniepan,0
nehcal,nehcam,1
na,nak,1
nhol,snho,0
netsäg,tednew,0
nun,nhur,1
nahteg,terheleg,0
nhos,ohnnetrdnüs,0
tremmäd,tremmäd,1
tiekgilbrets,dielknetdot,1
gnugien,tug,0
ebeü,ebeür,0
negoztne,genorteb,0
nun,niella,0
rhofg,oi,0
thcarbeg,thcan,1
räw,tebüeg,0
dnis,nuertsnemaas,0
ennis,tesuasegua,0
nessag,nennitirahc,0
neseid,ensein,0
ekcilb,eisckhceg,0
nehets,tsib,0
lepmexe,lepmet,0
drewhcs,nennis,0
negeil,ngeeilfnie,0
repmütsnefrah,repmiw,1
nöhcs,ghen,0
nebegegua,nebel,1
raapnebank,hciew,0
dnal,nebeil,0
tleips,tehslit,0
edel,edhefsebeil,1
uaneg,ein,0
thcansemruts,htcarbeg,0
rim,reiz,1
nemmonegfua,taht,0
tzteseg,tzteneb,1
trälkre,negnaw,0
tegel,zremhcs,0
tlhefegnu,nemoneg,0
tettereg,tettek,1
dnik,nisd,0
mrädeg,mräl,1
negow,negozeg,1
tsaf,tsah,1
flenemulb,refäk,0
hcid,trhehcseb,0
redein,redeil,1
barg,ielf,0
tbürteb,nebrotseg,0
essor,hahcseg,0
negalp,negaw,1
netrhem,hteern,0
negien,negien,1
tlähba,letw,0
negozeg,neduegrev,0
nessalrev,snesah,0
na,twabfua,0
thcarbeg,thcam,1
nerhawrev,rnehafredeiw,0
ztremhcs,ztrehcs,1
nierd,eniw,0
nednil,inedfn,0
regal,grreaesdnuw,0
na,ednellov,0
thcawrev,yelrella,0
thcinretnawrev,nemmoktiezhcoh,0
egiewz,egiennennos,0
eseiw,nedniwhcsrev,0
nnahoj,nnam,1
negie,negien,1
tsil,nheg,0
uz,nrethcäw,0
nniweg,nnih,1
nessülhcs,sensiw,0
trhesrev,hci,0
nerabrab,thon,0
nnam,nebawhcs,0
reel,rhem,1
nreyef,nreuenre,1
thcawrefua,tchna,0
hcol,thciseg,0
thcirbrez,thciregnih,1
rov,ohrt,0
nebel,mak,0
tsrüfsnebel,rstüd,0
retak,mor,0
liah,neztremhcs,0
biel,biew,1
nednäh,nednäfp,1
negnis,negnirb,1
trow,nellits,0
nennoweg,norenbn,0
negarf,tanerg,0
neknirt,neknis,1
thcin,thcil,1
nnis,nib,1
niep,teisn,0
netiekreffpat,etnierts,0
nyes,nyes,1
nhegrev,nhets,1
talbnegief,nekcits,0
na,yebrov,0
tethcalhcsegba,niewhcs,0
dlifegtful,ldib,0
dnum,ustdn,0
nediel,tsal,0
tkcap,niew,0
rim,rid,1
thca,thcameg,1
farg,tgaseguz,0
tdnellov,muar,0
tednibrev,dtfein,0
trhegeb,trheweg,1
nedne,nellets,0
trethcühcsrev,etrthcünre,0
thcerresiak,thcenk,1
fuahneztühcsnegob,fua,1
tuh,tug,1
teztegre,nhol,0
nedielkuznie,nedies,1
negeiw,negüngrev,1
nehcierts,nehcie,1
treppalpegsua,ertppalk,0
nemmok,neemmnob,0
negnarps,gnenar,0
niehcs,innehi,0
gnaseg,lhüfegennim,0
tlew,nelharts,0
nard,akn,0
nessiw,nesseilf,0
ehcawre,tpuah,0
iemlahcs,iedolem,1
tennen,tennerbtne,1
neäyl,nehets,1
nebelremmaj,tsal,0
dielknerhe,trhezrev,0
nessag,sesanm,0
mra,nredniksednik,0
tsieg,itsewhcs,0
nyes,dieleztreh,0
nessalbre,nessalrev,1
oneg,negnaw,0
trod,torf,0
nuht,nhur,1
tug,tuth,0
theis,tsurb,0
tlednawrev,tlednah,1
dnal,anedwg,0
dnik,tdnib,1
nemmonegnie,nemmok,1
dlibsebiew,tlligrev,1
nehetseg,enhes,0
dnugrub,han,0
reuef,negnid,0
tkcetsegna,tkcewre,1
nerhek,nerhem,1
gulf,nrettiw,0
nettek,ehüm,0
nhiernesor,nief,1
niew,nyes,1
dnenuats,dnenuar,1
tdrewhcs,fährt,0
tedienhcs,edtlie,0
enreg,redeiw,0
nhets,nhes,1
ztreh,ztremhcs,1
remmi,remmizneuarf,1
dnats,dnaweg,1
nih,ibn,0
na,nhab,1
nedroweg,eweodrng,0
nned,dlab,0
ettesyl,etten,1
teztilb,teztirpsrev,1
tgüf,nednuts,0
nessogrev,dotsebeil,0
negiets,hcsuhrettiweg,0
nehcets,nehcerb,1
uf,tbeig,0
nennirtne,nnenis,0
dnuts,dnusg,0
neraahcsretierts,nerhafeg,1
ekcilbnennos,nettah,0
hcim,gnuuenre,0
nhes,nheg,1
tegeleg,tgaw,0
thcisegna,ehigctr,0
edne,ednäts,1
etnöt,nehtrym,0
nednuwrebü,nednuwhcsrev,1
htorleknud,dot,1
zrehcs,negüz,0
nenäwhcs,egnärd,0
negnarpnemulb,negnaw,1
hci,hci,1
etfül,etfülk,1
ehcas,ehcar,1
teuartneblesmed,tidua,0
nebrets,deenrbrev,0
nerhüreb,nereilrev,1
tlhämrev,tlhefegnu,0
mhan,nebürteb,0
nessiregnih,nessinretsnif,1
tellüf,tellitseg,1
niella,niets,1
rawz,raw,1
tgärpeg,telläfeglow,0
tulfsegeis,negurt,0
tuerfre,tuarb,0
znalg,thcil,0
ednäh,ende,0
tsurb,tsul,1
murd,dluhcs,0
ettag,ttlae,0
treelegsua,rehcök,0
mmats,mmal,0
natsirkas,na,1
thcawre,thcan,1
essälbsedot,essereuef,1
neduerf,rüf,0
rediwuz,iednared,0
uf,tztilb,0
raw,rhaj,1
nemmus,terhezegsua,0
tsaf,atglsnsuger,0
tuht,ugt,0
reba,rebah,1
tyewztne,tksmiaeuarg,0
ediewremmäl,niem,0
biel,bewi,0
tsi,tsib,0
githcülf,gtihcin,0
nak,an,0
nettahcs,nettar,1
tuelf,nehcsirfre,0
nebeil,tdnakeb,0
epmäk,hci,0
dnuerf,tniem,0
nehcop,rbeonhceg,0
gat,nerolrev,0
nebahre,tdnüzna,0
nessük,snesüm,0
negnulhcseglov,negnuwhcsre,1
negolfegtrof,engob,0
tetielg,teeirtbrev,0
etllührevtpuah,etllüfethcer,1
nerhaps,pranae,0
redliw,redlibnettahcs,1
tennerb,tennert,1
nih,tniehcsre,0
sarg,ssas,1
thcirbeg,thcin,1
nyes,nie,1
negalp,tsah,0
urg,ekcilbreuart,0
rhor,oempr,0
legülf,sella,0
znalgnemulb,rezkannsor,0
nessürgeb,gnaseg,0
gulf,negnis,0
nielebeil,beenileid,0
nebeg,nyes,0
nebah,tbualgeg,0
nebuat,nebuar,1
etrow,treo,0
ehcas,neduj,0
dien,tiez,1
redeinreh,redeil,1
na,nak,1
teuahcs,teuahteb,1
negoweg,dnik,0
nedne,hton,0
nyes,seny,0
fuak,nyes,0
tah,negaj,0
nedniwhcs,dniw,0
tdnewegba,nedej,0
sua,aus,0
nyes,hcilrednärev,0
nethcireb,ichhntecseg,0
negier,heiwnegcsrev,0
nier,neys,0
teietsak,kerdnezak,0
tnnakre,ndha,0
netteb,tenterre,0
nerhewre,tewarg,0
tlhehrev,räw,0
neffur,nebrodrevnu,0
dnawrev,nehülbuz,0
negelrebeu,negegtne,1
edyeb,nerhehcseb,0
ettümeg,ettügsusej,1
thcenk,thcer,1
nuht,nyes,0
ebeg,tzteluz,0
stug,usbtl,0
elletsfua,lleewhcs,0
nedrob,roednn,0
negawnelarts,negartre,1
tlew,tllets,0
nennerb,nennen,1
enork,thcits,0
thcarpretniw,nefportredein,0
nenalpneseiw,nenatalp,1
nerholrev,rhj,0
hur,reigeb,0
tuwsegeirk,egäl,0
leiv,reh,0
hcon,redein,0
tebewhcs,tbeeleb,0
enüd,etsea,0
nebel,nebertsrediw,1
tulgrethcid,thciseg,0
tiekgilbretsnu,ffualdnegut,0
nemähcs,mnehen,0
tegrib,getrüwre,0
nebredrev,namnerhe,0
nheg,nhetseb,1
nak,ttug,0
nie,tkcihcs,0
tobeg,torblednam,1
grabrev,ffirg,0
treirf,iew,0
tekniwtne,nsteki,0
tlew,rim,0
nehesre,reenhgev,0
knedeg,seknch,0
nedeirf,etierts,0
tffurg,elhäzre,0
nehcuseb,tiew,0
tsuweb,tlihcs,0
nhaw,theg,0
nretsülf,redurb,0
thcin,thcirbeg,1
gnal,gnab,1
nessor,ginök,0
thcsuarmu,thcsuategnie,1
negüngrev,engüf,0
nie,iesn,0
niew,ine,0
thets,nih,0
thcan,thcirb,0
hcis,hcid,1
nretsink,niegtrser,0
nietsrebe,inher,0
nebrotseg,nebrowre,1
trofremmi,rpto,0
hton,tdo,0
tdniw,rettälb,0
eniella,enie,1
emieh,nettis,0
nebeilbeg,bneürteb,0
gnawhcs,lagn,0
nekcürduzuz,hcarps,0
emräw,emräwhcsnebar,1
dnah,treiz,0
lees,nema,0
thcin,thcin,1
nennerb,gulhcs,0
tetlakre,tetlah,1
neknadeg,nehcorbeg,0
enrets,reem,0
niella,nyes,1
hew,thcilfp,0
netaas,nalttheede,0
neniets,nenied,0
nettib,nreuehegnu,0
nebag,redlef,0
nemra,nemrawre,1
tkcilbre,ckchsit,0
na,nak,1
ednüts,na,0
zremhcs,ezrh,0
nielretsewhcs,nieledäl,1
htortulb,nhetsreffua,0
etualsednik,foh,0
nemhen,änezhm,0
eduäbeg,ediewnegua,1
ebeil,ebürt,1
enietslede,enief,1
tgeirk,tgeis,1
retnunih,retnu,1
tlatseglhow,tlaweg,1
thcisegna,chtin,0
ettirhcs,ettüh,1
thcaleg,redläw,0
narov,nnka,0
negiewhcs,negien,1
ressarp,ressah,1
rho,negnilkre,0
tebeltne,bchewteseg,0
nheseg,nhehcseg,1
iakal,dnal,0
tsnuk,ntsug,0
nebargeb,nbeah,0
reeh,re,1
erruh,errunhcs,1
tlhefeg,etlhgze,0
theis,theiz,1
nhes,nhabretierts,0
nielregnüjtsnuk,inne,0
gnung,cgrnehuisrev,0
egew,egeheg,1
nnow,dafpsnebel,0
nessüf,ilfenss,0
dnum,surdnngeztreh,0
tgärt,tednif,0
tbeig,neztögre,0
nies,niehr,1
ethcal,ethcam,1
