Unnamed: 0,LLM,rating:,poem,close_text,semantic_dist
11,GPT3,0.9080548969731244,"Wenn man nicht glaubt an Gott und seinen namen
Was also soll man dann am Jenseits machen
Hinunter in die Hölle mit Vergnügen ,
Zu allen Teufeln hindurch in die Tiefe !
Das ist die kleine Welt der schlechten alle
Ihr weise Rat ist karg und häufig selten
Denn aller Welt sie sind verhasst und schenken
Keinem etwas , immer nur zu aufgeregten ,
Doch dennoch halt ich sie nicht für den Teufel 
Denn sie vermag den Menschen gut zu lehren","Ich harre dein – o komme bald!
          Und kommst du nicht, so steig ich selbst zur Hölle,
          Daß ich alldort vor Satanas
          Und allen Teufeln dich zur Rede stelle.",4.880379676818848
12,GPT2-large,42.945606911165434,"Erschien im Leben wirr die Saat erstorben . 
Der Tod , der Geist , die Liebe sie verrinnen , 
Was alles bist du ? was bist du gewesen , 
Du gabst der Menschentugend ihrem Ziele 
Doch wie den schönen Kranz , in dessen Blüte 
Das Leben hing an einem goldnen Morgen , 
Verbürgst in deinen dunkeln Augen wieder 
Der Menschen Elend , der Menschentücke Wonne , 
Da deine Hand , die heilge , strenge , leise , 
Auf meine Stirn ein sanftes Küssen legte","Es schweigt das Volk. Mit Augen voller Glanz
          Wirft sie ins Grab den wohlverdienten Kranz.
          Sie öffnet ihren Mund, und lieblich fließt
          Der weiche Ton, der sich ums Herz ergießt.
          Sie spricht: Den Dank für das, was du getan,
          Geduldet, nimm, du Abgeschiedner, an!
          Der Gute, wie der Böse, müht sich viel,
          Und beide bleiben weit von ihrem Ziel.
          Dir gab ein Gott in holder, steter Kraft
          Zu deiner Kunst die ewge Leidenschaft.
          Sie wars, die dich zur bösen Zeit erhielt,
          Mit der du krank, als wie ein Kind, gespielt
          Die auf den blassen Mund ein Lächeln rief,
          In deren Arm dein müdes Haupt entschlief!
          Ein jeder, dem Natur ein Gleiches gab,
          Besuche pilgernd dein bescheiden Grab!
          Fest steh dein Sarg in wohlgegönnter Ruh;
          Mit lockrer Erde deckt ihn leise zu,
          Und sanfter als des Lebens liege dann
          Auf dir des Grabes Bürde, guter Mann!",4.318443298339844
13,GPT2-large,21.147581226842707,"Ein Mönch , ein Freund , ein großer vater
Sie sahn aus ihrem Wahn verschwunden
Das All und seine Rätselherde ,
Sie saßen auf der hohen Väter
Versöhnungsstätte , wo die heiden
Die Großen , nach der Hölle zogen
Und hörten dort die Engel Gottes
Zu ihrem Heil für alle Zeiten ;
Den einzig wahren Weg zum Himmel . 
Wir beide saßen in der Höhe ,","Nicht in Welten, wie die Weisen träumen,
           Auch nicht in des Pöbels Paradies,
       Nicht in Himmeln, wie die Dichter reimen, –
           Aber wir ereilen dich gewiß.
       Daß es wahr sei, was den Pilger freute?
           Daß noch jenseits ein Gedanke sei?
       Daß die Tugend übers Grab geleite?
           Daß es mehr denn eitle Phantasei? – –
       Schon enthüllt sind dir die Räthsel alle!
           Wahrheit schlürft dein hochentzückter Geist,
       Wahrheit, die in tausendfachem Strahle
           Von des großen Vaters Kelche fleußt. –",5.418332576751709
14,GPT3,23.074912748602337,"Was ist das für eine Frage jetzt
Ich bin froh , dass es mich noch trifft
Es ist wie ein großes Rätsel mir
Aber eins weiß ich ganz genau es
Gott hat alles so geschaffen un
Ich und du und auch die andern
Wir sind alle seine Kinder nur","Was mißlang Allerseelen,
       Also mir,
       An der Welt? 
      ",5.657171249389648
15,GPT3,37.37090419985017,"Was bin ich selbst ? Ein Kind der hoffnung
Der Schatten eines Traumgesichtes
Der halbe Weg von einer Hoffnung
Zum andern Engel , heut und früher
Ein Nichts zu sein ist furchtbar wichtig
Doch Tage werden wieder tausend
Und heut ist nur ein Tag auf Erden
Und Nichts ist viel zu sehr bedeutend .
Ein Nichts zu sein ist furchtbar weise
Denn Tage werden wieder Tausend
Und heut ist nur ein Tag in Ewigkeit .
Und nichts ist viel zu sehr bedeutend .
Ein Nichts zu sein ist furchtbar allein
Denn Tage werden wieder Tausend
Und heut ist nur ein Tag in vielen","Einsamer Vogel du! kommt einst der Abend
       Des Lebenstags, den dir das Schicksal gönnte,
       Dein Thun und Dasein, könnte
       Dichs je gereu'n? Nein! Ein Geschenk der Mutter
       Natur sind deine holden Lebensfreuden!
       Mir aber, ist zu meiden
       Mir nicht vergönnt die Schwelle
       Des Alters, die verhaßte,
       Spricht einst mein Aug' nicht mehr zu fremden Herzen,
       Ist leer dem Blick die Welt, und kaum so helle
       Die Zukunft als die Gegenwart: wie wird mir
       Erscheinen dann mein Leben,
       Mein zwecklos Thun, mein irdisches Geschicke?
       Erfassen wird ein Grausen mich, und trostlos
       Zurücke wenden werd' ich oft die Blicke! 
      ",5.172476291656494
16,GPT2,25.55361420109668,"Und doch , das andre ist das allein
Das Auge wieder sich gewöhnt
Die Seher in des Himmels Hallen ,
Es hebt sich in der Himmelshöh ;
Es hebt sich in den tiefsten Räumen
Das Auge wieder sich gewöhnt .
Wer wird die schöne Braut erzählen
Das ist ein ziemlich hartes Wort ,
Doch man kann immer sie entzweien","               ou si les femmes dont tu gloses
            Figurent un souhait de tes sens fabuleux!
             Faune, l'illusion s'échappe des yeux bleus
             Et froids, comme une source en pleurs, de la plus chaste:
             Mais, l'autre tout soupirs, dis-tu qu'elle contraste
             Comme brise du jour chaude dans ta toison!
             Que non! par l'immobile et lasse pâmoison
             Suffoquant de chaleurs le matin frais s'il lutte,
             Ne murmure point d'eau que ne verse ma flûte
             Au bosquet arrosé d'accords; et le seul vent
             Hors des deux tuyaux prompt à s'exhaler avant
             Qu'il disperse le son dans une pluie aride,
             C'est, à l'horizon pas remué d'une ride,
             Le visible et serein souffle artificiel
             De l'inspiration, qui regagne le ciel. 
            ",5.299213409423828
17,GPT2-large,25.13327219012406,"In dem Reich der Schöpfung herrscht das
Wenn der Strahl des Lichts uns eben scheint
Wenn der Strahl das Sein des Lebens
Nur erhellt , nicht aber erhellt wird ,
Wenn das Sein des Lebens ferner
Ist , ist , sich nicht mehr als zwei
Leere Spreu im leeren Sand er
Fehlt und stirbt und erstirbt und waltet
dann ist Sein im Sein nicht mehr ein
Leeres Spreu im leeren meer feld
Ist Ist Reicht und stirbt und ist Sein
Oder der Tot , der sich verwandelt
Dann ist Sein im Sein nicht mehr da 
Tot und leer ist dann die schale","Wenn ein unendlich Gefühl aufwogt in der Seele des Dichters,
      Wenn ihm ein neuer Gehalt dämmernd den Busen bewegt,
      Nimmer findet er Rast, es beklemmt ihn die gährende Fülle,
      Bis sie gestaltet zuletzt, klar im Gesang sich ergießt.
      Ach, wie wächst ihm das Herz, wenn er dann, ergriffen vom Hauche,
      Der auf der Sprachflut webt, nennend das Dunkle bezwingt,  
      Und beim vollen Gefühl ureigenen Schaffens und Bildens
      Dennoch das schauernde Glück höchster Empfängniß genießt.
      Fuhr wie ein Blitz ihm das Wort aus der Brust? kaum weiß er's zu scheiden –
      Hat es erlösend ein Gott ihm auf die Lippe gelegt?
      Doch nun steht es geprägt, ihm selbst und allen verständlich,
      Und fast staunt er bestürzt fremd wie ein Wunder es an –
      O dann mag er es ahnen von fern, das Geheimniß der Sprache,
      Wie in der Zeiten Beginn aus dem erwachenden Geist,
      Da er sich selbst und die Dinge vernahm, das lebendige Wort sprang,
      Offenbarung und That, göttlich und menschlich zugleich.",4.999386787414551
18,GPT2-large,27.168832950915785,"Sie ist doch zu gut zum Scheitern etc
Ich will ja nicht ich will ja nichts
Nur nicht allein in der Wüste stehn
Ohne Decke , ohne Wasser .
Wie das riecht nach Mäuschenrennen cken
Oh , ihr armen Juden , hört mich
Da ist was , das muß dich bücken
Wie das riecht nach Koth und Schweiße
Da ist was , das muß dich wund tun 
Das ist was wer sagt mir jetzt das ,","O Freund, dem ich dies Blatt aus einer Gegend schicke,
       Die zwanzigmal dem Himmel näher ist,
       Als ach! der Menschenpfuhl, worin ich dich erblicke,
       O höre doch, wenn du nicht ganz gehörlos bist,
       Die Stimme, die aus dieser Wüste
       Dir zuruft: Wenn du auch im Schlamm der Lüste
       Der Wienerwelt versenkt, und reif zur Hölle bist,
       So zieh' hieher und werd' ein frommer Christ!
       O glaube mir, auf keinem Fleck auf Erden
       Ist es so leicht, ein Heiliger zu werden,
       Als hier; es sterben hier in diesem Grab
       Die Sünden uns, nicht wir den Sünden ab,
       So leicht, als ob sie nie gelebet hätten;
       Dies machte die Anachoreten
       Der Vorzeit einst so heilig, daß
       Der Fliegen, der Heuschrecken fraß,
       Und jener gar mit seinem heil'gen Hintern
       In einem Ameishaufen saß,
       Um d'rin andächtiglich zu überwintern,
       Kurz, was du siehst und hörst in dieser Einsamkeit,
       Ist lauter Stoff – zur Seligkeit! 
      ",5.533827304840088
19,GPT2-large,17.8396726925286,"Dummheit macht sich immer noch klein
schreiben auch die kleinsten Worte mir
laut wie kleine Vögel schrein sie
ich bin klein wie eine Hummel nur
doch bin ich wenn ich nichts mehr hab .","Ich schreib' auch nicht; die Feder kann
      Doch, was ich fühl', nicht sagen;
      Was nützen eitle Worte dann,
      Darf dich das Herz nicht fragen?",6.080800533294678
20,GPT2-large,34.30255480388736,"Du sollst nicht in den Raum den Blick vergessen
Ein Tropfen oder ein Atom ist unser eigen
Du sollst nicht in der Schwebe bleiben , auch nicht
Wenn alles wächst und reift in dir zum Segen ,
Wenn jede Blüte fällt und es auf ewigkeit
Ein Gott ist also ist das denn zu ende
Was teufel sagt uns nun dies süsser Rätsel ?
Was ist das Allerliebste aller Dinge ?
Was ist der ewige Wert des kleinsten dingen
Was ist das Allerschlimmste aller dingen
Ein Tropfen oder ein Atom ist unser Denken .
Ein Gott ist dies wir denken aus Gedanken .
Und wer nun sagt ich hat an meinen denken
Ach der nicht denkt an seines Sohnes Vater .
Was ist das Allerschlimmste aller dingen .","Ha, welch Vergehn, welch arger Frevel hat
       Befleckt vor der Geburt mich, daß so düster
       Auf mich der Himmel blickt, so streng das Auge
       Der Schicksalsgöttin? Was verbrach ich schon
       Als Kind, zur Zeit, wo doch noch jeden Fehls
       Unkundig ist das Dasein, daß so kläglich
       Beraubt der Jugendlust, so blütenlos,
       Sich jetzo drehn muß an der Parze Spindel
       Mein starrer Lebensfaden? Doch, die Lippe
       Spricht unbedacht – das menschliche Geschick
       Lenkt ein geheimer Rathschluß. Ja, geheim
       Ist Alles, nur der Schmerz nicht. Ausgestoßen,
       Zum Leid geboren sind wir, und der Grund,
       Er ruht im Götterschooß. O Sorg', o Hoffnung
       Der Jugendzeit! Der Schönheitsblüte nur,
       Ja, süßer Schönheitsblüte nur verlieh
       Der Himmel Obmacht über Menschenherzen;
       Für Heldenthum und Liedesklang in armer,
       Bescheidner Hülle blüht kein Ruhmeskranz!",4.716739654541016
21,GPT2-large,16.33825696506207,"Was als Was als War einst Auf meinem sinne
Auf meinem Wege lag , das war das schicksal
Was nun mein Weg war , lag das nie gesehne .
Warum warum warum ? Das wird sich einmal
Doch heut muß ich das tiefe Schweigen weinen
Der Antwort Ohr ist immer mir verschlossen
zurück Doch eine Frage bleibt Die eine
Die ich mir immer neu und selbstvergessen
In meines Denkens bunten Fluß getragen
Warum will ich das tiefe Schweigen wollen
Denn meine Sehnsucht sucht das tiefe Schauen
Nach meinem Weg den tiefen sehnsuchtsvollen ?
Und wie ? Weil sich die Sehnsucht mir will retten
Und hat zugleich zu allen ihren Kämpfen
Mein Denken ist in seinen Kampf getreten !","Warum ich traure alle Zeit
       Und wandle allzeit stumm?
       Ich trag im Herz ein stilles Leid
       So schwer mit mir herum.",4.679702281951904
22,GPT2-large,24.310214901097865,"Und , wie das Werk am unvollkommnen orte
Als er zum zweiten Mal auf dieser Erde
Die alten Formen wieder neu geschaffen
Aus seiner Hand die Hoffnung , Liebe , Handwerk
Und Lebensart und Lebensart verschmähte
Die Sehnsucht , daß , wie an der hohen Stätte
Der alten hohen Götter mit gefallen
Der Schnitter auf der Berge Gipfel standen ,
Umringt von ihren Lichtern , sie dem gaben
Durch goldne Schalen Licht zum Dufte geben .","Noch eben war von dieses Frühlings Scheine
       Das Vaterland beglänzt. – Auf schroffem Steine,
       Dem man die Burg gebrochen, hob sich neu
       Ein Wolkenschloß, ein zauberhaft Gebäu;
       Doch in der Höhle, wo die stille Kraft
       Des Erdgeists rätselhafte Formen schafft:
       Am Fackellicht der Phantasie entfaltet,
       Sahn wir zu Heldenbildern sie gestaltet,
       Und jeder Hall, in Spalt' und Kluft versteckt,
       Ward zu beseeltem Menschenwort erweckt. 
      
 Mit Heldenfahrten und mit Festestänzen,
       Mit Satirlarven und mit Blumenkränzen
       Umkleidete das Altertum den Sarg,
       Der heiter die verglühte Asche barg;
       So hat auch er, dem unsre Träne taut,
       Aus Lebensbildern sich den Sarg erbaut.",5.383995056152344
23,GPT2_top_p,7.4493805633639525,"Unser heißes Herz mit seinen Thränen schmilzt mir
Fanny ! Fanny ! Sie ist heute frisch und will
Mir für alle Zeit ein Hering spieß Ein Herd ist
Bei ihr zumal , kommt ihr hierher dann für immer hin ?
Hört ich zum Ihr , ihr der Poesie vertraun nicht ! 
Laßt mich Euch ein Zeichen geben nach der gegenwart , 
Wie du , als du so wie damals früh , o müde , 
Kurz verbannst die leeren Zügel deine Hände dir !","Alter Hans, bist du denn ganz verrückt geworden?
           Schrieb ich dir nicht kürzlich meine Meinung schon
           Über vaterländ'sche schöne Wissenschaft?
           Fällt es heut wohl dem »Gebildeten« noch ein,
           – Wird nicht irgendwo Geb»ü«ldeter gesprochen –
           Dramen und Erzählungen, Novellen, Märchen,
           Und gar, drehkrank werdend, Lyrik zu verschlucken?
           Was denn klagst du? Spendest du nicht immer wieder
           Bücher auf den Markt, um Hinz und Kunz zu laben.
           Pfui, wie find ich das gemein: an jeden Menschen
           Das verraten, was du innerlichst gefühlt;
           Deiner Seele Heiligtümer auszubreiten
           Jedem Schufterle, ob er ein Laienbruder,
           Ob Beurteiler er ist, ob Zunftgenosse.
           Jedem dummen Laffen, jedem Nörgelfritzen
           Mußt du dich wie eine Dirne niederwerfen;
           Pfui, wie find ich das gemein, mein lieber Hans.",5.232879161834717
24,GPT2-large,35.570711994321044,"Und so durchdrang die volle güte
Was ihr der Gott der Liebe gab .
Als klar die Himmelssprache redet
Hat sie vom All ihr Wort begehrt
Wo noch kein Gott zu ihr geredet
Hat sie vom All ihr Wort begehrt .
Und nun ist ihr der Blick erweitert
Sie kennt den Mann in Gott und wahrt
Das tiefe Heil des Seelengrundes
Und in der Mutter Herz hat es","Zum Menschen schwebte sonst der Geist des Herr hernieder,
        Mit Menschen wandelt' er nach Menschensitte
        Und er erhörte frommer Beter Bitte.
        Zu Mose sprach der Geist, errette deine Brüder.
        Propheten schauten ihn in seiner Himmel Pracht.
        Zu Samuel sprach er in heil'ger Träume Nacht.
        So hat im Alterthum sich Gott geoffenbahret,
        Doch allen nicht, und wenig Auserwählten nur.
        Denn fremd war Göttliches der menschlichen Natur,
        Mit Christus stieg das Reich des Göttlichen hernieder,
        Das Unsichtbare offenbahrt dem Menschen sich,
        Dem Pilger öffnen nun des Himmels Thore sich.
        Das unsichtbare Reich schließt sich uns nimmer wieder,
        Denn durch der frommen Liebe heiliges Band
        Knüpft Christus uns an jenes bessere Land.",4.675027847290039
