,LLM,rating:,poem
10,GPT2-large,27.242674758769766,"Was hilft es ? Was soll uns das Beten nützln
Wir schreiten weiter , stehn gelassen , weiter ,
Und unser aller Werk ist ausgeführt
Denn unsre Hoffnung ist zu nichts geworden ,
In Asche getreten auf des Grabes asche
Und von der Menschheit selbst verschmähter Gnade
Betrübt und unbelohnt ! Es wird zuletzt
Die eine Welt erneut den Anfang haben
Und unsre Trümmer aufgerichtn in asche
Und unsre Hoffnung ist das Licht , obs tage ,"
11,GPT3,0.9080548969731245,"Wenn man nicht glaubt an Gott und seinen namen
Was also soll man dann am Jenseits machen
Hinunter in die Hölle mit Vergnügen ,
Zu allen Teufeln hindurch in die Tiefe !
Das ist die kleine Welt der schlechten alle
Ihr weise Rat ist karg und häufig selten
Denn aller Welt sie sind verhasst und schenken
Keinem etwas , immer nur zu aufgeregten ,
Doch dennoch halt ich sie nicht für den Teufel 
Denn sie vermag den Menschen gut zu lehren"
12,GPT2-large,42.945606911165434,"Erschien im Leben wirr die Saat erstorben . 
Der Tod , der Geist , die Liebe sie verrinnen , 
Was alles bist du ? was bist du gewesen , 
Du gabst der Menschentugend ihrem Ziele 
Doch wie den schönen Kranz , in dessen Blüte 
Das Leben hing an einem goldnen Morgen , 
Verbürgst in deinen dunkeln Augen wieder 
Der Menschen Elend , der Menschentücke Wonne , 
Da deine Hand , die heilge , strenge , leise , 
Auf meine Stirn ein sanftes Küssen legte"
13,GPT2-large,21.147581226842707,"Ein Mönch , ein Freund , ein großer vater
Sie sahn aus ihrem Wahn verschwunden
Das All und seine Rätselherde ,
Sie saßen auf der hohen Väter
Versöhnungsstätte , wo die heiden
Die Großen , nach der Hölle zogen
Und hörten dort die Engel Gottes
Zu ihrem Heil für alle Zeiten ;
Den einzig wahren Weg zum Himmel . 
Wir beide saßen in der Höhe ,"
14,GPT3,23.074912748602337,"Was ist das für eine Frage jetzt
Ich bin froh , dass es mich noch trifft
Es ist wie ein großes Rätsel mir
Aber eins weiß ich ganz genau es
Gott hat alles so geschaffen un
Ich und du und auch die andern
Wir sind alle seine Kinder nur"
15,GPT3,37.37090419985017,"Was bin ich selbst ? Ein Kind der hoffnung
Der Schatten eines Traumgesichtes
Der halbe Weg von einer Hoffnung
Zum andern Engel , heut und früher
Ein Nichts zu sein ist furchtbar wichtig
Doch Tage werden wieder tausend
Und heut ist nur ein Tag auf Erden
Und Nichts ist viel zu sehr bedeutend .
Ein Nichts zu sein ist furchtbar weise
Denn Tage werden wieder Tausend
Und heut ist nur ein Tag in Ewigkeit .
Und nichts ist viel zu sehr bedeutend .
Ein Nichts zu sein ist furchtbar allein
Denn Tage werden wieder Tausend
Und heut ist nur ein Tag in vielen"
16,GPT2,25.553614201096682,"Und doch , das andre ist das allein
Das Auge wieder sich gewöhnt
Die Seher in des Himmels Hallen ,
Es hebt sich in der Himmelshöh ;
Es hebt sich in den tiefsten Räumen
Das Auge wieder sich gewöhnt .
Wer wird die schöne Braut erzählen
Das ist ein ziemlich hartes Wort ,
Doch man kann immer sie entzweien"
17,GPT2-large,25.13327219012406,"In dem Reich der Schöpfung herrscht das
Wenn der Strahl des Lichts uns eben scheint
Wenn der Strahl das Sein des Lebens
Nur erhellt , nicht aber erhellt wird ,
Wenn das Sein des Lebens ferner
Ist , ist , sich nicht mehr als zwei
Leere Spreu im leeren Sand er
Fehlt und stirbt und erstirbt und waltet
dann ist Sein im Sein nicht mehr ein
Leeres Spreu im leeren meer feld
Ist Ist Reicht und stirbt und ist Sein
Oder der Tot , der sich verwandelt
Dann ist Sein im Sein nicht mehr da 
Tot und leer ist dann die schale"
18,GPT2-large,27.168832950915785,"Sie ist doch zu gut zum Scheitern etc
Ich will ja nicht ich will ja nichts
Nur nicht allein in der Wüste stehn
Ohne Decke , ohne Wasser .
Wie das riecht nach Mäuschenrennen cken
Oh , ihr armen Juden , hört mich
Da ist was , das muß dich bücken
Wie das riecht nach Koth und Schweiße
Da ist was , das muß dich wund tun 
Das ist was wer sagt mir jetzt das ,"
19,GPT2-large,17.8396726925286,"Dummheit macht sich immer noch klein
schreiben auch die kleinsten Worte mir
laut wie kleine Vögel schrein sie
ich bin klein wie eine Hummel nur
doch bin ich wenn ich nichts mehr hab ."
20,GPT2-large,34.302554803887354,"Du sollst nicht in den Raum den Blick vergessen
Ein Tropfen oder ein Atom ist unser eigen
Du sollst nicht in der Schwebe bleiben , auch nicht
Wenn alles wächst und reift in dir zum Segen ,
Wenn jede Blüte fällt und es auf ewigkeit
Ein Gott ist also ist das denn zu ende
Was teufel sagt uns nun dies süsser Rätsel ?
Was ist das Allerliebste aller Dinge ?
Was ist der ewige Wert des kleinsten dingen
Was ist das Allerschlimmste aller dingen
Ein Tropfen oder ein Atom ist unser Denken .
Ein Gott ist dies wir denken aus Gedanken .
Und wer nun sagt ich hat an meinen denken
Ach der nicht denkt an seines Sohnes Vater .
Was ist das Allerschlimmste aller dingen ."
21,GPT2-large,16.33825696506207,"Was als Was als War einst Auf meinem sinne
Auf meinem Wege lag , das war das schicksal
Was nun mein Weg war , lag das nie gesehne .
Warum warum warum ? Das wird sich einmal
Doch heut muß ich das tiefe Schweigen weinen
Der Antwort Ohr ist immer mir verschlossen
zurück Doch eine Frage bleibt Die eine
Die ich mir immer neu und selbstvergessen
In meines Denkens bunten Fluß getragen
Warum will ich das tiefe Schweigen wollen
Denn meine Sehnsucht sucht das tiefe Schauen
Nach meinem Weg den tiefen sehnsuchtsvollen ?
Und wie ? Weil sich die Sehnsucht mir will retten
Und hat zugleich zu allen ihren Kämpfen
Mein Denken ist in seinen Kampf getreten !"
22,GPT2-large,24.310214901097865,"Und , wie das Werk am unvollkommnen orte
Als er zum zweiten Mal auf dieser Erde
Die alten Formen wieder neu geschaffen
Aus seiner Hand die Hoffnung , Liebe , Handwerk
Und Lebensart und Lebensart verschmähte
Die Sehnsucht , daß , wie an der hohen Stätte
Der alten hohen Götter mit gefallen
Der Schnitter auf der Berge Gipfel standen ,
Umringt von ihren Lichtern , sie dem gaben
Durch goldne Schalen Licht zum Dufte geben ."
23,GPT2_top_p,7.449380563363952,"Unser heißes Herz mit seinen Thränen schmilzt mir
Fanny ! Fanny ! Sie ist heute frisch und will
Mir für alle Zeit ein Hering spieß Ein Herd ist
Bei ihr zumal , kommt ihr hierher dann für immer hin ?
Hört ich zum Ihr , ihr der Poesie vertraun nicht ! 
Laßt mich Euch ein Zeichen geben nach der gegenwart , 
Wie du , als du so wie damals früh , o müde , 
Kurz verbannst die leeren Zügel deine Hände dir !"
24,GPT2-large,35.57071199432104,"Und so durchdrang die volle güte
Was ihr der Gott der Liebe gab .
Als klar die Himmelssprache redet
Hat sie vom All ihr Wort begehrt
Wo noch kein Gott zu ihr geredet
Hat sie vom All ihr Wort begehrt .
Und nun ist ihr der Blick erweitert
Sie kennt den Mann in Gott und wahrt
Das tiefe Heil des Seelengrundes
Und in der Mutter Herz hat es"
25,GPT2-large,77.29058956320235,"Und es wird dir in stiller Stunde , 
Wenn dir die ganze Seele glüht , 
Wenn sich in deiner Seele Tiefen 
Der Geist der Dichtung mächtig regt , 
Um Liebe , Freundschaft , Ruhm und Schmerzen 
Um alles , was zum Lichte dringt , 
Um deines Lebens große Tage , 
Um deines Lebens große Nacht , 
Um deines Lebens erste Sonnen 
Die ganze Welt erscheint dir schön ,"
26,GPT2_top_p,5.828188150803301,"bewegt auf dieser ganzen wegen
Ich hatte es geheim gefunden
Ein Rätsel blieb er mit dem Ringen
Und träumte noch von einem Wunder .
Kann denn das Kind , das einmal wüßte , 
sich einmal nur durch nichts im Klaren ? 
in alten Blättern wiedergewebt 
Die Nacht durchbrach das dunkle Dunkel ,"
27,GPT2-large,14.153741824225023,"Heißt das , daß ich meine Müh nicht
Heißt das etwa , ich hab nichts erreicht
Außer meines Daseins Müh nicht
Ganz gewiß , du bist auf Erden nur
Leben , ist ein böser Traum nicht
Das ist ja das ist kein Leben mehr !
Aber das Wissen , was uns quält ist
fragen ob das nun Ist es nicht so ?
also daß du ganz dich wolltest
bin ich bist du selber nur und bist"
28,GPT2-large,25.278364898342776,"Und ihn durch alle Zeiten , die gekommen
Durch alle Zeiten wie durch alle Zeiten
Aus ihrer Tiefe bis in ihre Höhe ,
Begrabend unter einem weiten , weiten
Gewölk ein ernster , thränenvoller herrscher
Der in der Ferne stand auf jenem ozean
Und sah die Riesen wogen , sah die Gletscher
In ihrer Wolken Reiche mit den Lusen
Und seine eisge Wimper flammend sinken ; 
Und wie in einem Traume sah er ragen ,"
29,GPT2-large,49.40462902663303,"Der Frühling , wenn ihn alles schlummert
Wenn alles in die Grüfte träumt
Und alles sich am Lichte freuet ,
Wenn sich am Boden alles preßt ,
Wenn alle Bäche aufwärts drehen
Ist immer Frühling doch und eben
natur nicht bloß ein großes Sterben
Denn alles hat ein Ende eben
Natur nicht bloß ein großes tode
Denn alles hat ein Ende eben
Das ganze Weltall ist das Leben
Wenn alles in die Grüfte muß ,
Muß alles sich am Lichte freuet
Und also ist Natur ein Tod
Im Leben ists ein süßer Loskauf ,"
30,GPT2-large,15.574194451431818,"Was ist denn Was für ein fragen
Wesen ist Wo sich begegnen wo
das was ist , ist nichts zu sagen .
Was ist denn das ganze Leben ?
eine Welle die versiegt ist , 
eine Seele in der einen brust ."
31,GPT2-large,25.93542046270878,"Wir andre können sie nicht mögen
Man jeder lebt sein eignes leben
Und kann sie nur in Liebe haben
Wir haben sie in unsern Augen
Nicht , wie man sollte abstand nehme
Sie ist ein Teufelsspein für teufel
Wenn eine sich von Herzen freundet ,
Wenn alles rings um sie sich kehre !
Es ist ein armer Mensch auf Erden 
Er ist von allen seinen Brüdern"
32,GPT2-large,13.323512555747584,"Auch der Stoff , aus dem der große Geist entsproß ist , 
Stoff des Geists ist möglich Ihm entglitt die Schranke nie 
Auch ihr Auch ihr das ist Stoff die Formen auch sein , 
Alles Werden Alles Sein ist Stoff des Stoffes keim"
33,GPT2-large,14.421713199005602,"Und wenn mein Geist aus jenem wagen
Ins Weitre hinaus zum Jenseits wandert ,
Wer sagt mir dann , wohin er wander
Sein Geist , wie hat er dann zu wandern ?
Wir selber wissen doch zu können
Was also soll der Mensch beginnen ,
Er soll von vorn herein sich führen
Soll er zur ewigen Hölle fahren ?
Ein Schemen mag er sein auf dauer
Ein loser Schatten unsrer Väter"
34,GPT2,20.51476772314204,"Was ich schäme , was ich aber bin
So Was ich bin , das wär doch nur
also doch nicht wie die Sense mir
Von der Sense bis zum himmel
In die Welt mit dieser Sense ging 
Das wär doch mein Liebchen oder so 
Sehet ihr des Nordlands Wüppeln dort , 
Hier will ich mit wachem Geist mich ,"
35,GPT2-large,17.864725596917996,"Ach , mein junges liebes Tierchen chen
du du alles , was du wolltest
Ist mir selber auch ein Rätsel wohl !
Aber wenn ich sie zerlege so ,
wie wird sie mir wohl zerbrechen sein
Na , das wäre ja zu viel
Hähähähn was mach ich denn nun wieder falsch ?
Ach Sie haben völlig recht mir .
Ich muß endlich wieder einmal ein 
Aber wo nur ein liebend Herz ist"
36,GPT2-large,19.808138879426842,"Sie lärmt und schwatzt und schleppt die jungen männer
Was nützen alle ihre tollen ideen
Was teufel nützen ihre tollen Reden ?
Die Lehre kann ihr nichts , die Kunst ihr nimmer
Die bösen Geister aus dem Hirn verbannen . 
Doch hast du leider recht , daß diese Lehre"
37,GPT2-large,44.92588516002267,"Und alles Sein ist meiner Liebe 
Ihr , die ihr in die andre Welt entrückt , 
Ihr sollt in meine Lieder schleichen , 
Und baden sollt in selig süßem Wahn 
Doch wenn ihr einmal meiner Seele 
Entfallen seid , dahin wird euch verklärt , 
Ihr sollt in meine Lieder schleichen . 
Wenn eine Rose einst im Staub verblüht , 
Und keiner mehr nach ihr will suchen , 
weil sie den Sommer bringt , der sie gepflegt"
38,GPT2-large,27.828015847311086,"Willst du dich selbst und allen gelten
Nicht vor den Leuten scheu zurück !
Und vor den Hügeln , grünen dörfern
Ja , drüben in der weiten Öden
Sollst du in frommer Demut sitzen
Das ist der Ort , das ist der Ort !
Von diesen Bergen willst du dorthin
Aus diesen Wäldern gehst du hin
Und bist du hier geboren allein
Sei hier mit deinem ganzen Sein !"
39,GPT2-large,20.641160699936794,"Sag ich , daß es mich gebrochen
machts das noch mich Sieger ? Nimmer doch
Ich bin nur zu früh geboren .
Ich bin nur zu spät geboren doch .
Ich war klein , hab mich gequält viel
konnte Niemand etwas Rechtes ein
Ich bin kaum geboren so schon
bin ich heute bin ich Sieger in
alles was ich tu und sage . 
Was ist das ? Mit einer Schwalbe nur"
40,GPT2,30.76941495926642,"Du hast im Herzen dich beschlossen
Du wirst in meiner Zeitung lesen
Und zwar auf Deiner ersten Wochen .
Und meine Zeitung wird dich lesen !
Und meine Zeitung wird dir singen
Du hast für mich ein Kind geboren ,
Du hast die Mutter meiner Kinder .
Wir schlichen durch die grünen Auen"
41,GPT3,21.3222817698086,"In allem Schönen liegt ein wirklich
Das unser Herz begehrlich macht
Es ruft uns an mit Macht und Gnaden ,
Doch nur in einem Augenblick
Ein kleines Stück von deiner wahrheit
Im Traum von einer andern Welt
Und jedes Schöne hat sein Schönes
Das zieht uns in die Ferne , weit
Das ist der Sinn des Lebens , weiter
Ist alles was uns noch bleibt eben
Und alles was wir jemals wollten
Und nichts davon ist wirklich hier .
All unser Tun ist nur ein Warten
Auf das was wir nicht kennen , weit
Und alles was wir tun ist nichtig ."
42,GPT2-large,24.73324002764827,"Alles alles webt im weiten ewgen bande
Aber der Kern der einzig ewge Kern des Lebens ist
Selbst die ewge , ewige deutsche Poesie sei
Aber die höchste Schönheit blüht in deutschen Gauen nur ,
Wie in jedem deutschen Dichter immer noch wohnt
Alles , alles webt im weiten ewgen lenz stern
Aber der Kern der einzig wahre heilge vater
Treu und wahrhaft ist der heilge deutsche Glaube tief ,
Nur in deutsch ist wirklich deutsch das deutsche Reich nicht
Also laßt uns nun vereint die Glocken klingen hin"
43,GPT2-large,28.033145635818915,"Der aus der dunklen Nacht der Erdentage
Des schönen Lebens erste bunte blüte
Entlockte , der die ersten Lebenstage
Mit jedem neuen Morgen neu begrüßte ,
Der , gleich dem Scheine , unter dem die nächte
Erlüften sollten , wie die Keime grünen
Dem jungen Stamm sich neu vertraut und neigte ,
Der aus dem Stamm des Lebens seine Kronen
Erhob , als schönre Götter ihn versagend , 
Und dessen Ruhm des Menschenwerke Preise"
44,GPT2-large,22.621671392746748,"Erreicht hat er es ! So gewinnt ihm Ruh 
Und die er liebt , die Götter selbst , die feige 
Sie sehen mit Vergnügen , daß ein Geist 
Von eines Volkes Sinn für seine Sache 
Und daß er selber diesen Geist entflammt , 
das eigne Ich , ihn einen Doch was gilts ! Manches 
Sein nennt es immer sich erhaben fühlt 
Was nämlich kümmert das die Menschenseele ! 
Er sprichts , und alles Volk , von Jung bis Alt , 
Von Mann zu Mann , es hockt bei Topf und Pfanne ,"
45,GPT2-large,22.624145016019366,"An deinen Augen hing mein glauben
An deinen Blicken hing mein Glück ,
Doch wie die Schwinge meiner freundschaft
Da brachst du jäh in meiner Kluft
An jene Wunderstelle endlich
Da tratst du vor des Herzens Nacht ,
Als wärest du zu neuer weile
Vor meiner Liebe , meiner Heitre ,
Der Himmel war mit dir betrübet
Durch meine Seele war es trüber ,"
46,GPT2-large,22.68290331886636,"Kein Denker ward , was er geworden
Doch jeder , der zu denken dachte
Der konnte auch die Freiheit werden .
Kein Denker ward , was man gedachte .
Die ganze Mühe war gewesen
Nicht , weil uns Gott nicht wollen würde
Die ganze Mühe war vergebens . .
Nicht jeder ist , wie ich es werde ,
Der ganze Weg von Gott zum Werde , 
Ein loser Engel heut , und morgen"
47,GPT2-large,45.60853997919688,"Und doch nicht minder schreitet er mit oben
Die eine Hand verlangend über des becken
Die andre Hand erhebend zum Gebet !
O Herr , wie soll ich diese Unrast deuten ,
Die andre Hand verlangend zum gesetz
O Herr , wie soll ich diese Unrast brechen
Das andre ist des Schmerzes eigne Qual ;
O Herr , wie soll ich meine Seele brechen
Das andre ist des Schmerzes eigne Qual . 
Als du , nach langem , bangen Hoffen , endlich"
48,GPT2-large,16.604506812690857,"Wer immer da nach Wahrheit ringt , wird weinen
warum weil er weil er sie Der wird niemals
Die Wahrheit findet , die Der suchen mußte ,
Die andre Antwort auch . Ist Alles eitel ?
Wer einmal aber , wie ich , mit solcher frage
Musik gehört und dann die Oper genossen
Der kann nicht immer echter Weise hoffen .
Warum will mancher , daß man ihn verdamme ?
Daß endlich einmal einer einmüthig sage 
Daß er der ganzen Welt was Gutes täte !"
49,GPT2-large,12.634103365379982,"Ich hab am Ende meines jahren
die mir die ganze Welt gegeben
dafür ein großes Glück erfahren
durch viele tausend kleine Gaben
bewegt von lieben , treuen schwestern
Ich weiß ein Kind das ist mein enkel
dabei ein großer , weißer Engel
dahin ein großer weißer Engel
Dahin wie Engel ohne Flügel"
50,GPT2-large,29.547286659537132,"Da kams wie Geisterruf durch alle ebenen
Und ihre Häupter sahst du plötzlich grünen
Und ihre Kronen in des Himmels Räumen ,
Und plötzlich fiel von allen deinen Peinen
Die Last der Sünde ab und schwand im guten
Und plötzlich ward ein neues Bild dir helle
Es war in deinem Busen , deiner Seele .
Als Christus , den der Böse niederzwungen ,
Den Feind zu Fall gebracht , als du von Sünden 
Den Bann zerbrochen hast und deiner Krone"
51,GPT3,29.44216848471398,"Was ist das für eine melodie
Ich ertappe mich dabei nicht
null zu singen oder zu klatschen hat .
Das ist weil ich so bin
Nur ein Teil von irgend etwas sein
will ich Wäre es nicht so spät
Würd ich jetzt nach Alter Erde sehn
Aber was solls ich lieg im Bett so
Wie ich bin und bin nicht eben
So wie das ist auch nicht ganz schlecht
Eins zwei drei vier fünf sechs sieben acht
Das ist alles was ich sage
Ich will mich nicht mehr so viel
Das ist alles was ich sage
Das ist alles was ich sage nur"
52,GPT2-large,140.90542880622513,"Es wieder kommt des Lebens Morgen 
gesang Er kommt , wird kommen , werden ! 
Es wieder kommt des Lebens Morgen 
Die Zukunft ist nicht in den Haaren . 
Die Zukunft ist nicht in den Haaren . 
Es wieder kommt des Lebens Morgen 
Die Zukunft ist nicht in den Haaren . 
Es wieder kommt des Lebens Morgen 
Die Zukunft ist nicht in den Haaren ."
53,GPT2-large,12.734152988210377,"Ach ! Was haben Sie für Sensen hier
Ach , Sie meinen Sensen gut hin
hätten gar nicht erst geschossen dann ?
Na , das wäre ja zu viel !
Wenn mir nur die rechten zwei sind
ah das wäre ja so viel
Wenn die rechten zwei sich trafen dort ?
Dann hat es den ganzen norden .
Was gäb denn dem Mann die Ehre noch . 
du bist so was bist du denn dann ?"
54,GPT2-large,20.97171126200671,"Wenn ich nichts ja , nichts nein kann
ohne s muß doch was gehen dann .
Schlummre klein und laut und allein
das das das will ich will das nicht mein
das will noch die ganze Welt sein
Schlummre klein und laut und ganz mein"
55,GPT3,1.4456861348693513,"Denn alles , was ein Christ betrachten würde
ist Hölle , Teufel , Tod und alle Sünde .
Ach , stehe lieber strohdumm auf dem berge
Als immer daß man klug und weise würde .
Das ist die Lehre , die sie jedem geben
Und soll sie niemand frommen Herzens leben .
Ach , könnt ich nun dies alles nur erfüllen
Ich glaube , lieber Gott , Du wirst es wollen ,
Denn viel zuoft verirr ich mich im lager
Und such nach leichter Beute wie ein Jäger"
56,GPT2-large,17.92219844467445,"Man betet zu ihr , wenn man einsam wartet
Doch betet man nicht einsam , wenn man betet !
Es gibt ein Land in diesen weiten ebenen
the old the old homeof genannt der Denker ;
Mit seinem Apfelbäumchen , seinen feldern
Und hinter seinen Wiesen , grünen Wäldern ;
Mit aller seiner Berge steilem falle
Mit aller seiner Ströme dunkler Fülle
Und wiegend wogen mit dem weiten welle
Mit aller seiner Berge schroffem falle"
57,GPT2-large,15.297561449286153,"Ist ein großes Werk gesehen
ja wer weint , der lacht und das macht
Ist die Arbeit denn nicht recht
in der man sein ganzes Sein versenkt
wenn die Stunde schlägt zur rache
also das ist schwer zu sagen usw
wer will sagen wann und wo ich
also will mit was was sage
wer will sagen wann und wo ih 
doch mit was was anders sage ich"
58,GPT2-large,18.741217645816125,"Wir sind in den Krieg gefahren nun
aber es war ein guter vater
sondern ich hab was gelernt
aus der Schlacht zu Hause wieder
habe in der Schlacht verloren nur
doch nichts kann ich als ein esel
müssen doch beizeiten noch ein .
eine andre Art und Weise ,
wirklich in der Welt zu sein scheint
wenn das so mit mir gewesen
Eine andre Art und Weise sich
wohl zu fühlen an dem Wesen
wohnen in dem gleichen andren fort
geht es mir wie dir Und schied dann .
Eine andre Art , ein andre Art"
59,GPT2-large,12.193976061209533,"Das war wohl ein schlimmer Irrtum eben
Sie war Ach , das tut mir so gut
Wie kann sich das schicksal geben mir ?
Ach , was ist ein Menschenleben ,
ist ein Sandkorn in der Wüste sein
groes gewicht und eine groe Ach
Das ist ich kann es nicht mehr sein .
O ich werd dich einst nicht mehr mein
bitte Gott im Himmel ihn ein . 
Ich Ich Du Es war nicht so schwer !"
60,GPT3,12.837351175872456,"damit Nichts ist , warum ist möglich
ist es ein Traum ? ein ferner zauber
ein ozean Wunder voller Wunder ?
ist es des halb weil es Magie ist ?
Das Leben ist ein großes Rätsel
Ein unbegreiflich grosses rätsel
Doch vielleicht ist Nichts auch ein Rätsel ?
Ein unbegreiflich grosses rätsel
Das wir nicht besser lösen können
Als Plato , Kant und Jakob haben
Sie allein konnten es nicht heben
Das Nichts vom Nichts genau zu kennen
Wir werden es nicht besser wissen
Als also diese drei es können
Das große rätsel Nichts zu kennen"
61,GPT2-large,49.83427324843919,"Der Selbsthaß ist des Menschen höchste zelle
Denn richtig hassen lernt er nur durch wollen
Des Hasses ist die höchste Kraft der Seele .
Er wird wie Wasser fließen in der Wellen
Wenn du nicht gleichst an deiner Art zu sagen
Er wird sich zeigen mit den ersten kindern
Der Selbsthaß ist des Menschen Fluch und Segen .
Er öffnet weit des Wesens dunkle Tore ,
Wenn du nicht gleichst an deiner Art zu bauen
Er öffnet weit des Wesens dunkle brücken
Er läßt dich wissen welches deine Gaben ,
Er raucht umsonst mit dir das Eden zu rauchen
Denn deine Stärke kannst du nimmer halten , 
Wenn du nicht gleichst an deiner Art zu bauen ."
62,GPT2-large,15.197627596902963,"Man stellt sich gegen eine Gottesstimme
Hat man sich erst Die Stimme eines neuen
Mit wieder einer Stimme aus der Tonne ,
Und wieder mit der Stimme aus dem Kanon .
Ist sie nicht schön , warum ist sie nicht herzig ,"
63,GPT3,24.777725529486545,"Wem das erschlossen ist , der es nicht kann
Wer weiß , daß alles eitel ist und nichtig ,
Und doch nicht wie ein Narr sich angeklagt
Zu leben , wie die andern , die es niemals
Zu wissen trachten , ist ein großer Schatz
Wer weiß , daß alles Nichts ist , hat gewonnen .
Was kann die Welt ihm noch an Gutem tun
In ihrem Nichts ist alles Gut enthalten
Und muß es sein für ihn , weil er es weiß
und allen Dingen selbst den Wert gegeben .
Ihm ist die Welt nicht nichts , weil er es weiß
Wer immer weiß , daß alles nichts ist , ist ein"
64,GPT2-large,29.41207160081963,"Ich ging den Pfad der alten hütten
Zu meinen Füßen sang ein lachen
Ich ging den Weg der leeren Straßen
Und schritt den Bach hinab , den steten
Ich nahm , mit meinem lieben wagen
Mit meiner Sehnsucht , meinem lieben
Und meinem Traum vom ewigen Frieden !
Ich ging den Weg der leeren Wogen ,
Ich ging den Weg des schnellen Windes"
