,text,rhyme,problem,file
17,"[' so sang kalliope die voll entzücken ', ' mit ihrer kriegerischen tuba kam ', ' und nicht gesehn von ungeweihten blicken ', ' den weg zum tempel des apollo nahm ', ' wo schon mit lauten und mit flöten ', ' verlarvt und im zypressenkranz ', ' sich ihre schwestern drehten ', ' im schönsten reihentanz ']",ababcdcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
18,"[' a ls ludewigs pilot mit stolzer flotte ', ' westgalliens beschäumtes thor ', ' verliess hub glaukus aus der tiefen fel sengrotte ', ' sein blaues haupt empor ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
19,"[' unglücklicher der schon von hoff nung trunken ', ' des oceans gebieter ist ', ' du führst in deinen schiffen einen feuer funken ', ' der beide welten frisst ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
20,"[' bald nimmt der abgrund eine my riade ', ' zu früh entleibter seelen ein ', ' bald werdet ihr im meer der hayen am gestade ', ' der aaren beute seyn ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
21,"[' die götter die jetzt lachend mit euch ziehen ', ' bereuen ihr geschenktes glück ', ' verachten euren uebermuth und alle fliehen ', ' nach albion zurück ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
22,"[' dass albion der meerumflossnen erde ', ' gerechte friedensrichterinn ', ' das schrecken der beraubten oceane werde ', ' der inseln königinn ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
23,"[' ihr aber flüchtig unter jeder zone ', ' so manchen schwimmenden palast ', ' und port und meer und eyland und der kolombone ', ' durchströmte flur verlasst ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
24,"[' o weiche söhne tapfrer franken sprechet ', ' helvetien um männer an ', ' o plündert unbewehrte fürstenthümer brechet ', ' mit wagen ross und mann ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
25,"[' in eurer väter alte sitze schreitet ', ' kühn über den gehörnten rhein ', ' sucht pallas liebling auf der für sein erbe streitet ', ' und eurer macht zu klein ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
26,"[' und von verschwornen barbarn über fallen ', ' einst wanken muss erdrücket ihn  ', ' ihr unter den verschwornen sollt ihr un ter allen ', ' allein mit schande fliehn ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
27,"[' der ort wo sieben krieger funfzig jagen ', ' ob ihr ihn zu vernichten sucht ', ' ein brandmaal wird er euch worauf in späten tagen ', ' ein bessrer enkel flucht ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
28,"[' ob alle reisigen aus euren vesten ', ' ob eine neue helene ', ' euch alle prinzen aus lutetiens pa lästen ', ' zu feldherrn sendete ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
29,"[' dort auf den gräbern römscher le gionen ', ' erwartet eure tapferkeit ', ' ein fürst den jupiter der hirtenstäb und kronen ', ' aus einer urne streut ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
30,"[' nicht zum monarchen aber zum ver gnügen ', ' des menschlichen geschlechts erkohr ', ' ha welch ein lauter päan steigt von sei nen siegen ', ' in mein entzücktes ohr ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
31,"[' also zerbrach mit sieggewohnter rechte ', ' der alkumena sohn im zorn ', ' dem wandelbaren gotte das zum blutgefechte ', ' wild aufgeworfne horn ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
32,"[' also entkräftete der göttergleiche ', ' ulyss den riesen der an macht ', ' dreyhundertmal ihn übertraf mit einen streiche ', ' nicht ohne muth vollbracht ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
33,"[' also besieget euch auf eure listen ', ' und punischen betrug entbrannt ', ' ein held den pallas und der brennen friedrich rüsten ', ' der gwelfe ferdinand ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
34,"[' und so mit ewig unerschöpften witze ', ' verhönt er euch die ihr den streit ', ' durch stärkre heere wälle donnernde geschütze ', ' zu führen muthig seyd ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
35,"[' so bald sein himmlisch feuer wenig britten ', ' und deutschlands jugendlichen rest ', ' beseelt ein wunder allen welche kre felds hütten ', ' bewohnen und das nest ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
36,"[' des hohen roncevalls und die gefilde ', ' wodurch der esse giessbach rinnt ', ' hier sahen euch gelehnt auf ihre gold nen schilde ', ' sein ahnherr witekind ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
37,"[' und der cheruskerfürst der grosse schatten ', ' des legionentödters fliehn ', ' zehn parasangen hinter eurer flucht die matten ', ' voll raub und voll ruin ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
38,"[' vergeblich flieht ihr diesen feind ge schwinder ', ' als kraniche den adler setzt ', ' vergeblich zwischen euch und euren ue berwinder ', ' jetzt berge ströme jetzt ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
39,"[' auf ungezähmten rossen mit der flamme ', ' des schwerdtes zürnet hinter euch ', ' ein zweyter ferdinand aus diesem göt terstamme ', ' dem sohn der thetis gleich ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
40,"[' nicht wundenfrey doch unverkürtzt an jahren ', ' geh lebe war der parze schluss ', ' nach deinem vater spät ein kriegesgott der schaaren ', ' am stillen ockarus ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
41,"[' ihm folgen seine brüder alle glühen ', ' nach ehre kriegesdonner wie ', ' die scipionen und im frieden von thalien ', ' geliebet so wie sie ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
42,"[' ein eigenthum durch alle folge zeiten ', ' von braunschweigs helden jeder spannt ', ' des gottes silberbogen und des gottes saiten ', ' mit gleich geübter hand ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
43,"[' und dennoch übersteigt so weit und weiter ', ' des herzens güte diesen werth ', ' als jenen sonnenball der grosse tag der heiter ', ' durch alle himmel fährt ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
44,"[' so gleich arions liede gleich dem tone ', ' der götter und delphine zwang ', ' so zu des gwelfen ruhm des burboni den hohne ', ' teutoniens gesang  ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
45,"[' du stehst beschämt o burbons enkel  höre ', ' ein nie zuvor geträumtes glück ', ' des britten schwacher kriegesdämon giebt dir ehre ', ' und land und meer zurück ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
46,"[' m ein arzt mein freund o lass mich ihn entsiegeln ', ' den hochheims edle kelter zwang ', ' und jenen alt als ich der einst auf tar zals hügeln ', ' die morgensonne trank ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
47,"[' dass ich diess thrazisch kalte fieber höhne ', ' das um mein eingeweide schleicht und hohe säkularische päanen töne ', ' denn friederich erreicht ']",aab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
48,"[' heut seiner jahre mittag den phalangen ', ' europens nicht auch nicht der wut ', ' der horden asiens bezwinglich noch den schlangen ', ' der eumenidenbrut ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
49,"[' und trunkne jubel jauchze dass von allen ', ' feindinnen nur theresia ', ' noch trotzen darf dass tanaquil jüngsthin gefallen ', ' und nun kleopatra ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
50,"[' w en feine mutter unter den zärtlichen ', ' gesängen heller nachtigallchör empfieng ', ' wer ihr in ihren götterträumen ', ' nächtlich als schwan sich vom busen loswand ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
51,"[' hängt nicht erstrittne fahnen und schlüssel von ', ' bezwungner städte thoren und feindliche ', ' galeerenschnäbel in gradivens ', ' blutige tempel auf keine schiffe ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
52,"[' mit künsten aller völker mit jeder frucht ', ' der sonnenrothen berge des kalten meers ', ' der aufgedeckten hölle wuchernd ', ' fliegen für ihn um die beiden pole ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
53,"[' ununterwiesen wird er als knabe schon ', ' die frühlingsbluhme singen und froh bestürzt ', ' sich einen dichter grüssen hören ', ' ihm wird die jüngste der charitinnen ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
54,"[' die wohlbewachte scham sich zur füh rerinn ', ' entbieten ihm wird pallas die wolke von ', ' den augen nehmen dass ihr jünger wahrheit und blendenden trug er kenne ']",abc,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
55,"[' in wäldern wird er einsam den vater der ', ' natur verehren endlich o lycidas ', ' erwartet er gleich eines fremden ', ' mannes besuche den tod mit gleich muth ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
56,"[' e r siegt mein perseus siegt  ihr freudenzähren ', ' erstickt nicht meinen lobgesang  ', ' o fluten meines stroms erzählt in allen meeren ', ' des drachen untergang ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
57,"[' hier wo der belt mein kolberg zu verschonen ', ' mit dünen sein gestad umzieht ', ' sass ich und sang entzückt den horchenden tritonen ', ' von meinem freund ein lied ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
58,"[' er schlug das raubthier jüngst das der beschneyte ', ' riphäus auf mich ausgespien ', ' als ich verlassen von den göttern seine beute ', ' unwiederbringlich schien  ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
59,"[' ich sprachs als ich urplötzlich einen drachen ', ' aus blauer tiefe steigen sah ', ' mit sunfzig aufgerissnen feuerspeynden rachen ', ' ohnmächtig lag ich da ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
60,"[' mein perseus flog in diesem augen blicke ', ' herab von seiner warte schwang ', ' sein glorreich eisen hielt den tod im meer zurücke ', ' dreymal neun tage lang ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
61,"[' ha welche flammenströme schoss die hyder ', ' nach seinem leben  endlich fand ', ' mein flehn der götter ohr und waffen fielen nieder ', ' da wo mein gastfreund stand ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
62,"[' so bald ihm plutons helm das haupt verhüllte ', ' ihn hermes flügel trug der speer ', ' der schrecklichen minerva seine rechte füllte ', ' stürzt er die pest ins meer ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
63,"[' von meinen lippen soll sein lob erschallen ', ' ich feyre dankbar meinen held ', ' so lang in dieses hafens arme segel wallen ', ' vom ostwind aufgeschwellt ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
64,"[' ihm selbst will ich wann er den strand begrüsset ', ' auf seine wege kalmus streun ', ' und muscheln denn mein fluss ist arm kein goldsand fliesset ', ' kaum ambra rollt hinein ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
65,"[' und du mein barde der du vor den thoren ', ' von deiner mütterlichen stadt ', ' einst lieder lalletest wenn sie die dich geboren ', ' noch deine liebe hat ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
66,"[' so singe meinen liebling meinen retter ', ' in jene laute die dir jüngst ', ' besaitet ward in welche du den kampf der götter ', ' mit den titanen singst ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
67,"[' m ein krause den nicht der themis orakel ', ' der zank am altar im tempel der aufruhr ', ' entwöhnten zärtliche lieder ', ' aus siebenfach tönenden saiten zu ziehn ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
68,"[' lass andre den sieg des feurigen heinrichs ', ' den schnellen triumph des löwen besingen ', ' der selbst im schlummer erschrecklich ', ' die lybischen wüsten in ehrfurcht erhält ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
69,"[' und endlich gereizt vom drohenden pan ther ', ' den nimmer umsonst gewageten sprung thut ', ' im bauch des feindes die klauen ', ' im nacken den zähnebewaffneten schlund ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
70,"[' ich singe mit dir die sanfteren siege ', ' der daphne das glück um iris zu brennen ', ' um euch ihr leuchtenden augen ', ' dich strebender busen dich gra zienmund ']",abcd,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
71,"[' i ch sahe sie mir zittern die gebeine ', ' ich sah glückseliges berlin ', ' die göttinn deines stroms vor deinem tannenhaine ', ' mit ihren schwänen ziehn ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
72,"[' vergönne mir najade nachzulallen ', ' was mein erstauntes ohr durchdrang ', ' und was dein göttermund den faunen sang und allen ', ' hamadryaden sang   ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
73,"[' sey mir gegrüsst augusta meine krone ', ' die städte deutschlands bücken sich ', ' es hören meinen stolz belt donau wolga rhone ', ' und weichen hinter mich ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
74,"[' was fürchten wir ist gleich die zahl des feindes ', ' wie dieser beiden ufer sand ', ' o tochter hast du nicht zur seite meines freundes ', ' stets einen gott erkannt ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
75,"[' stritt jupiter nicht selbst mit friedrichs volke ', ' und donnerte den feind zurück ', ' warf nicht der kriegesgott einst plötzlich eine wolke ', ' vor seines mörders blick ']",abab,0,<_io.TextIOWrapper name='/home/andreas/copyrighted_data/rhyme_corpus/Ramler_KarlWilhelm_1767_gold_p9_s79_TEI-P5.xml' mode='r' encoding='utf-8'>
