word1,word2,rhyme
lieben,geblienbe,0
sehnen,lehnen,1
baitzen,reich,0
verwirret,irret,1
reh,seh,1
dank,trnka,0
schwank,afrnk,0
gold,hold,1
westen,besetn,0
gebracht,zeit,0
reichsbaron,entflohn,1
liebe,tbeeir,0
vereinen,scheinen,1
gelesen,besen,1
gekannt,wnda,0
dir,rim,0
trägt,so,0
natum,datum,1
wunderkraft,himmelswissehcsftna,0
feyern,erneuern,0
nachmittag,gav,0
süden,karyatiden,1
bringen,ringen,1
dafür,gutts,0
bekannt,vaterland,1
portal,piedestal,1
siegt,bekränzet,0
kristallenbach,nach,1
lebenszeit,einsamkeit,1
augenglantz,gantz,1
an,henar,0
plag,tag,0
fässer,schencken,0
lindenstadt,zeit,0
wunden,usndnet,0
scheu,treu,1
kraut,haut,1
gesang,trat,0
ein,bissen,0
zischen,dirnen,0
tugendbild,verhüllt,1
entlang,gklna,0
leut,vatrrufede,0
geschlungen,vollermaienpracht,0
sünden,schande,0
erhöret,beehret,1
entlaufen,liebeschnaufen,1
krieget,beiestge,0
seyn,klüfften,0
gesang,nkelrga,0
da,nah,1
todesfahl,judasmlha,0
genüssen,müssen,1
zu,stern,0
schlief,felsgestein,0
schwell,stell,1
weib,leib,0
klagte,ragte,1
genuzt,gepuzt,0
machen,krachen,1
satt,schliessen,0
rennen,bund,0
ein,herein,1
geschrieben,getrieben,1
andrer,wrdaern,0
ergözt,wezt,1
lustgedichte,erbitten,0
menschenwahn,gegeben,0
kaum,baum,1
najadinnen,schlaaffgemache,0
an,schätzen,0
feld,zukunftsheld,1
testament,frucht,0
gschicht,gsund,0
karten,arten,1
entriffen,wissne,0
aue,guaer,0
rosen,roth,0
proben,schläfer,0
zukrönen,erlitten,0
nicht,gesihtc,0
händen,länden,1
thal,sinnen,0
sänken,ktrnenä,0
treiben,theorie,0
traurigkeit,ettweizn,0
flamme,götterstamme,1
schnee,schätzen,0
kennen,verbrennen,1
stäte,thut,0
zanckt,unterricht,0
ade,see,1
wieder,brand,0
macht,latch,0
verloren,verräterohern,0
pflegen,degen,0
gepriesen,siewen,0
mundrubin,blühn,0
winkte,abendbrot,0
flur,natur,1
betrübt,erwunden,0
verstarb,leicafhbren,0
chören,sprossen,0
wafen,straffen,1
seide,rosenblätter,0
gläubt,an,0
scherz,verfrühten,0
will,wissentlich,0
schallen,wehrt,0
niederhangen,wangen,1
welt,geknuft,0
fahren,spahren,1
bewahrt,frucht,0
nam,lieder,0
untergehn,ausgeschlagen,0
saaten,thaten,1
rest,läts,0
singen,brinneg,0
dort,dorb,0
wagen,seyd,0
knaben,haine,0
bleich,erchi,0
würdevolle,wolle,1
geschichte,nachtgeistech,0
mühen,kniene,0
trägt,sinne,0
da,nah,1
hin,schaffen,0
fort,sogleich,0
thut,no,0
entstehn,vergehn,1
abgegangen,erkandten,0
geigen,nzweegi,0
seyn,nei,0
wiegen,schmiegen,1
mittagsmahl,begann,0
gunst,trew,0
käsen,genesen,1
sas,asw,0
mama,wegen,0
weil,hlie,0
töchterlein,schlösser,0
alles,balles,1
her,reh,0
besuchen,hat,0
verstellen,llfäne,0
nennen,trennen,1
ermatten,hatten,1
kristallenbach,nhac,0
gemüthe,blteü,0
uebermuth,btul,0
erreiche,wceihe,0
marck,stakrc,0
wild,entgegen,0
kam,sylvia,0
ab,beginnen,0
klein,snye,0
phrase,neas,0
bewegung,verstreut,0
spitze,ztesi,0
abend,benda,0
wenig,unterthänig,1
schlu,birckenrinden,0
aufsteiget,verschönen,0
schande,lande,1
rosen,kosen,1
hassen,fassen,1
hand,band,0
reichen,vergcihnlee,0
besessen,ermesens,0
sachen,nahmec,0
stunden,verschwunend,0
lacht,obsieget,0
haars,wras,0
mund,allgund,1
jahre,haare,1
weiten,ri,0
knaben,gaben,1
schnee,feld,0
thun,ruhn,1
felsenhang,bang,1
tagen,jaegn,0
seyn,binden,0
schuft,exzellenz,0
friedensföhren,stören,1
glut,flut,1
wallen,fallen,1
ermatten,gatnet,0
bereiten,sonnenschein,0
reuen,mich,0
brust,mir,0
will,vile,0
gesunken,spielt,0
erschwingen,sinneg,0
will,seyn,0
flüge,hunnenzüge,1
lust,vergass,0
hauff,auf,1
flimmer,nimmer,1
gnad,mecänta,0
ertragen,lebegeasntn,0
jungferkrantz,glimmt,0
gebrochen,getröst,0
gebrochen,wecohn,0
neiden,wahr,0
mute,ueht,0
weiden,feldern,0
bieten,behüten,1
gewahr,musenschaar,1
zeit,seyd,1
weit,dsye,0
gedächtniss,vermächtniss,1
umher,mehr,1
paar,gewhra,0
schein,haus,0
nennen,ringenenlern,0
dämmergemunkel,sonnengefunkel,1
goldesschacht,gesteine,0
weisen,preines,0
trost,war,0
schlimmer,frauenmimerz,0
gesichte,richte,1
stund,aufleynen,0
haynen,scnenhie,0
betrübet,hören,0
sach,a,0
kömmt,itnmm,0
durchzittert,abort,0
glockenschlage,plage,1
safft,weggerafft,1
fleust,seteugr,0
reise,leben,0
sey,traurigkeit,0
lentzen,entzwey,0
gelegt,pflegt,1
kümmern,himmelsenmzrim,0
schallen,fallen,1
hand,bekannt,1
erschienen,erhaben,0
schwerdt,sie,0
hold,gewotll,0
verletzt,ersetzt,1
klagelieder,krone,0
umschwebt,hebt,1
hinweg,zweck,1
nicht,nicht,1
fliegt,gesiegt,1
zerfällt,vergehen,0
gegeben,leben,1
weiter,heiter,1
ungeheuern,rubinenfeuern,1
schier,pläsir,1
gewesen,lesen,1
hand,nabked,0
schwunge,zugen,0
sonnenschein,amaryllen,0
ehret,stärcke,0
blitz,bau,0
erlaubt,ab,0
verschönt,engelseele,0
gelegenheit,geigen,0
anzuschaun,schmertzen,0
dich,mich,1
dumm,stumm,1
verzweiffelung,linderngu,0
schweigen,schweigen,1
regung,gehn,0
hand,lnad,0
gunst,tnksu,0
allein,esyn,0
traurigkeit,mir,0
seyn,allein,1
gras,sass,1
slaven,sclaven,1
wagen,gebracht,0
benetzt,an,0
bescheert,wehrt,1
hinnen,stiel,0
wie,sie,1
strafe,schlafe,1
dichter,versemachen,0
frieden,spott,0
glanz,gemach,0
zechen,zerbrechen,1
kleide,kreide,1
wähle,seele,1
verziehn,flihen,0
dich,dcih,0
du,grünen,0
wil,zuviel,1
rosenhaine,küsse,0
wider,gliedr,0
hat,zoll,0
erblassen,umbfasnes,0
herzbehagen,antwortbringen,0
wein,lorbeerhnya,0
sang,reime,0
gehn,hell,0
traun,bceushna,0
auffgenommen,ein,0
tragen,plagen,1
schöne,söhne,1
fee,morgenlande,0
nieder,liebevoll,0
versteckt,götterschenke,0
sang,asgn,0
rom,menschenstrom,1
hegt,legt,0
zünde,kriegesgrüned,0
seyn,ruh,0
wage,wundersage,1
trauben,magnet,0
feuer,leyer,1
zwei,hibree,0
geht,bethabara,0
liegen,las,0
gnadenschein,syne,0
gaben,mit,0
bestehn,peter,0
überwandet,hintergeht,0
fascikelsatt,titelblatt,1
bliebe,feuersbrunst,0
duft,brief,0
fühlt,leibes,0
sommertage,mann,0
ehrt,bekriegen,0
reit,preit,1
stolz,gefechte,0
gewitterhusch,orchestsurthce,0
frühlingsregen,harmonie,0
lüften,knabe,0
stute,blute,1
heimatherde,licht,0
gholt,tolt,1
binde,riend,0
einzukleiden,seiden,1
schlicht,gedicht,1
stund,gudsn,0
vollbracht,einenstreiche,0
blei,laut,0
gut,barmhertzigkeit,0
pracht,nacht,1
schweigen,unter,0
hager,sgrawhce,0
groll,zoll,1
leut,bekränzen,0
forstgehege,schmückt,0
gab,herab,1
syrer,verführre,0
begehrt,erklärt,1
sinn,hin,0
gediehen,verliehen,1
rittersmann,zier,0
früh,tagelohn,0
widerstreben,schwermuthplagen,0
feld,thal,0
hervor,steigen,0
stören,föhren,1
revier,mir,1
harter,sparter,1
merle,erle,1
dir,daran,0
nicht,nicth,0
gejagt,apenninen,0
geneiget,erzeiegt,0
offenbahr,fort,0
orden,monarchie,0
thüre,bekannt,0
hahn,rund,0
bequemen,dich,0
spielen,hat,0
abgezehrt,bitter,0
brechen,rächen,1
gönnte,önketn,0
thaler,ist,0
scheinen,las,0
see,reh,1
hier,maul,0
ane,o,0
verneinen,aufleynen,1
sonne,wonne,1
erblast,abgefast,1
theil,hyel,0
natur,auch,0
flucht,sucht,1
wühlt,umspült,0
hingedichtet,mai,0
umfangen,nacht,0
sie,haben,0
erstach,zeitvertreibe,0
geschlecht,rethc,0
kind,witnd,0
gepränge,drägne,0
bild,lidw,0
hast,gsat,0
schlich,bitterlich,1
haaren,abgfneearh,0
fassen,massen,0
macht,entgegen,0
sey,geben,0
gezogen,trogen,1
eingespannet,übermannet,1
blick,nacht,0
macht,erden,0
schwingen,bringen,1
getröst,jmmanuel,0
meyne,deine,1
gaste,ersat,0
ahnen,annmeh,0
spitzen,tszein,0
jammerleben,gegeben,1
tragen,schlaeng,0
knarren,rfnera,0
matten,waldesschatten,1
erben,rneweb,0
wassergräben,ertrinkt,0
lesen,gewesen,1
glänzt,ewigkeit,0
genommen,verwirret,0
rost,oksegt,0
sinnen,deliconinnen,0
rührt,ftrüh,0
gefunden,stunedn,0
kan,thut,0
schwanken,todesgedannek,0
seyn,schrein,1
morgenröthe,prophete,1
gleichen,glaubens,0
tönen,hönecns,0
bangt,atlngge,0
zerschnidten,krachen,0
charitinnen,spricht,0
auch,acuh,0
wunderkraft,ghstfaec,0
bekannt,feld,0
redseligkeiten,bestreiten,1
krumm,dumm,1
ziehn,fliehn,1
sollen,lowlen,0
zu,leget,0
hassen,fassen,1
minder,kinder,1
sommerhaus,braus,1
bethauet,blühn,0
widerspizen,inzse,0
zeit,sinn,0
ein,snihce,0
jenes,schönes,1
mu,backen,0
sie,war,0
kosen,grenzenlosen,1
rast,hast,1
hall,schlla,0
teich,karnevalgelag,0
kunde,wunde,1
bin,nhi,0
erwachen,chaemn,0
stunde,uedmn,0
überall,kaiserssaal,1
geben,leben,1
sind,find,1
liebespracht,latch,0
lämmerweide,mein,0
schaue,vorgeschoben,0
meinen,scheienn,0
eins,wensi,0
zahm,sahcm,0
niederbricht,regen,0
vertauschen,bezwingen,0
umbringt,aufgeh,0
gemütte,jesusgütte,1
fluch,gedacht,0
alles,bauet,0
zier,irm,0
gleise,preise,0
sinn,bin,1
gefunden,erkunedn,0
werden,needr,0
aufgesetzet,besprengen,0
frei,wie,0
schallen,fertig,0
wanderstab,bagr,0
gut,schön,0
vermisse,erstrecket,0
dort,roft,0
soll,glauben,0
eingelenkt,vertauscht,0
zeigen,überwunden,0
blutroth,aufferstehn,0
betrübet,beschliessen,0
gezeigt,weggenommen,0
zurücke,nützt,0
bringt,macht,0
rief,stand,0
liecht,quelle,0
segen,pflüger,0
traben,nicht,0
haus,hinaus,1
herz,wappen,0
herzelein,hezlriene,0
leben,egebneg,0
erquicket,allzumahl,0
gegeben,kennen,0
dinge,gerineg,0
ruhestelle,freun,0
pflegen,schokolade,0
hönen,zurük,0
gewalt,blad,0
trauer,mauer,1
mich,ich,1
band,hdan,0
verlor,reomp,0
bibo,iarobpe,0
helle,flickt,0
schertzen,wey,0
aus,drusa,0
beschert,baun,0
liebespein,nsey,0
nacht,wegen,0
gebüren,reregein,0
übergeben,leenb,0
schäffelein,ankam,0
caffe,macht,0
saamen,verstieben,0
revier,worden,0
kind,sind,1
hegel,kegel,1
brust,kreischen,0
bewehret,liegen,0
geschwätze,anakreon,0
san,gottesman,1
kunde,enduw,0
umbgeben,zueerbnhe,0
zusagen,fürgteagnre,0
widerstreben,haar,0
aufgeschrieben,lieben,1
vergo,erfrischen,0
augen,saugen,1
fortgegangen,empfangne,0
füssen,flissen,1
erklingt,gegenständen,0
schaf,straf,1
paar,strümpfe,0
lohn,thron,1
stehlen,aufzehlen,0
welt,mifäelltg,0
vier,dir,1
muht,gut,1
schrei,vorbei,1
empor,hroevr,0
völkermorden,geworden,1
wiesen,niesen,1
warum,kurumz,0
keiner,eiren,0
freude,krystallen,0
myrrhen,angstgeschirren,1
streicht,leicht,1
giebst,liebst,1
kan,tneagh,0
angesicht,ntcih,0
verlust,hat,0
trägt,meinen,0
trat,zart,1
treue,rfeeeur,0
ruht,utbl,0
walde,halde,1
weines,angesicht,0
gnade,löwenpomade,1
herzelein,seyn,1
kind,isnd,0
geniesen,gebricht,0
meuchelmördern,fördern,1
widerstreben,vbergeebn,0
geist,hesit,0
warten,mehr,0
dämmergemunkel,sonnengfnelkeu,0
erwarten,gartne,0
ruft,stört,0
schalen,stranel,0
zischen,entisenwch,0
verschlungen,gesungen,1
freuen,ergetzet,0
sie,sie,1
lust,entgangen,0
sturm,thurm,1
kriegsgesinde,spitze,0
frist,ist,1
munde,wuned,0
acht,macth,0
trauertönen,hinzusehnen,1
armen,braut,0
mehrgeschicht,auffgenommen,0
pallast,einfsgetas,0
schwirret,girter,0
rathen,ahntet,0
beschwerden,werden,1
spur,natur,1
leben,gnebbee,0
fluth,btul,0
hinverloren,korridorne,0
spuhr,fälle,0
war,paar,0
sternenfeldern,elyserwäldern,1
tichten,richten,1
verbogen,stirnbgneone,0
pabst,gabst,1
verpflicht,gebracht,0
caj,verführt,0
vergeht,beet,1
wald,blad,0
welt,erdengüter,0
händen,newend,0
frauen,ueargn,0
orten,worten,1
treten,trompeten,1
diebe,harm,0
gehalten,alten,1
verzehrt,gewehrt,1
einsamkeit,dunckelheit,1
tasche,erhasche,1
