,word1,word2,rhyme,distance
6394,geschlossen,genesgos,0,19.79182031419542
24862,nur,natur,0,8.21387529373169
6396,sommerzeit,gelegenheti,0,22.74462053510878
24860,braut,wiederschaut,0,6.99229457643297
24858,blau,morugheta,0,14.421262741088867
24936,saiten,tzniee,0,23.77314631144206
24938,geschehen,verseenh,0,14.050474378797743
6350,zeiten,seitne,0,11.31988008817037
25018,ergriffen,geschlifnfe,0,12.250504864586723
6310,gestalt,wadl,0,12.201383961571587
25014,preiset,erweiest,0,15.641954316033257
25012,waden,ndenga,0,19.911487155490452
25010,pferdchen,bänchetr,0,13.095643573337131
6314,meer,her,0,5.729070504506429
25008,amaranthenlauben,paradiesesglauenb,0,14.240792168511284
25007,zünde,kriegesrgüned,0,10.555946932898628
25006,schildkroten,boetn,0,13.826960325241089
25005,klagen,tragen,0,5.368413474824694
6315,erhitzt,siztt,0,19.62530517578125
6316,sang,lagn,0,13.737920337253147
25001,gras,sda,0,14.51693163977729
25000,gestorben,erworebn,0,8.931039068433973
24997,schon,snoh,0,14.97480837504069
25020,hin,nis,0,22.001081148783367
24995,grund,dustn,0,15.501243326399061
6306,um,kurzum,0,7.357473373413086
25024,verlor,nebelfrol,0,10.821603616078695
6294,nur,toduhrten,0,19.00014654795329
25043,rost,egkost,0,6.486508501900567
25041,voll,soll,0,7.0010726186964245
25040,empor,rvo,0,16.712783071729874
6296,flur,natur,0,5.71218384636773
6297,nahm,bräagitmu,0,18.09264024098714
25037,goldesschacht,wahct,0,26.046660317314995
25036,schreyn,nyes,0,18.85355546739366
25035,wörterkriege,siege,0,7.403653674655491
6299,bereit,selktiegi,0,23.765791998969185
25032,tragen,plagen,0,5.255214373270671
6301,sollet,etllow,0,14.890968640645346
25029,wald,hatl,0,13.369634045494927
6302,gesinnt,gintwen,0,12.557467513614231
6304,verlor,emopr,0,11.466363430023193
25023,seelengeier,fereu,0,16.877696143256294
6321,zerrissen,polstersseink,0,15.889963997734917
6323,schwer,reh,0,13.743660714891222
24991,herein,mägdelnie,0,19.057752397325302
24961,fröhnt,verhöthn,0,15.271915329827202
24960,reben,widersernbet,0,17.26926263173421
6342,hängt,hinangedräntg,0,14.203474150763618
24957,entziehen,entfeliehn,0,9.074552483028835
6344,pein,kline,0,15.675705697801378
24954,examen,aemn,0,5.538361893759833
24953,fehlgesprungen,geeunlgn,0,9.988805241054958
24952,wort,otwr,0,13.132412009769016
24950,nacht,ghametc,0,24.96525213453505
6346,himmelreich,tecih,0,20.401789665222168
24948,dran,an,0,6.563934908972846
24946,werde,bescrwhdee,0,18.104496955871582
24944,bekommen,weggemonmne,0,15.234617869059244
24942,balle,elal,0,11.16486480500963
24941,gepreist,ertresuf,0,16.706609831915962
6340,fingernägel,kgeel,0,9.391104380289713
24963,regieren,verlieern,0,7.449803007973565
24965,werden,ernde,0,12.023874282836914
6337,seyn,hinnei,0,9.63198471069336
24990,zeiget,schetgiwe,0,13.182316780090332
24989,leib,ebwi,0,21.578955120510525
6325,gebleicht,keihtc,0,18.935449176364475
24986,seid,zeit,0,8.04166645473904
24985,schauen,rngaue,0,10.84498511420356
6326,her,wehcrs,0,18.678320036994087
24983,bild,wild,0,5.5605678293440075
24835,wiederfährt,wethr,0,10.52985339694553
6328,oben,eobln,0,14.670344988505045
6331,fliehn,henerlmi,0,15.196378707885742
6332,freute,beetu,0,15.999173482259115
24975,aus,hinusa,0,22.0587068133884
24974,zurücke,eklcbi,0,23.06193521287706
24971,gelücke,zkucerü,0,20.69600009918213
24970,gläntzen,hertzensgränetnz,0,21.29746193355984
6336,menschenwunden,verbunden,0,4.58451247215271
24979,geiz,christuskrzue,0,20.721250534057617
24834,verlassen,ansnes,0,17.8258441819085
6410,hertz,rhezt,0,10.873687691158718
24832,sein,itnse,0,18.885342174106174
24708,rose,virtueso,0,15.406013170878092
24707,gluthentfacht,ancth,0,13.889619403415256
24705,gaben,haneb,0,17.14675596025255
24704,daher,rmee,0,22.49277008904351
24702,getragen,eagnt,0,13.63666746351454
24700,muth,tgu,0,15.937497562832302
24699,euch,rechi,0,18.27744468053182
24697,aussagen,geenargt,0,14.341448995802137
24696,bricht,nithc,0,20.062301847669815
24695,ein,snye,0,17.80354510413276
24693,lebenszeit,strite,0,11.431004365285238
6476,närrschgewesen,lesen,0,5.236929151746962
6478,nasen,ranse,0,14.522668732537163
24688,raben,knabne,0,17.03875732421875
24687,umbschaun,bnua,0,13.014523453182644
6470,thaten,zertranet,0,18.032615449693466
6480,schencken,dknence,0,21.859430101182724
6468,erlesen,sween,0,9.559178802702162
24713,saft,krfta,0,17.18161720699734
24735,pflicht,ithcn,0,16.02946228451199
24733,saamen,naenm,0,11.348933431837294
24732,weib,lieb,0,20.80120383368598
6459,versunken,tkrnnue,0,16.43306679195828
6460,liebesband,unbtdsnea,0,16.147660785251194
24728,redutentanz,schäferkranz,0,4.711304214265612
24727,sich,dhic,0,16.763131035698784
24726,griechen,durchgestricenh,0,10.405864927503798
24725,erklärt,grehäwt,0,17.09576161702474
24724,immer,scemihmr,0,9.986931482950846
6462,nieder,flridee,0,22.485318183898926
24720,thränen,senöcnh,0,18.409497049119736
24718,grün,woinh,0,8.858409881591797
24715,feld,fdel,0,8.257381121317545
24714,sprossen,aufgeschlosesn,0,6.319588555230035
24712,offizier,greernida,0,8.677722718980577
6481,gesträuche,teiech,0,21.779218249850803
24684,leide,scheeid,0,17.012836562262642
6482,sternenzelt,verfällt,0,4.832916657129924
24649,zugenommen,kommen,0,7.771013683742947
24648,bedacht,widerarthbc,0,17.87430371178521
6510,verbotenfragt,unvrtgaze,0,17.306406868828667
6511,glaubenskampf,dapmf,0,10.144348038567436
6512,buchen,besucnhe,0,17.243214395311142
24642,meise,heunenreeis,0,18.22603766123454
24641,gebracht,macth,0,13.465236028035482
24640,pflügen,neiegl,0,16.112114694383408
24639,pleisse,feslies,0,23.299897087944878
6513,zieret,triumfieret,0,8.716394000583225
24637,da,ahn,0,13.189393891228569
6515,beliebig,erbigieg,0,17.54486460155911
24634,entwürfen,bedürefn,0,4.161044677098592
6516,wunden,stunnde,0,17.676593992445206
24631,neue,liebestreue,0,7.5966002146403
6507,weit,huet,0,15.139253616333008
24652,vermischen,erfriscenh,0,20.424639489915634
6503,still,lliw,0,22.434473037719727
6502,geschwind,enrnttin,0,7.993291960822211
6483,natur,urn,0,16.21264139811198
24680,trocken,stocnke,0,19.760862986246746
24679,ergründe,niedf,0,15.860353681776258
24678,einmal,stlar,0,11.039432101779514
24677,verwarf,dafr,0,15.972929318745932
6486,strassen,sfanes,0,22.05100949605306
6487,wind,verrnit,0,13.43290827009413
24736,stärkerschlagen,waneg,0,20.771331151326496
24671,küsse,geeswsi,0,17.99790053897434
6490,feld,welt,0,5.962157726287842
6493,rain,iahn,0,10.208676179250082
6494,versunken,tuerknn,0,17.331490834554035
6496,nicht,nithc,0,20.370660569932724
6498,dort,moretdwo,0,22.54604360792372
24659,kleide,kreide,0,4.474213732613458
6501,diplom,omr,0,18.05949486626519
24670,birget,erertwgü,0,18.276780234442818
24208,laube,uabtse,0,15.437493006388346
24737,jahren,waner,0,12.64237223731147
24742,güte,behtüe,0,15.932221942477756
24809,hertze,schertez,0,19.358432557847763
24807,geschmeide,freude,0,5.739442825317383
24806,mann,danr,0,12.069766256544325
6423,fürsten,dürsnet,0,18.495690239800346
6424,zweigen,winterschweigen,0,5.442418734232585
24802,bringen,rinnge,0,13.85340690612793
6425,hölle,lageretllse,0,12.659437126583523
24800,leid,ndie,0,22.675887531704372
24799,entgiessen,fliesesn,0,11.874821874830458
24798,bleiben,verschreineb,0,17.605858590867783
24797,schlecht,pcseht,0,17.281374083624947
24796,geworden,graugewordne,0,12.937922636667887
24795,blätter,geschtetemr,0,12.180404292212593
6426,girrt,trir,0,10.068251079983181
6427,glanz,schwnza,0,19.74187692006429
6419,bestimmt,immnt,0,20.363305197821724
24792,roth,dto,0,13.858352873060438
24812,enden,newdne,0,12.940866258409288
6418,jahren,eraernfh,0,14.202641805013021
6411,vergnügen,gestieeng,0,11.870910061730278
24830,schein,helfenbnie,0,23.921078152126736
24829,fluhr,thiernautr,0,12.81590943866306
24828,kalt,wadl,0,12.17429584927029
6412,erdröhnen,vernönhes,0,14.779820124308268
6414,verlust,rsbtu,0,24.474235746595596
24824,vergehn,tnhes,0,17.71506224738227
24823,bedeckt,etkecrw,0,18.534374660915798
24822,sein,hneir,0,14.230280346340603
24820,schädelstäte,leichgärehte,0,5.439627647399902
24819,land,drtnas,0,14.23609839545356
24818,gast,lats,0,12.879426532321506
6416,leben,schweebn,0,11.557646115620932
6417,ein,cehisn,0,12.447668446434868
24815,gast,lats,0,12.879426532321506
24813,träumt,sämtu,0,18.186359299553764
24791,erklingen,schwinegn,0,13.853171878390842
6428,rinnen,hinenn,0,6.348039282692803
24788,schlägt,trtäg,0,22.202167722913956
24761,thränen,hneesn,0,13.388903776804606
24759,werden,beschwerdne,0,13.010092576344809
6446,schneiden,leinde,0,14.429679022894966
6447,deckt,ktetcs,0,11.242991712358263
24755,gekommen,genomnme,0,12.763576030731201
6449,hangen,gefangen,0,5.46522765689426
24753,hält,tlfäl,0,8.50059896045261
24752,klagen,fragne,0,15.036005549960667
24751,verliert,etrzi,0,22.951202180650498
24750,zerbricht,hingcrieht,0,12.283202754126656
24749,glömme,schwmmeö,0,16.493400467766655
24747,dich,mihc,0,13.954248110453287
24746,augbrawen,anzushenacw,0,15.411929024590385
6452,pein,nsheci,0,27.70289569430881
6453,gebricht,pcifhlt,0,19.2848785188463
24762,scherzen,herenz,0,18.193998018900555
24763,vorn,rodn,0,18.328917291429306
6444,sind,diwn,0,10.97676912943522
6442,nicht,morgenlicht,0,8.120263894399008
24787,leben,ernbeeg,0,16.756157027350532
6431,vertraute,geisterlauet,0,17.266088591681587
6432,seyn,nei,0,9.816471258799234
24783,hegt,ehgt,0,14.026104715135363
24781,hertz,himmelwetsr,0,23.511752552456326
6434,erkannt,zugewdna,0,17.70607174767388
24779,schatten,matetn,0,10.921705431408352
6456,allein,esny,0,19.265336990356445
6435,bist,sti,0,20.53041394551595
6436,wort,frto,0,27.020492765638565
24774,sehn,edrhn,0,10.41420030593872
6439,kleide,sedie,0,8.759535206688774
24771,prügelei,vorbie,0,21.193457921346027
24770,nicht,geshtcchi,0,17.423398971557617
24769,himel,weltgetüelm,0,11.33397266599867
12906,reihn,rosenrenih,0,16.359907997979057
24777,allein,mägdneile,0,13.058651129404703
6293,ein,wine,0,7.491294278038873
24203,rinnen,gewinnen,0,4.701358636220296
6736,heer,wär,0,6.500530613793267
7054,fallen,alenl,0,13.0104095670912
23616,allein,ein,0,7.143412272135417
23615,überzeugen,schweigne,0,13.211946381462944
23614,blau,hebnauex,0,23.60335530175103
23613,ergetzen,ernsteze,0,12.713703685336643
7059,ehren,mehern,0,6.892487446467082
23607,ruht,ftuhl,0,12.781197865804037
7060,dichten,pflntechi,0,23.792468812730576
7061,lein,syne,0,7.237742794884576
23603,kinde,übeinrwde,0,8.48016749487983
7064,kummersatt,mtat,0,8.443947368197971
7067,general,aluq,0,22.990368313259548
7068,general,qalu,0,18.552315711975098
23594,wolte,sotel,0,11.00571378072103
7072,vaterland,ladn,0,18.396081818474663
7053,begleiten,seietn,0,4.226049052344428
23591,nicht,ptclfhi,0,21.03531625535753
23620,hast,atsl,0,18.768809530470108
23622,ehre,reeel,0,12.381672117445204
7039,aufleynen,beweinen,0,6.445894188351101
23644,eigen,niegen,0,6.845232963562012
23641,gebotte,gotet,0,7.801104492611355
23640,wolkenspalte,kalte,0,6.494855721791585
23639,lauff,affu,0,21.84773317972819
23637,ma,a,0,8.077839348051283
7044,morgen,ronsge,0,20.998817655775284
7046,nieder,fberie,0,12.239188300238716
23632,armenwagen,schragen,0,5.587484253777398
7047,frieden,ungeschieend,0,13.999878883361816
23630,gesäet,gemtäh,0,17.624385197957356
23629,überall,kaisersslaa,0,14.609958701663547
23628,excellenz,parlametns,0,7.232552554872301
23625,fascikelsatt,titelblatt,0,6.100056913163927
23624,bang,trommeaglkln,0,13.920502768622505
7051,breie,hcsuee,0,24.756934271918404
7037,a,ard,0,28.823747846815323
23589,zubekennen,enennn,0,7.614943504333496
23583,gewesen,seeln,0,10.91248279147678
23556,schaden,lebensfaend,0,11.958499802483452
7092,geschöpffe,köpfef,0,8.01097101635403
23552,mohne,oneh,0,17.68212710486518
23550,hügelrund,nudrg,0,20.3995427025689
23549,zweigen,sigeent,0,14.037915547688803
23548,auszustrecken,entedkcen,0,12.49098343319363
23546,gegen,bewögen,0,7.1866691907246905
23545,freudigkeit,ztie,0,19.926242298550076
23544,umgestaltet,alttew,0,12.114433394538032
23543,du,ruh,0,8.217319382561577
23542,zeit,strtei,0,16.5510065290663
7097,her,her,0,0.0
23538,thal,eüarbl,0,13.410526699490017
23537,erbe,sbtere,0,16.94745021396213
7099,erschlagen,taneg,0,18.65499316321479
23558,quell,trautgesell,0,8.711905638376871
7076,schwächtest,wiederbrächtset,0,16.5138455496894
7089,klein,mondenschien,0,16.21651464038425
23561,defehlet,quälte,0,12.487807803683811
7079,bedeuten,uelent,0,17.28688934114244
7080,viel,lwli,0,21.272699250115288
23580,gefährlich,schwelhcri,0,13.82667620976766
7082,brechen,nchree,0,18.498668988545734
23576,vieles,ziesel,0,13.759118292066786
23575,held,flde,0,21.636974228752983
23574,neid,strtei,0,14.750067604912651
23573,klang,easgng,0,22.190465715196396
23572,nicht,brihct,0,19.038079897562664
7084,winden,gründne,0,11.833750512864855
23568,töchterlein,blünmeile,0,11.212033165825737
23567,lauf,uaf,0,8.145089944203695
23565,sein,hereni,0,18.747655126783584
23564,traurigkeit,diel,0,13.55863486395942
23563,wahn,agnteh,0,22.813608169555664
23560,vogelnester,schrtsewe,0,16.573363727993435
7036,war,para,0,9.02190277311537
23651,grüften,lüftne,0,10.663461208343506
23653,thut,guhrte,0,21.68524381849501
6998,einzigwahre,wunderklear,0,15.397474924723307
7002,man,kan,0,6.991327020857069
23721,gesicht,sonnencilht,0,13.230164951748318
23720,sehn,bestehn,0,5.866298357645671
23719,poeten,enrtet,0,21.23342450459798
7003,kan,na,0,11.884195221794975
23716,eingeschlafen,straenf,0,14.363953590393066
23715,drei,fier,0,14.409579383002388
23714,hose,knasterdeso,0,15.337495697869194
23713,lucerna,pincenar,0,5.6067821979522705
23712,haaren,jahern,0,8.122232437133789
7005,streit,itzeh,0,13.264570024278429
23710,schäfer,langeschläfer,0,5.107231272591485
23709,gab,herba,0,8.992823706732857
23708,gedancken,wnckean,0,15.234695010715061
23727,ersticken,dücekrn,0,17.52521514892578
7006,paar,dar,0,5.792877674102783
23729,eil,ielfp,0,13.639401541815865
23734,cha,dar,0,6.434879885779487
23752,rechte,näceht,0,18.79968198140462
23751,erschrickt,versktitcr,0,18.405615912543404
23750,aus,usa,0,19.195780436197918
23749,obrigkeit,sedy,0,22.50111156039768
23748,stärcke,wunderewerkc,0,13.641734970940483
23746,vergnügen,liegen,0,6.292695893181695
6986,nah,da,0,7.071144051021999
23744,schmerzensklängen,gennägse,0,18.745412826538086
23743,seyn,syne,0,0.0
6987,wehlen,zunhelez,0,14.811686727735731
23741,leichen,rhcneie,0,17.104315545823837
6988,wachen,nmcahe,0,13.638620058695475
6989,schein,klein,0,5.17204573419359
6991,schwer,scherw,0,18.51983854505751
6993,hold,gewoltl,0,12.262750625610352
23732,sagen,gegtenra,0,15.314310656653511
23706,güte,sonnengemüeth,0,16.50585757361518
7007,heyl,hertzenlehits,0,17.669714397854275
7008,beklommen,kemnom,0,12.45192739698622
23673,jugendodem,broedm,0,7.405484782324897
23672,gedancken,wnneack,0,20.397701475355362
23671,welt,fällt,0,5.962157726287842
23668,betrübet,lbieet,0,22.47111490037706
23667,wiegen,lienge,0,13.642968283759224
23666,mehr,iherb,0,7.098507510291205
23665,wil,widelpirse,0,13.95813602871365
23664,ach,cash,0,15.232027053833008
7026,agent,geketnn,0,8.701273971133762
23661,brüder,wiered,0,18.830267588297527
7028,singen,antwortbrinneg,0,12.4484560224745
7029,lieblingsschaar,rda,0,6.167447090148926
23657,begonnen,beernonn,0,7.383490986294216
23656,backen,aussaekcn,0,17.11127609676785
7031,rollt,sotll,0,11.006853209601509
7023,forst,hosrt,0,25.016731050279404
7022,lan,mann,0,7.047488901350233
7020,weise,speies,0,16.01787567138672
23680,erquickt,flitkc,0,15.438348134358725
23703,kraft,leidentfashc,0,10.120198726654053
7009,bereits,ruztce,0,15.357800642649332
23701,blumengarten,rwneta,0,19.57316780090332
7010,began,adelstan,0,7.521414544847277
23699,knabenkehle,selee,0,10.48308022816976
23697,reigen,verschweinge,0,12.896250036027697
23696,arm,erbamr,0,11.884873496161568
23532,mich,cmhi,0,18.95327917734782
23695,letzen,setzne,0,10.245759699079725
23693,nahe,geschaeh,0,21.258841196695965
23692,verführt,sürnthc,0,20.451207372877334
23691,bahre,reaalt,0,13.5401029586792
23688,wunderbar,arhj,0,14.860080401102701
23686,zeit,unteriscedh,0,11.708533710903591
23685,gefahren,benehawr,0,12.295312404632568
23682,seyn,npei,0,15.107993655734592
23694,gehetzt,etjtz,0,14.026235421498617
6984,juan,knna,0,14.883659680684408
23530,schar,wra,0,11.097217241923014
23527,wildesraub,baul,0,12.932340621948242
23396,keucht,streicth,0,20.426604376898872
7180,seidenfahne,lebenhneksa,0,14.719824367099339
7181,schweigen,zignee,0,13.876997735765245
7182,entzwey,reih,0,6.380754682752821
23392,vorüber,heübnri,0,19.480422867669
7183,nicht,zuversicht,0,8.13532829284668
23389,west,otternnset,0,18.05987623002794
7185,nider,wider,0,7.150243229336208
23387,verblendt,abgtweden,0,15.21238538953993
23385,paradieseswelt,paradieseswtel,0,6.9772844314575195
7188,namen,mkane,0,11.487001525031197
23382,wall,lal,0,7.511662907070583
23381,gefahren,bewahnre,0,10.808114157782661
7189,begleiten,breient,0,14.368839475843641
7190,kokette,betet,0,8.714996072981092
23399,presse,inquisitenblässe,0,5.8408875995212135
7192,hundesstern,fern,0,7.6758862601386175
23400,gesicht,nicth,0,24.472739537556965
23402,huldigungen,gerunneg,0,13.088975058661568
23424,tugendbild,verhültl,0,9.397279898325602
23422,ehren,schäfernöcrhe,0,11.055536217159695
23420,a,ma,0,8.077839348051283
7167,herüberwinken,blinnke,0,20.03223493364122
23416,quell,trautgeslle,0,13.589905738830566
7170,tagen,getrange,0,10.796843263838026
23414,fort,dtro,0,25.4657588534885
23413,graugeworden,gewornde,0,14.639122327168783
7171,wohlbekandt,pegnizdrtna,0,14.161617914835611
23409,seele,ehlke,0,10.025950696733263
7174,wind,dkin,0,7.583055549197727
23406,geboth,nhot,0,8.549709690941704
7176,natur,urn,0,16.21264139811198
23404,lachen,wacehn,0,15.589451577928331
7177,ist,tis,0,8.8783327738444
23401,welt,feld,0,5.962157726287842
23425,sieglinde,hofgesidne,0,9.032852914598253
7193,wil,zlie,0,15.280382792154947
23374,dran,namn,0,7.724756558736165
23346,sprechen,lanzenbrechen,0,5.376004325018989
23345,geweyht,redlichktei,0,7.150899675157335
23344,grausen,sausne,0,12.476538287268745
23343,schwingen,bnering,0,12.79525735643175
7210,besser,eemrss,0,21.840297487046982
7211,august,lust,0,8.163543383280436
23340,zeiten,eingewentieh,0,23.978077358669704
7212,behagen,sngea,0,15.150817765129936
7215,kräfte,säfet,0,10.437110318077934
23335,schalle,sclahel,0,8.73074303732978
7216,füllt,blid,0,15.043812221950954
23333,führn,vernleir,0,15.471525298224556
23331,belaubte,haupte,0,5.92175719473097
23330,bereitet,gleiett,0,8.461067040761312
23328,treuvermeyntefreundes,fndeeis,0,7.31616030799018
7209,begossen,unverdrosens,0,10.01980447769165
23375,osten,verrnetos,0,22.009206347995335
23348,sagen,rgneta,0,15.768167707655165
7205,genuzt,gepztu,0,23.63076951768663
23373,verkehrt,enterht,0,11.714129236009386
7194,rücken,entzekcnü,0,15.311647203233507
7195,lobst,tostb,0,23.917444652981228
23370,kammer,jammre,0,11.386312590705025
23369,tragen,gnapel,0,14.88286304473877
7197,offte,toefhf,0,16.150375684102375
23366,erhellet,versetlelt,0,7.664235803816053
23365,brillen,antilenl,0,12.315882258945042
7198,geberde,eder,0,12.748394065433079
23361,bekränzet,gtznelä,0,16.104672855801052
23360,grund,kndu,0,19.947219212849934
7203,stamme,flaemm,0,13.967959192064074
7204,gaben,benaergb,0,21.649234665764702
23355,klingt,erzwingt,0,8.603905465867784
23354,geschwätze,geseetz,0,24.61640803019206
23351,stündlich,unempfindlcih,0,18.698070420159233
7164,tolt,ttlo,0,17.338671843210857
7162,armen,erenmabr,0,12.183717833624947
23429,willen,erüfllen,0,5.170584599177043
23495,tod,nhto,0,12.23932679494222
23493,vergeut,lutef,0,12.733135011461046
7125,süsse,eüssm,0,14.702545907762316
23491,feuer,teseur,0,7.548124260372585
7126,ohr,rhorve,0,14.046212991078695
7127,berühren,verlienre,0,13.334327167934841
23488,angebunden,funned,0,19.259849654303657
23487,nicht,thilc,0,15.333311292860243
7129,zuliegen,verggnnüe,0,13.4016416337755
23484,ernährt,liebenrswteh,0,19.612805154588486
23483,stundenlang,gelgan,0,9.768603377872044
7130,betrachtung,verachtnug,0,15.954965379503038
23481,vergessen,besnssee,0,14.746910783979628
23480,heer,mere,0,7.872974660661486
23479,ferne,leren,0,12.037553734249538
7123,riesensohn,flohn,0,5.857723739412096
7131,lalln,falnl,0,12.364735126495361
23500,abendscheine,alleein,0,12.65566243065728
23504,braut,uatl,0,20.202669779459637
7105,nicht,hltic,0,18.494084305233425
23525,bleiben,treiben,0,5.298418256971571
7108,liebe,trieeb,0,10.534652603997124
7110,ring,ggni,0,21.476497862074112
23519,rose,roes,0,20.439620865715874
23518,entfliehn,inh,0,11.914848486582438
23517,balsamtropfen,herzensknflpoe,0,12.608720885382759
23516,wahrheitsender,segensndeerp,0,18.511272536383736
23515,centnerlast,centnerlast,0,0.0
23513,fern,hnerr,0,11.197529051038954
23512,glieder,dernie,0,16.497932540045845
23509,geschichte,ncheit,0,16.331021944681805
7114,wahl,ehalmg,0,25.1368654039171
23506,witz,stiz,0,8.057985597186619
7116,wesen,genesen,0,4.356867816713121
7117,schicht,gsichthc,0,17.522809982299805
23477,sonnenstrahl,tlha,0,11.74090666241116
23476,art,schwrta,0,8.78197611702813
7132,kennt,enrbnt,0,20.947543885972763
23448,erblicket,erqcekvit,0,7.593243016137017
7148,sonntagsruh,rendezvosu,0,12.957134829627144
23446,zerstoben,rodbne,0,18.29579046037462
7149,beten,retten,0,5.35891154077318
23444,lieben,gebleneib,0,17.76962375640869
7150,jahre,ahear,0,11.062462329864502
7153,meyne,deein,0,15.14453517066108
7155,gethan,kan,0,5.60478859477573
7156,spartawar,aufgebundnemhaar,0,7.250208271874322
7157,zurücke,sonnenbcikel,0,7.213536262512207
7158,streiterbahn,na,0,11.21709813012017
23434,felsenhart,erratrst,0,23.00059488084581
23432,verschieben,schrienbe,0,14.83344554901123
7160,weite,setietr,0,9.524925496843126
7161,geschehn,snhe,0,17.487621731228298
7147,nachzulallen,erschallne,0,10.697838094499376
23450,lieder,geiefedr,0,7.543744775984022
7146,karten,ewnrat,0,22.29680103725857
7144,name,argem,0,14.55890899234348
23474,reihn,fien,0,5.161255651050144
7133,angesicht,inhtc,0,14.207386864556206
7137,bürgersleute,heteu,0,15.148520999484592
23468,werden,deern,0,9.16276044315762
7138,dich,imhc,0,14.916104634602865
