,word1,word2,rhyme,distance
167,glücke,zurükce,0,20.905231210920547
168,heute,erneuet,0,13.918378194173178
173,frommen,eingenomenm,0,8.696077717675102
174,zeiten,nstaie,0,24.11570718553331
177,geschwind,sind,0,8.375192112392849
178,zeit,leid,0,7.619941234588623
182,gebricht,spricht,0,4.696093612247044
185,ziehen,flheeni,0,16.554133733113606
186,erstaunen,faunen,0,4.862680938508776
187,tagen,errntgae,0,22.212115393744575
194,macht,nahct,0,26.410565270317925
196,erden,weednr,0,16.21130058500502
197,gestell,spielgeslle,0,12.825578265719944
199,stechen,brecenh,0,17.393684175279404
203,sinn,nbi,0,24.840853373209637
204,werde,eder,0,12.720322926839193
205,linde,winde,0,5.484746191236708
206,victoria,viciaotr,0,9.562823878394234
207,liebe,triebe,0,5.336228635576036
208,canaan,angetnah,0,14.979568428463406
211,zu,hut,0,13.927162011464437
213,beglänzen,bekänrnez,0,22.083844820658367
214,allhier,ezir,0,7.1299070782131615
215,nass,rags,0,9.797870053185356
216,verwahrt,tra,0,20.60096613566081
219,gläube,blebei,0,15.776194784376356
222,zurücke,tükce,0,19.67829089694553
225,wiegen,nileeg,0,16.740461561414932
228,nicht,gercthib,0,20.193046040005154
230,hirt,wird,0,6.481167369418674
231,könnt,nentn,0,10.344829082489014
233,satt,attst,0,20.11760361989339
236,thätigkeit,ezit,0,18.808562013838028
238,sohn,scnoh,0,17.25059986114502
239,nachtigallen,schalenl,0,7.144407325320774
240,rost,mustot,0,21.530277570088703
245,noth,ottd,0,23.274369345770943
246,gaben,begraneb,0,18.802935070461697
251,gehen,nhtsee,0,18.551204999287922
258,nicht,nhict,0,13.301479604509142
259,schön,ngeh,0,19.400009791056316
260,hinnen,abgewnnnie,0,16.06828859117296
262,macht,lacht,0,6.3612105051676435
264,stunden,empfunden,0,3.753430141343011
265,memme,stemem,0,9.683206876118978
268,krügen,gzeün,0,16.540418942769367
271,gelegt,etebwg,0,12.28424866994222
273,mir,rid,0,18.25733820597331
274,schlicht,gdtcehi,0,22.53675291273329
276,hertz,himmelwestr,0,23.162648306952583
278,lipppensafft,gesthcffa,0,13.026683277553982
280,liebe,ebiel,0,9.357118182712131
281,lande,dsena,0,14.02692010667589
283,reichen,glhcneei,0,24.195632722642685
284,gesagt,gawt,0,10.555560535854763
287,gesind,kdni,0,17.615378273857964
289,gezwungen,migenugeln,0,11.123561170366076
292,entbrannt,vaterlnad,0,13.04854483074612
294,gleicht,schleihct,0,21.015504519144695
296,bewohne,hosne,0,8.131281799740261
297,schmertze,reetzh,0,16.905423376295303
302,kranken,gekenadn,0,17.337290551927353
305,leer,mher,0,8.106083128187391
307,kind,gesitnn,0,10.135269429948595
314,siegen,unteriegenl,0,8.824219438764784
320,journal,einalm,0,11.5644744237264
321,wort,tor,0,12.68171379301283
322,erlesen,gewenes,0,19.125909487406414
323,stehn,hnge,0,18.126130527920193
326,andern,wdanner,0,11.575798564487034
328,rein,nine,0,6.078736941019694
330,geflossen,verschlnesos,0,20.40059100257026
331,rund,zuckermndu,0,15.425567944844564
332,wagen,zenganre,0,15.642945713467068
333,liebe,eiebl,0,8.856906678941515
335,unwandelbare,einzihregwa,0,12.361217498779297
336,fort,otrw,0,24.6722469329834
337,güte,gemüteh,0,14.244077576531303
339,weihrauchschwehlen,elehnk,0,20.654721366034615
342,ohngefehr,hre,0,12.392901950412327
344,hin,inb,0,16.999577310350205
347,beschämen,nehemn,0,8.710369533962673
350,pfeilen,inelet,0,10.515032662285698
351,durchflossen,aufgeschonsles,0,21.768839518229168
352,spitzen,isznte,0,17.706317477756077
353,stande,snecdha,0,16.192865265740288
356,lacht,hlact,0,10.705930497911242
359,kommen,gennoemm,0,10.448332786560059
361,hin,sinn,0,5.813417885038588
363,füssen,eiwsns,0,21.992056634691025
365,vermischen,erfrhiensc,0,18.453925980461968
367,augen,laugen,0,4.780773931079441
369,leben,haderslenbe,0,13.921936141120064
370,tragen,entsaegn,0,9.064924981858995
372,arm,emrarb,0,10.414620770348442
373,einsamkeit,jedrzeiet,0,9.530258231692844
376,entlang,agsgen,0,16.239107343885635
379,gnadenreich,glecih,0,19.48771243625217
380,freind,fedni,0,15.37368647257487
381,kinderspiel,ivuzel,0,12.996267000834147
382,jahren,wanre,0,10.142128308614096
384,gleichen,schlecihne,0,16.221385849846733
391,dienen,rnünge,0,23.045517179701065
393,bestrickt,erkbictl,0,13.614133728875053
395,willen,amarylenl,0,8.127105871836344
396,zier,mri,0,26.501177469889324
399,her,her,0,0.0
400,westen,esnvte,0,19.98888937632243
401,anzuschauen,anue,0,12.266773435804579
403,nationen,beowehnn,0,9.425896591610378
405,erstiegen,besieegn,0,12.130708694458008
412,kind,dwin,0,10.360585530598959
414,vogelin,inadh,0,18.240375412835014
417,bäumen,träuenm,0,7.4329310523139105
418,braut,angetrtau,0,11.729652669694689
419,weiber,schrerieb,0,21.82219123840332
423,herrligkeit,zuibeetr,0,12.018543402353922
425,geeint,nachgniweet,0,14.024706257714165
428,glut,thtu,0,16.123848491244846
435,braut,vertrtau,0,12.13888136545817
436,kam,namh,0,10.617015467749702
437,aus,hsau,0,16.426755375332302
439,ein,snie,0,17.36045699649387
440,mänade,bead,0,21.62959204779731
441,gethan,ganal,0,9.31583939658271
444,buch,tuch,0,5.520912541283502
448,haus,hinsua,0,18.09895928700765
450,reise,wasie,0,16.297820832994248
451,ziert,tfrüh,0,18.032712406582302
453,angesehen,ehnest,0,18.46740796830919
455,allein,nsye,0,20.01238356696235
459,wort,orht,0,25.196451822916668
460,weiten,gnieelt,0,19.494541274176704
461,schwebet,beetble,0,10.181208822462294
463,zähren,gebärne,0,12.718534999423557
464,tantz,glatnz,0,18.163602511088055
467,gerathen,wundhetrta,0,16.319120830959744
468,bespritzt,aufgeriztt,0,9.756122642093235
469,tanz,knraz,0,10.98257679409451
470,gleich,zweig,0,8.48773913913303
472,zuverstehen,ehnets,0,14.08172639211019
473,wald,blad,0,10.125001377529568
476,schreiten,vorübergleient,0,14.591313150193956
477,verlassen,erblassne,0,10.519065512551201
480,schlösser,gsrseör,0,11.332526630825466
483,bringe,inged,0,7.462911076015896
484,nur,todrentuh,0,20.61580975850423
487,hertze,kerzet,0,5.514352798461914
488,feuer,freyre,0,8.06987820731269
490,lacht,nahct,0,25.263169394599068
491,creatur,natru,0,16.878547138637966
493,sin,danhi,0,21.712916904025608
499,seide,sterbekledei,0,14.253789583841959
503,mir,hir,0,10.447660658094618
505,eisen,preneis,0,20.881374253167046
507,brach,sprcah,0,10.309079117245144
510,sternen,bernsteinkerenn,0,6.4075583351982965
512,gossen,aufgescesonhs,0,16.218540403578018
513,erden,ewedrn,0,10.090176211463081
514,welt,fedl,0,10.76950322257148
515,bedacht,geatbrch,0,15.389226701524523
516,streichen,entwicheen,0,10.253725210825602
517,leben,egnbe,0,15.605713314480251
518,hände,deen,0,16.206373002794052
519,hatten,überscetnhat,0,19.935846116807724
520,lust,bruts,0,16.136901537577312
521,erkracht,beygerbhact,0,11.703374809688992
524,erben,ernweb,0,18.181207338968914
525,heerd,begerht,0,19.56680573357476
529,qual,jammtahelr,0,14.498132175869411
534,hügel,sepilge,0,9.7804594039917
537,brauch,ugcha,0,15.543578995598686
539,erben,nrbäfe,0,21.819478776719833
540,hinzugehn,nrhees,0,14.602578322092691
541,demuth,whmuthe,0,21.261736975775825
545,seyn,snye,0,21.453687879774307
547,reihn,töchterline,0,7.852066940731472
549,hut,bltu,0,14.807716793484158
552,saal,spilat,0,10.31575091679891
553,rohr,emrpo,0,18.650682131449383
554,bekleibt,äugltb,0,21.230246437920464
559,solte,ethlo,0,18.96546787685818
561,allein,syne,0,7.074572987026638
563,verfluchten,juchten,0,4.554597854614258
570,gefahr,jhar,0,7.606927712758382
572,nicht,gehbtrci,0,19.404223654005264
573,glücke,shcecik,0,15.47007507748074
579,herdes,pferdes,0,5.02545960744222
581,verletzen,scäheztn,0,14.553669187757704
582,hum,hemur,0,10.639124075571695
583,freun,wine,0,8.519480175442165
585,bücher,tücher,0,4.73495086034139
586,wieder,edelir,0,9.433238665262857
587,nicht,nitch,0,11.938360002305773
592,nicht,nicht,0,0.0
596,glauben,erlauebn,0,14.792414559258354
598,bescheret,vertreewh,0,14.943576282925076
602,dieb,iebl,0,20.4566839006212
606,nacht,caprth,0,22.09370454152425
608,fakel,orklea,0,14.93985218471951
609,stumm,armuw,0,17.700310495164658
610,do,soch,0,21.87588342030843
612,küsst,sti,0,23.47377798292372
617,finden,verschnedwin,0,14.485473844740126
619,kan,getanh,0,19.262015130784775
621,gethan,nak,0,13.785511864556206
623,schwestern,ehegestenr,0,14.980802747938368
624,mitternacht,scahclth,0,14.397973590426975
626,getroffen,nhoffe,0,9.266528341505262
627,schöne,nbee,0,21.19070879618327
628,kron,thrno,0,13.490351465013292
629,unentschieden,friened,0,19.766187349955242
631,paaren,ersparen,0,4.70641369289822
633,fragen,saeng,0,11.820121076371935
634,westen,etgäsn,0,7.146211624145508
637,hier,rhi,0,22.021824730767143
638,entsagen,klagen,0,4.725490623050266
641,thron,nsho,0,17.870016521877712
646,hieher,wrä,0,17.745399898952908
649,grund,nmdu,0,20.451747470431858
650,neuerwacht,nathc,0,23.862706502278645
652,nacht,prahtc,0,24.556928210788303
654,gethan,ankn,0,19.102900822957356
655,flimmer,scmehimr,0,9.27013635635376
656,licht,gesihtc,0,13.213119718763563
658,locken,erschrocenk,0,16.957710848914253
659,nicht,nihtc,0,19.519323454962837
660,scheitel,eitle,0,9.748514546288384
661,solt,wtol,0,15.27574904759725
663,gefiel,iln,0,11.005492740207249
665,nicht,wicht,0,6.339661333296034
666,sein,liebpeneis,0,13.05435201856825
667,mordgesellen,efläln,0,7.913349469502767
669,blatt,kummtsreta,0,11.4865845574273
670,vergangen,verlanneg,0,12.004658434126112
673,hand,sndat,0,10.26781792110867
674,strahlen,riesengräbelnmrae,0,15.138284895155165
675,verkennet,geetennn,0,11.689381546444363
677,kriegt,liteg,0,15.162266201443142
683,gegeben,leebn,0,7.063674555884467
684,streifen,schwfneei,0,23.850725173950195
688,geschicke,zuercük,0,18.876773622300888
689,wege,mgeö,0,17.065714624192978
690,ziel,vlei,0,16.04181671142578
695,stehen,untergehne,0,12.328634897867838
696,wiederfahren,offenbahern,0,5.962932348251343
698,welt,egld,0,14.577001889546713
700,wafen,sclfeanh,0,12.728799819946289
701,seligmacher,wiedersacreh,0,15.475156466166178
704,thal,leürab,0,15.294015990363228
705,brennen,nneenn,0,9.770338217417398
707,ging,dnig,0,12.308708296881782
708,sacht,gemahtc,0,25.483491897583008
710,droht,odt,0,7.79777733484904
716,schämen,ehennm,0,10.578581704033745
717,gemüthe,lbeüt,0,15.142784224616157
719,sterben,vernerebd,0,17.524478806389702
726,gebeten,antreent,0,17.690714412265354
728,raum,truma,0,16.39425606197781
730,vergangen,egwnan,0,11.23090394337972
731,aussenschein,schrnei,0,8.83172082901001
732,scheiden,fnreude,0,16.119617886013454
734,sich,mihc,0,11.367442978752983
737,dank,krtan,0,13.020473268296984
739,gläntzt,bekrättzn,0,17.884601910909016
740,schachte,tcmhae,0,20.420437071058487
741,vergünnen,iensnn,0,7.17899653646681
745,trümmerreste,tesfe,0,8.740790473090279
748,schlagen,tange,0,12.947934945424398
752,hold,godl,0,12.893225193023682
754,mich,chdi,0,23.009831110636394
755,kleine,mondenscnieeh,0,16.015970865885418
758,nacht,erwacht,0,6.267611927456326
761,grabe,eabh,0,14.352790461646187
762,erwekken,erschekrnek,0,17.932891103956436
764,gestolen,einzhenolu,0,11.924217965867784
765,lieben,üebn,0,13.284430079989964
769,morden,mongolenhorned,0,13.41241020626492
772,rachewut,blut,0,7.992095152537028
776,wetter,btärlet,0,19.06657536824544
777,sehe,gewehe,0,4.828679217232598
778,gewinnen,einnns,0,19.311876402960884
780,leiden,kundschafftmeiend,0,11.522248691982693
782,verschaffen,fenaf,0,19.259540451897514
783,stehn,hgen,0,7.807736237843831
786,sterben,ebnre,0,17.59115770128038
788,stumm,hemru,0,18.050608740912544
790,herz,schzre,0,22.3455384572347
791,gespendet,vollenedt,0,9.473300562964546
792,hirne,gestinre,0,9.505138026343452
793,libethrinnen,kastaennlni,0,16.2037746641371
794,ehren,bethöner,0,12.924202071295845
795,blüthen,glühtne,0,11.25819820827908
797,sprüche,ebührc,0,18.173915651109482
799,nachgetrachtet,gectaeht,0,14.997527970208061
805,ringer,fgneir,0,10.117111259036594
809,kranken,nneawk,0,14.778395546807182
810,schicke,gelüekc,0,18.424845483567978
812,nicht,angesitch,0,13.707193480597603
813,mund,veurwtnd,0,21.952326244778103
817,scheiden,kleined,0,18.159770223829483
820,glatt,matt,0,8.04271035724216
821,auf,lebensluaf,0,9.056691805521647
822,fluth,ltbu,0,17.346085866292317
823,schuldigkeit,ztei,0,9.586756070454916
826,todesbeben,ubenwem,0,8.705411593119303
828,verhüllet,angeütflel,0,9.935020764668783
829,an,zhan,0,7.861494223276774
833,dir,irm,0,14.900754398769802
836,schäumen,auszunräemu,0,12.164106263054741
840,sehen,auffgeehn,0,9.404372639126247
841,seyn,dine,0,15.227997991773817
848,lüstern,verdtüsenr,0,12.386506080627441
849,reiset,hochgepeitsre,0,16.823532316419815
851,band,nadh,0,17.33038796318902
852,blätter,schlachtendonnerwettre,0,11.755708005693224
854,schlangenschwäntze,butterktznäer,0,12.786547554863823
858,gespannt,danh,0,13.220774173736572
859,auch,manchemsrtuahc,0,15.733670976426867
861,herlichkeit,lebenszeit,0,5.76296673880683
862,schaar,gefrha,0,9.564658270941841
864,roth,lebenotbdsr,0,26.2877131568061
865,hin,bni,0,19.244343545701767
878,unverstört,grhöte,0,24.889909956190323
879,verzogen,enogb,0,17.770298216078018
881,erbauen,vereatnur,0,11.48995468351576
882,wil,piesl,0,10.242346975538466
885,armen,erbarnem,0,8.750752766927084
889,lachen,macenh,0,19.44083372751872
890,trägst,sgtle,0,22.61706362830268
891,myrthenbüschen,erwsiecnh,0,21.236445956759983
892,blind,dkni,0,22.68120288848877
893,wille,stilel,0,9.526714271969265
894,belieben,betrüben,0,5.157087617450291
895,ein,seelpienen,0,10.41507445441352
897,freind,fdeni,0,17.888994216918945
898,schaffen,entrafnfe,0,11.139588885837131
900,zahl,lkpao,0,15.543204837375217
901,häuft,täflu,0,24.478089332580566
904,zeit,seelgiktie,0,21.71245839860704
905,tanz,nakrz,0,18.157864782545303
906,thut,utg,0,19.6797300974528
907,gemeinsam,mniaes,0,19.78002463446723
910,geschlechter,seinethecötr,0,8.331780539618599
913,krippen,eippln,0,13.985111554463705
914,sein,hintedernir,0,18.820926454332138
915,gemüthe,egtü,0,13.533337593078613
918,besteht,thge,0,11.88625102572971
921,beute,leute,0,6.165086269378662
922,weggerafft,kraftf,0,9.162789715660942
924,thron,hons,0,15.964247173733181
927,allein,güldkeelnitt,0,15.333348168267143
931,gestalten,waletn,0,11.939571751488579
933,weit,sedy,0,22.093546443515354
935,treue,reue,0,5.582867198520237
937,siegesbinden,überenniwd,0,21.170503192477756
938,bang,fang,0,7.395020008087158
939,lieben,fürgescherbeni,0,15.042427592807346
942,zeugen,palmenzweiegn,0,5.514011012183295
944,da,aj,0,19.393410046895344
945,sehn,gesnhhec,0,13.675647523668077
947,tasso,semsaolis,0,24.842041227552627
949,auf,faurad,0,16.571535216437447
950,ternate,geraeth,0,17.52761459350586
951,ertragen,lebentnaesg,0,21.04212294684516
952,wild,frauenbldi,0,14.833606931898329
955,brunst,unsgt,0,25.25527572631836
956,dir,rmi,0,27.799992031521267
958,sache,raceh,0,20.160099771287705
961,moment,tnbenr,0,18.68184831407335
962,sticht,lihtfc,0,19.21363703409831
966,weinen,erscnenhie,0,18.951239267985027
968,dir,thrie,0,9.134252654181587
970,todt,noth,0,8.681613021426731
971,frühe,ühem,0,11.565959294637045
972,verehrn,wehern,0,5.469593895806207
973,eilen,verweinle,0,10.828058136834038
976,entzünden,finnde,0,17.69484281539917
981,hin,ihn,0,7.590020100275676
982,schönen,gewöhenn,0,6.66648726993137
983,seyn,eni,0,18.63841936323378
984,vaterland,entbrannt,0,7.419787142011854
988,stecken,strecnek,0,16.678973091973198
997,hertz,scthremz,0,17.87107361687554
999,nächte,verötcmeh,0,19.062728034125435
1003,meynt,feidn,0,19.480322731865776
1005,haus,heraus,0,5.688926537831624
1008,gehe,gechsehe,0,6.495901849534777
1009,quellen,schleewln,0,7.726208845774333
1015,geschwächt,hetcnk,0,20.363905800713432
1019,bunde,studen,0,17.125433497958714
1020,rein,nei,0,9.406092590755886
1021,wangen,abgegangne,0,13.547690603468153
1024,glühn,khün,0,6.723318046993679
1025,offenbart,draw,0,14.681789504157173
1029,reicht,schelhtci,0,19.50722387101915
1033,hundeblume,wehtume,0,5.314507590399848
1035,chranke,akne,0,11.166248798370361
1037,begangen,nachgehganne,0,9.381501091851128
1039,spiegel,speigel,0,6.548927280637953
1041,regnet,begegnte,0,13.521947277916802
1047,kind,geschwnid,0,14.665547741783989
1049,laufen,ritterneaufh,0,18.658930672539604
1051,ein,snye,0,17.80354510413276
1052,phrase,nesa,0,11.092787901560465
1054,rest,vermählungfsets,0,12.61109341515435
1055,lehren,eznrhe,0,9.300516340467665
1056,meinen,dnniee,0,22.069545321994358
1058,zweigen,schweiegn,0,6.248595317204793
1060,licht,ghsietc,0,16.64848868052165
1063,kennt,nentn,0,9.687561141120064
1064,dir,riw,0,19.31968371073405
1065,myrtenkron,ntrho,0,10.414990637037489
1066,sterben,verfärbne,0,19.5574246512519
1070,bibo,praeboi,0,19.085907194349502
1073,seyn,edrni,0,15.316105630662706
1077,spricht,brihtc,0,20.35162427690294
1078,klage,teag,0,13.501039293077257
1082,ort,rtdo,0,25.642994350857204
1083,gejagt,vgerzta,0,13.082866774664986
1085,verderben,bewerebn,0,7.627909183502197
1088,sprühten,glühtne,0,11.067284954918755
1089,mann,akn,0,12.609950012630886
1090,mund,hertzennrgdus,0,15.785701115926107
1092,begleitt,zeitlichkiet,0,12.690921783447266
1094,gewachet,geeathcm,0,15.46754460864597
1095,kleinode,tdoe,0,16.51556460062663
1096,strahl,htal,0,6.467493851979573
1097,gehn,sehn,0,5.116425434748332
1100,sibylle,füell,0,11.36876138051351
1103,ankam,anm,0,11.823605378468832
1104,gabe,hbea,0,15.749717182583279
1105,stünde,südne,0,6.951849169201321
1107,gecken,schmecnke,0,16.67709954579671
1108,nackten,packten,0,5.236518224080403
1109,hinwieder,nieder,0,8.209860218895805
1110,dergleichen,entweicneh,0,17.775525516933865
1111,nieder,lieder,0,5.671851449542576
1114,walten,alten,0,4.9196750322977705
1115,band,vedwartn,0,11.827679634094238
1118,erqvickt,erstictk,0,20.611408869425457
1122,erfrorn,schwoenr,0,14.91843393113878
1124,laut,vetatrru,0,14.432228512234158
1126,kampfmandat,seatn,0,21.769628206888836
1129,auch,cuha,0,17.777496549818252
1131,bäume,träemu,0,16.10201104482015
1133,barmherzigkeit,schryte,0,12.597518073187935
1136,entriffen,wissne,0,15.941417482164171
1137,kind,ndis,0,20.189099735683865
1138,knecht,geschlecht,0,6.161055035061306
1142,gefallen,allne,0,9.387288252512613
1146,gewässer,bessre,0,11.88527806599935
1149,tage,plgae,0,12.072299692365858
1150,erden,werdne,0,15.437167644500732
1154,regen,gnsee,0,17.149536238776314
1155,kommen,eingennmmoe,0,13.096301502651638
1158,erhoben,oneb,0,18.673887464735245
1159,verklagen,schlange,0,11.772818724314371
1163,willkommen,genenmmo,0,16.516631338331436
1169,fraue,uae,0,25.579444249471027
1170,mich,cshi,0,18.820360289679634
1172,leben,ebneb,0,17.570351070827908
1173,mitternacht,mittetchnra,0,11.814585155910915
1174,dienet,schienet,0,5.908043914371067
1176,herein,eysn,0,16.007165643903946
1178,mondenlicht,britch,0,14.748127089606392
1179,grillen,snltlie,0,13.389554023742676
1182,landen,neadnb,0,17.857349925571018
1184,sehnen,böenneh,0,18.3676143222385
1186,weise,resie,0,16.54644473393758
1188,hauptgerüchte,lebensfchetür,0,11.115757624308268
1189,hochzeitfest,gäts,0,11.240584267510307
1190,an,nak,0,13.602941195170084
1192,räume,bäuem,0,13.020400047302246
1193,freund,fenid,0,16.903258111741806
1194,quell,hlle,0,19.694764031304253
1195,ungewissen,kisnse,0,16.498513221740723
1196,meide,freude,0,6.628328906165229
1198,zerflossen,gescoenshs,0,21.34232563442654
1199,reigen,schinweeg,0,18.008387035793728
1200,zerrissen,küssne,0,11.511998017628988
1202,zypripor,rrdvoa,0,12.851455052693685
1203,sein,meni,0,18.175746705796982
1206,stand,vatradenl,0,13.436708609263102
1207,zelt,hltä,0,12.581864992777506
1208,genant,erkant,0,7.803874863518609
1210,schaut,brtua,0,17.37715784708659
1211,beblümen,neümhr,0,16.584822442796494
1212,triumph,spmutfr,0,19.479173342386883
1213,traum,bamu,0,9.558251539866129
1215,augenglantz,zngat,0,12.276353942023384
1216,steine,beienwe,0,10.086141215430366
1220,ministerio,jubilo,0,7.47429100672404
1221,ihn,nhielf,0,16.971355968051487
1227,portal,pieatldse,0,17.285863664415146
1228,nichtverderben,snebrte,0,19.711658477783203
1230,götterkind,rintn,0,12.049046039581299
1232,angelachet,geaehcmt,0,14.742164187961155
1236,erquikken,bklnkei,0,20.827328364054363
1238,blühen,entflieenh,0,16.608701176113552
1239,gefunden,vernednbu,0,13.632069375779894
1242,nachte,dacteh,0,15.320863087972006
1243,stücke,aeünkcr,0,14.14413727654351
1245,werden,beschrewned,0,16.38817760679457
1247,mund,kdun,0,11.563009791904026
1250,entsagen,waneg,0,19.46333662668864
1252,aue,euarg,0,18.345297283596462
1253,fahn,pusiakn,0,13.49879789352417
1254,verspricht,pflitch,0,12.529339684380425
1255,mir,rid,0,18.25733820597331
1256,ziehn,ihlefn,0,10.350856648551094
1260,siegesruhm,eigenthum,0,6.389431317647298
1261,hummelbrummer,rkeumm,0,12.361730310651991
1262,gegenliebe,blibee,0,11.758352544572618
1264,ausgebraucht,ausgeraucth,0,11.468818770514595
1266,wagen,tragen,0,4.384167008929783
1270,umschlungen,geenngru,0,15.849035580952963
1272,liebkosen,ronse,0,14.264904234144423
1273,thier,gewihre,0,9.067633628845215
1277,ereilen,menlei,0,15.565858946906197
1278,ruht,btlu,0,14.20274723900689
1281,aufgethan,an,0,8.529921531677246
1282,jedermann,tegnha,0,13.951895078023275
1284,leib,weib,0,5.957111199696858
1288,seyn,nei,0,9.816471258799234
1289,geweih,biel,0,15.927266968621147
1291,blanken,gedankne,0,13.079765319824219
1292,macht,brhtac,0,22.02064938015408
1293,liebe,bieleb,0,15.77561871210734
1294,schwelle,heell,0,10.025229454040527
1295,vertraute,kateu,0,12.119671079847548
1296,begehrt,gewätr,0,14.071783701578775
1299,verführet,rühetr,0,17.79852803548177
1302,wandeln,hlnedan,0,10.653167989518908
1303,rast,tash,0,12.31059741973877
1304,port,towr,0,10.96715455585056
1305,wein,refnu,0,16.53994411892361
1306,dich,chmi,0,22.96288087632921
1309,hätte,kteet,0,20.298696094089085
1313,dir,mir,0,8.50146492322286
1314,juliane,plane,0,5.091921700371636
1319,kan,na,0,11.884195221794975
1322,daher,rshwce,0,25.639204237196182
1323,gast,ahts,0,12.997008747524685
1326,sich,dhci,0,22.57240104675293
1327,zwingen,kengiln,0,9.367979367574057
1328,zerstören,lehern,0,9.559426996443007
1329,dienen,ngernü,0,10.84570868810018
1332,tragen,taneg,0,19.13430584801568
1334,rost,gekots,0,17.375515831841362
1335,entzwey,zaubeyre,0,15.546082390679253
1337,reichen,vorzugszeicenh,0,16.858930163913303
1338,hin,snni,0,24.904015858968098
1342,sande,schaned,0,12.770575947231716
1346,gethan,pnla,0,11.486451043023003
1347,sünden,idfenn,0,15.420532332526314
1351,weise,vereise,0,4.336343182457818
1352,werth,racheschwetr,0,12.761533525254992
1353,krieger,sieegr,0,6.477274311913384
1354,nicht,incth,0,24.706842210557724
1355,furth,prot,0,20.663093249003094
1359,ziehn,kenin,0,6.492300907770793
1362,sanken,fnnklae,0,22.106077406141495
1363,nessel,zauberlsesek,0,13.835127724541557
1365,glieder,hernieerd,0,12.737946510314941
1367,bitten,überschnetirt,0,18.72250641716851
1368,erwerben,blumenscherebn,0,12.580580181545681
1370,vergnügen,rntegü,0,16.12957371605767
1371,auen,sauhcen,0,12.896390967898899
