,word1,word2,rhyme,distance
18765,unbewust,brtsu,0,22.730942408243816
9724,abendroth,tod,0,7.17351574367947
18763,binden,dnewni,0,21.181637022230362
9729,hingegeben,leebn,0,7.058095773061116
18783,jammerfluthen,genluth,0,12.757026672363281
18809,witz,hizt,0,12.691817707485622
18785,entfällt,veälgtrl,0,9.351749261220297
18787,stein,lnedain,0,8.879377100202772
9703,überschattet,hattet,0,7.9242245886060925
18805,empört,zestötrr,0,13.711736573113335
9704,geleitet,bereitte,0,9.228756003909641
9706,frucht,verflucth,0,21.31930266486274
18801,mute,uebtl,0,14.69851451449924
9707,verscheuchen,gleichen,0,4.712406290902032
18795,wangen,nachgeganneg,0,12.116465250651041
18792,felsenhaine,benie,0,15.895671950446236
18789,kindeskindern,mnirdne,0,6.610963132646349
18863,weihe,reehi,0,20.993457158406574
18866,nennen,trennne,0,10.898881647321913
18946,erwehlet,fehetl,0,10.630831400553385
18944,gnadenbundesmann,akn,0,11.524721675448948
18943,sollte,wollet,0,14.744852595859104
18941,schwerdt,färth,0,6.054416921403673
9625,gefahr,wunderarb,0,27.64763747321235
9630,umbgeben,zuerheneb,0,17.683757781982422
9618,hügelchen,flügcelneh,0,16.977944162156845
18925,ziehr,ihr,0,8.215734905666775
18950,rinden,empndfnie,0,18.653266376919216
18952,erschaut,truat,0,14.255443149142796
18972,offenbahr,jhar,0,10.19133875105116
18971,dich,messetrscih,0,18.63952096303304
18969,bot,troh,0,11.746442211998833
18965,schnöde,bldeö,0,14.133557849460178
9611,dankbarkeit,lebensziet,0,19.197656525505913
18962,streitet,leitte,0,13.26969607671102
18958,thurm,rmuw,0,23.012206819322373
9616,ehret,beretghe,0,12.946412245432535
18954,natum,audmt,0,18.37422773573134
18924,hum,publimuk,0,12.483526335822212
18922,stand,gdnseat,0,12.874727196163601
18921,stechen,räcehn,0,10.891041914621988
9651,stimmelein,nrie,0,11.319177945454916
18887,versetzet,hochgescheättz,0,17.803196165296768
9654,oderstrande,sdena,0,13.871079603830973
18877,jagen,verenags,0,16.854824701944988
9659,sang,dragn,0,12.789254718356663
9663,ihnen,dienne,0,9.240741623772514
9665,sätze,geschwätze,0,5.177740150027805
18868,bewehret,verrhteez,0,17.96685112847222
9666,streut,eucsht,0,23.65539508395725
18897,euchziehen,alleflienhe,0,12.964489301045736
9634,verjagt,grtaf,0,14.129814783732096
18913,thür,rürehf,0,17.696727752685547
18911,land,unbaetknn,0,11.792929543389214
9641,mohren,ohrne,0,12.949421988593208
18902,schranken,schnwkane,0,18.736133151584202
18901,wär,esrehc,0,19.32456652323405
9642,quellenrands,erdentands,0,4.32757223976983
18755,wollen,follne,0,10.950880474514431
9730,todesschatten,hnaett,0,20.098399056328667
18599,klüften,schlüfetn,0,11.691138214535183
18596,denn,wnne,0,20.154020097520615
9828,leibe,webei,0,14.951249758402506
18594,zierligkeit,beflissenheti,0,22.784777959187824
9829,gehen,moscheen,0,4.6699695057339135
18591,zufriedenheit,freundlitkecih,0,23.401940663655598
18589,beweisen,nersei,0,18.657765335506863
18587,beworben,gesnerobt,0,21.698328230116104
18584,rips,schnpsi,0,26.195245636834038
9834,jahr,waar,0,7.76471659872267
9835,schnabel,begal,0,13.770616160498726
18600,auffgezogen,gebogne,0,14.390345785352919
9825,wecken,erschröcnke,0,19.044689337412517
18616,grabsteinwänden,hännde,0,19.901469018724228
18613,besen,aschelesne,0,13.697949356502956
9821,hütten,tnmtei,0,22.098826196458603
9822,kahn,abnh,0,13.275802188449436
18609,verschmerzest,heztesr,0,23.822375615437824
18579,schlürfen,dürnfe,0,13.059873051113552
18578,kraute,etual,0,12.99109156926473
18546,zögerei,herebi,0,19.60442108578152
9854,sicherheit,lustbarkiet,0,9.239505343967014
18542,staunend,raunned,0,11.294452349344889
9856,zerfetzet,getesezt,0,7.927067332797581
9858,dar,csarah,0,9.890855524275038
18532,fälle,elelh,0,14.397388882107204
18550,heruntergenommen,willkomenm,0,6.801585806740655
18551,keifen,heranzunreeif,0,17.209843317667644
18573,dicht,wicht,0,6.737340556250678
9839,wolgeboren,veerroln,0,12.757489416334364
18568,vögelein,hain,0,8.781752851274279
9844,gilt,wlit,0,8.75476270251804
18560,wehe,fleeh,0,12.95142518149482
18558,mai,enu,0,20.285221523708767
18565,beyd,ied,0,15.913395722707113
9861,kissen,gesswien,0,13.227229012383354
9812,geschwellt,wlte,0,18.35559633043077
9754,lustgebüschen,erwiscnhe,0,12.973619037204319
18711,wahr,wunderbrah,0,9.607939084370932
18705,gehn,gestenh,0,9.988574981689453
18701,kan,wetterhnah,0,13.30640501446194
18699,verschwindet,itfedn,0,13.593428717719185
18695,kaum,udam,0,11.391103638543022
18723,wende,benehed,0,11.346238401201036
9732,finge,diegn,0,15.809842109680176
18750,sagen,ausschlagne,0,15.304340468512642
18745,unterschrieben,ebline,0,13.593098004659018
18743,noch,lhoc,0,14.481992350684273
18740,erschreckt,krtec,0,12.672918955485025
18735,zorn,hnor,0,13.388341479831272
9743,schwung,jung,0,7.542649639977349
9745,durchdrang,gnsa,0,16.227879418267143
18730,klagen,fortzutraegn,0,7.646097130245632
18690,schneider,leierd,0,8.190509690178764
9793,ruhme,heiligthume,0,6.5365363756815595
9794,erlauchte,verhaucteh,0,14.395514912075466
9795,eil,bile,0,4.376901679568821
9800,klammern,jammnre,0,12.343465699089897
9802,strand,vataedrnl,0,17.87750795152452
9804,toben,eblno,0,18.01076751285129
9809,erschrecken,eibenhecnke,0,18.642316818237305
9791,beschönigs,köngsi,0,21.265032874213325
18656,hinverloren,korronider,0,17.088530858357746
18686,kirchenfenstern,gespennrste,0,9.651213434007433
9773,zeilen,heilen,0,5.506019380357531
18684,nezze,schäezz,0,22.597764650980633
18678,weihte,ebteu,0,15.15110312567817
18628,zettel,tebtle,0,8.448941707611084
18669,bücken,wegzupflücenk,0,16.99409400092231
18661,blicken,dckenrü,0,19.27343961927626
16379,seide,augenweedi,0,20.784729109870064
12283,gewinn,daihn,0,9.824615663952297
14057,verfehlet,quäetl,0,9.493934207492405
12286,klagte,atrge,0,16.692809528774685
12290,verdorben,gesbnetor,0,14.206027878655327
14047,blind,ridn,0,13.692158857981363
14045,siegeszweigen,steinge,0,14.205651018354628
14043,umflossen,verdsesnor,0,13.740873866611057
14042,sonnenhut,ttuh,0,22.998332341512043
12280,bache,lache,0,4.3384444448682995
14093,all,nachalgilt,0,14.680334832933214
14090,unter,munter,0,5.322335031297472
14089,gast,ümfsat,0,14.158581256866455
12266,chinesen,auserlense,0,12.455803977118599
14083,bekannt,wnad,0,23.68842061360677
12274,doppelkinn,isnn,0,5.652252780066596
12275,steuern,sceeruhn,0,15.247395621405708
14071,hinein,laternenciesnh,0,17.473173247443306
14068,ohren,zugescwhoren,0,5.839845657348633
12278,gehn,ausstneh,0,13.531473371717665
12309,hinnen,gewnienn,0,6.435956875483195
12310,gesiegt,kriget,0,14.743774149152967
14007,seyn,sonnesicehn,0,11.443578137291802
13997,schawet,gratwe,0,13.618022918701172
13995,kothurne,thränrnuene,0,9.355842484368218
13993,euch,rehci,0,17.79747904671563
12324,drängen,zersprenneg,0,10.91367483139038
12308,hängen,dräneng,0,11.56620873345269
14015,fehlen,ernehwle,0,9.912412113613552
14017,necken,recken,0,5.075741264555189
12298,demantstein,snei,0,9.089877976311577
12299,meinung,verneinugn,0,13.3084012137519
12301,garten,qutrraen,0,16.11045832104153
14028,apfelblüte,gemüte,0,7.736882739596897
12302,blauend,niedertudneah,0,17.934688674079048
14024,geziert,aufgefüthr,0,17.084623442755806
14022,soll,apllo,0,21.10134718153212
12304,haben,traben,0,6.1809629334343805
12306,erträglich,vnsäglhci,0,19.250953674316406
14018,vergessen,zufresens,0,8.965312957763672
14016,ehre,pasterö,0,9.309015380011665
14095,excellenz,parlnmseta,0,21.66801600986057
14186,bel,jmmanelu,0,22.625325202941895
14183,bothsgesellen,lenelw,0,17.76958465576172
14176,bezwingen,schwingen,0,3.5509844885932074
14175,fehlt,quhltä,0,13.166166199578178
12214,zelten,emdenl,0,9.914203696780735
12215,gejaget,tratge,0,14.292243003845215
14166,kähnen,thränne,0,8.824359205034044
14164,jugendtagen,plagen,0,5.73477824529012
12204,bannen,spennan,0,10.556528144412571
14191,blumenbeeten,ttpanee,0,16.988345464070637
14203,ehrenstamme,flamem,0,7.944303406609429
14201,frauen,bethaeun,0,8.853829754723442
14200,spann,hhna,0,15.121184560987684
12198,vorrathskammern,jmrmean,0,14.937881310780844
12199,augerüst,ist,0,8.419760386149088
14195,essen,neesms,0,14.438625547620985
14194,wald,utmlwal,0,10.350259992811415
14193,exempel,ehrenleetpm,0,17.386659622192383
12200,finden,alpengrünend,0,13.5806532435947
14157,hände,beheden,0,17.366780281066895
14149,baum,aums,0,12.155768129560682
12252,amazonen,anneonem,0,6.512464258405897
14113,schätzen,entnezset,0,16.76073959138658
12253,menge,gedräneg,0,14.622589853074816
14109,gnung,versichergnu,0,12.996540705362955
12255,schwein,klnie,0,23.71946398417155
14106,sternenfeldern,elyserwäldenr,0,9.918665673997667
14104,erblichen,entwicehn,0,8.80092281765408
12256,schlimmer,frauenzimemr,0,6.869746208190918
14145,schenket,getränetk,0,9.620114909278023
14140,stellt,htäl,0,9.012831370035807
14139,blehen,kreenh,0,7.617984347873264
14137,decken,erschreckne,0,14.01555962032742
12325,geschwister,zeitregistre,0,9.94516208436754
12239,hingekrümmt,ergrimtm,0,11.10011445151435
12241,zungen,umbrunneg,0,13.527802573310005
12244,drein,ien,0,8.549951023525661
14125,gesetzt,lettz,0,7.57177750269572
14135,hand,klippnrndae,0,17.45021841261122
14209,gangen,genagnhe,0,12.826179239484999
13986,scheuchten,leuchten,0,4.267881605360243
12433,schweben,untebgerne,0,18.425084749857586
12434,gründe,eüsdn,0,14.851782057020399
13816,kühn,hin,0,8.27461510234409
13815,giebst,sceitbsh,0,27.346193101671005
13814,glantz,tndza,0,19.352750248379177
12436,palmenstamen,zumesnam,0,10.17325390709771
12437,gerühret,aufgefühter,0,17.24832534790039
12439,blutes,muste,0,13.726186010572645
12441,haft,stfa,0,14.272308614518908
13804,jung,erinurengn,0,14.376736640930176
12431,silberschwanen,taffendfahenn,0,8.47446738349067
12430,bekandt,verbannt,0,6.830972565544976
13845,gereiht,geelti,0,23.88121011522081
13844,zuspitzen,zuritezn,0,4.892746580971612
13840,gewissen,zärengüsesn,0,10.67443323135376
12420,melodeien,nachlalniele,0,13.19036865234375
13835,flüssen,gewissne,0,10.610557556152344
12422,kan,dnna,0,11.128903335995144
13831,überwindet,ifendt,0,12.077023135291206
12424,gelegenheitbequemen,zunehnem,0,8.242299450768364
12425,briefe,archvie,0,20.263026661343044
12429,entzweyt,grausakitem,0,16.74020152621799
12409,gefangen,nenlga,0,15.488799624972874
12458,gesellen,erhelenl,0,6.772454844580756
13766,wille,ellhü,0,15.688526259528267
13762,ehrfurchtsvoll,liebestllo,0,16.979557779100205
13761,frau,bual,0,14.527964856889513
13760,zeugen,blüthenzneweig,0,15.942704730563694
13757,irrt,verwirrt,0,8.079197300804985
13756,geschwinde,züned,0,9.911897659301758
12463,degen,schnlegä,0,16.917941941155327
13753,empfangen,hervorgeganneg,0,13.220805486043295
13772,felsenflur,rantu,0,20.782931645711262
13778,daneben,lenbe,0,15.3360718621148
13799,ha,a,0,7.491369538837009
12447,schartig,landsturmtraig,0,15.925697644551596
12451,sigen,winge,0,16.937885920206707
13788,flehen,wneeh,0,13.726433648003471
13786,füsse,genüsse,0,7.092891693115234
13784,freude,weltgebäeud,0,11.047610070970324
13783,stirnen,nnderi,0,16.573511759440105
12453,ehe,geschhee,0,13.605264928605822
13781,besteht,schickungdrteh,0,8.437448448605007
13780,nun,vorunhuzt,0,17.07208251953125
12454,kraft,schwägerhcfsta,0,17.403654204474556
13777,sonnenstrahls,hsalt,0,15.257029215494791
13852,verflieen,giennee,0,13.570492956373426
13955,marie,phaanetsi,0,11.789581033918592
13951,seidenhänden,nnbeäd,0,22.4261597527398
13948,paradiesse,zuckersüsse,0,7.263973765903049
13942,bild,ehilt,0,6.584691736433241
13941,pfade,scheingtsaede,0,6.511300166447957
13940,flöten,drehnte,0,19.04056962331136
13936,setzen,pfetzne,0,8.429909573660957
13935,krohne,hones,0,10.653032249874538
12354,herbei,geteur,0,13.52773486243354
12358,befleist,vetsrewi,0,15.320280075073242
12359,klagen,geanetrg,0,20.819602966308594
12361,friedensrichterinn,königinn,0,8.266598383585611
13960,wette,hentretei,0,11.044926643371582
12336,abendrot,boto,0,11.537386311425102
13982,götter,errrteet,0,24.45320659213596
13981,trinkerhitze,istpze,0,7.097384929656982
13977,streitbarkeit,itze,0,13.44575505786472
13976,wege,stege,0,4.76877408557468
12332,ehr,hserwc,0,21.45666726430257
13971,alle,llnae,0,12.774863984849718
13969,bestimmt,glimmt,0,5.334916220770942
13967,geschmeid,scharlachkledi,0,18.81786844465468
12337,grei,lief,0,25.362163543701172
12363,grase,gleas,0,19.166752603318955
13920,glücken,berücekn,0,9.63185453414917
13876,weist,pretsi,0,23.237021446228027
12394,brände,ened,0,10.185061560736763
13874,drunten,lunetn,0,11.898264249165853
13873,klar,gewrha,0,10.139890458848742
13872,geladen,graden,0,6.5015148056877985
13867,erschwingen,nsengi,0,12.975228044721815
12400,pflegen,denge,0,15.069227324591743
13893,recht,widersprehct,0,16.347602314419216
12381,füssen,geniesens,0,17.203151808844673
13918,fischer,frsriehc,0,23.165856255425346
13904,überlaut,wegthuage,0,15.286642498440212
13901,bette,netet,0,9.121214866638184
12378,leichenstein,ine,0,12.029068311055502
13898,käsen,geneens,0,14.51315540737576
13896,streit,syed,0,18.973516994052464
14210,stumpf,trimfu,0,21.490452978346084
14211,rubinen,jesmienn,0,5.64963346057468
12026,lallen,gelnelfa,0,17.023689693874783
12027,ball,nachlilagt,0,12.457941161261665
12030,fern,hner,0,13.921849144829643
12031,eingeschlafen,haefn,0,6.0551880730523004
14499,hund,undr,0,21.036597781711155
14495,unbekant,nadh,0,14.39861954583062
14494,reis,krise,0,21.379392041100395
14491,stumm,uukzrm,0,15.811921119689941
12038,baue,guea,0,13.502924707200792
12013,allen,eingefnlale,0,9.716059896681044
14536,alten,gesetltan,0,17.23644797007243
14535,verdirbt,sbitrt,0,27.776278177897137
14530,thal,überlal,0,7.703982671101888
12016,jagen,atgrne,0,14.82846016354031
14523,weiden,leidne,0,15.607826444837782
14522,erwiesen,gepriense,0,14.209516048431396
12021,entgangen,verlaneng,0,14.124886406792534
14518,mahlt,bezalth,0,7.5720259348551435
12011,gewinnen,hieninenr,0,13.207559691535103
12040,zuwieder,gliered,0,14.459362030029297
12054,klngen,sprineng,0,12.118035634358725
14461,nacht,batehcw,0,25.257365968492294
12055,bescheren,ereerwnh,0,14.727272669474283
14458,testament,eknernt,0,9.721480899386936
12057,labt,trbta,0,15.540703031751844
14456,christen,neüwst,0,22.316353691948784
14453,wolkenraum,tumra,0,12.339734607272678
14447,undprangen,wanegn,0,10.64936645825704
14443,besitzet,erzthiet,0,17.706514093610977
12053,erzehlen,befehenl,0,9.858894295162624
12041,gelassenheit,pilgerklied,0,15.366017447577583
12045,kreischen,zerfleiscneh,0,14.666094779968262
12046,ungelücke,erckbeil,0,11.776593738132053
14476,dencke,geelcekn,0,13.272878540886772
14473,najade,abed,0,13.152865833706326
14471,vermält,velhhret,0,10.623309347364637
12049,fakultist,sti,0,19.759703636169434
14469,not,rot,0,8.41357315911187
14468,gar,para,0,10.648626009623209
14465,grillen,eronlielt,0,16.74880568186442
14540,gotteslamm,stamm,0,8.462915844387478
11974,weh,ehr,0,17.08951006995307
14608,bereitet,geiltet,0,6.620370282067193
14607,tanz,jungfraukrnza,0,22.56412188212077
11976,sitzt,schwittz,0,10.442682107289633
14603,feldern,lorbeerwrdlenä,0,15.1654691696167
14600,gebüsch,tishc,0,23.831539895799423
11979,bereiten,glteein,0,12.269941806793213
14598,strahl,abendmlah,0,12.459833886888292
14597,munde,euwnd,0,15.330583625369602
11982,begegnet,eingesegnet,0,7.407044251759847
14592,rendezvous,blidheknu,0,11.714979383680555
11969,beschawet,atgwre,0,14.15402168697781
14637,bleibt,betretib,0,15.146133740743002
14636,jungfräulein,klnei,0,7.358468585544163
14634,sohn,conr,0,18.293343438042534
14633,sande,gewaden,0,15.164070023430718
11962,hallen,fallen,0,4.38453131251865
14631,frank,knakr,0,11.63349395328098
14627,sauffen,entlauffne,0,17.626218371921116
14623,hieltest,fühsettl,0,14.267285029093424
14619,sticht,gthseci,0,23.625510957505966
14616,reben,umschweneb,0,15.289202478196886
11983,belieben,vorgeschbniree,0,20.47448221842448
14562,insgemein,sine,0,12.574669202168783
12001,sein,töchtnierle,0,14.732894897460938
14556,ewigkeit,zerttsuer,0,16.75440173678928
12006,himmelsauen,schaneu,0,13.119626892937553
12009,füllet,stiltel,0,11.20446072684394
14550,genieen,zuzuscheilen,0,8.124294201532999
14549,sachte,laceht,0,16.14764192369249
14547,herein,inerd,0,15.148760901557075
14545,entzündet,empfintde,0,14.462800979614258
14544,eichen,liederlicnehe,0,16.813077926635742
11999,streit,traurktgiei,0,13.602550506591797
11997,gaste,rsaet,0,23.614491780598957
14567,entschlief,breif,0,11.595498243967691
14586,rom,petmsredo,0,16.41278076171875
14585,sündenspeisen,piseren,0,11.525423579745823
14583,besucht,fluhct,0,24.032123141818577
11989,man,nadn,0,15.931035730573866
11990,dort,hort,0,7.4293999671936035
14441,cerberus,dansua,0,13.733549806806776
14574,verstummen,musemn,0,11.16450998518202
11994,räuberschlos,ros,0,8.297318458557129
14570,handen,gestanden,0,4.645103507571751
11992,aufbewahrt,tra,0,18.315532684326172
12067,haars,sraw,0,7.026655885908339
12068,zorne,bonre,0,9.94424189461602
14287,verstehn,hsen,0,6.824343363444011
14286,weiden,beneiend,0,12.929356786939833
14283,beschworen,ohner,0,14.8623276286655
12151,thorenspielen,newül,0,11.189926677280003
14281,wasserfall,nachialtgl,0,14.708122147454155
14279,genaden,schaden,0,6.107408841451009
14275,lachst,mactsh,0,21.229084014892578
12153,schwere,leeer,0,8.564430289798313
12155,schrecken,hecekn,0,16.2165101369222
14270,liebesstreit,fröligketi,0,21.745286093817818
12147,vergeht,sthte,0,10.699769973754883
12146,luft,utrf,0,12.952590624491373
14319,küssen,verüsnses,0,17.268820815616184
14316,hetzt,zlett,0,17.05267153845893
14314,schätzen,erzneetg,0,20.154401355319553
14312,heckenzaun,trnua,0,13.199153953128391
14310,gelassen,erblasens,0,8.019152959187826
14308,beschreibt,vertreibt,0,5.80809834268358
12134,verschwur,narut,0,16.414608902401394
12139,dornenbahn,nka,0,19.991931491427952
12156,bedenckt,schenktc,0,14.90694162580702
14267,wogen,fortgezoneg,0,16.55098883310954
12175,entfliesse,entspesisre,0,13.5911652247111
12176,mienen,erschieenn,0,7.662529203626844
12180,geschwungen,verscheugnnl,0,15.489232381184896
14224,eilen,weilne,0,13.628283394707573
14213,hieb,lbei,0,23.54463397132026
12169,trauerzeichen,reichne,0,13.012025939093697
12167,schwanken,knaenr,0,19.514572355482315
12159,esklagt,alltgwsea,0,16.66315354241265
14261,anemone,kreno,0,15.759095191955566
14259,flittern,zrnteit,0,16.992659356858994
14258,erwachen,lacehn,0,12.725088437398275
14255,geschichten,lichnte,0,20.142645094129776
14250,wunder,besunder,0,6.297985076904297
14248,leise,schleues,0,14.690480444166395
14246,auen,ergrauen,0,7.749949958589342
14245,entschlief,lfie,0,22.003726747300888
14412,ungeheuer,reewih,0,24.2319581773546
14408,melodien,marein,0,7.164309077792698
14407,strandbegrüsset,fleitsse,0,10.606817457411024
14406,krantz,glaztn,0,15.216250313652885
14403,viel,liedespleri,0,12.367654058668348
14402,gewann,mann,0,6.722680542204115
12086,krumm,stumm,0,7.686957412295872
12088,heilgenscheine,eesint,0,16.076751391092937
14390,speise,lebenisseer,0,12.144180191887749
14414,gegründet,finetd,0,14.64062605963813
14416,lilgenhand,andb,0,21.293972227308487
14436,neckereien,tändeleeni,0,17.40215852525499
14431,kosen,grenzenloesn,0,8.579058859083387
14430,modedirne,stirne,0,7.129541503058539
14429,wachet,atehcl,0,16.29068088531494
12072,eichenstumpf,wolffellsprumtf,0,8.630780696868896
12074,lavendel,abendpenedl,0,5.226500776078966
14422,streit,ewiietkg,0,23.906497213575577
14419,umkräuseln,ssuänle,0,12.287066406673855
12077,hand,gannket,0,16.84137227800157
14388,brüder,wieedr,0,8.716553952958849
14386,erblickt,erschrickt,0,5.378730932871501
12091,forstgehege,elge,0,9.083402156829834
12105,weine,beshecein,0,17.96020009782579
12106,händen,kerkerendwnä,0,18.876748508877224
14350,hörte,theerm,0,17.723193804423016
14341,auserwehlet,getheelf,0,10.595846811930338
12120,vergangenheit,gerechttkegii,0,20.901756710476345
14330,entschweben,ebnel,0,15.922687106662327
12103,redseligkeiten,bestreinte,0,19.286090850830078
14359,jrrwischschein,eni,0,17.601457277933758
14361,wolbetagtegreysen,ehrersiwnee,0,17.849086337619358
14382,entschlief,ifte,0,14.78141090604994
12094,tann,an,0,6.793824460771349
14376,dann,annk,0,12.61981201171875
12097,aste,damates,0,14.398563596937391
12098,reisen,eriewens,0,14.750457657708061
14327,erwecken,senekct,0,22.799028396606445
14372,ausgezogen,ausgeflogne,0,21.15979226430257
14370,halten,ertelank,0,18.058208465576172
14368,sohne,ornek,0,9.986129866706001
14366,gfallt,tannewlad,0,10.54869900809394
14365,gleich,ehreirhenc,0,15.667927530076769
14371,entbrant,erknat,0,11.626253763834635
12466,gemacht,bewathc,0,25.137947930230034
13748,wissen,küsesn,0,7.220083872477214
13182,reist,sieth,0,17.418646388583714
13178,aus,drusa,0,21.86460452609592
12768,tausendschön,nhge,0,22.174710591634113
13174,beschreyen,litanenye,0,15.97185950809055
13173,allesüberwinder,dekirn,0,10.997259987725151
12771,flecken,neekc,0,22.687840779622395
12772,loth,htro,0,15.71574921078152
13168,gesicht,erbhticr,0,22.095095740424263
13165,rätseleier,scehrrie,0,13.45224740770128
12764,verschleicht,vieletcihl,0,19.740188068813747
12750,siegen,lieeng,0,13.980539745754665
13208,weilen,nachzeliune,0,13.231364991929796
13199,huft,flut,0,12.46458519829644
12755,klingen,spirnnge,0,13.727357652452257
12756,hoffnungswesen,leesn,0,6.8824479315016
13186,grüfte,frühlingltsfeü,0,19.35043674045139
13213,gesträuche,silberceeith,0,13.06242201063368
12774,leiten,bereietn,0,13.18169673283895
13134,sommerflur,nru,0,17.199643664889866
12793,umarmen,erwarnem,0,8.50962143474155
12797,schwanken,schealnkn,0,15.965994199117025
12802,seide,ledie,0,9.250562826792398
12803,alltäglich,unerträglihc,0,11.352258894178602
13116,mondenschein,mirtenhani,0,13.52698564529419
12805,aste,gsaet,0,24.47861713833279
13113,verdammen,entfamenml,0,12.442454973856607
12789,webe,ebge,0,10.02037329143948
12775,verzichten,ntiehcn,0,14.029131518469917
12776,ein,ersechni,0,18.54803212483724
13157,a,dar,0,7.364520019955105
12777,schwärzten,scherznet,0,15.474384307861328
12778,beiden,unterscdeienh,0,14.114172511630589
13153,frauen,pfaenu,0,14.075598292880589
12779,gerne,stallatenre,0,13.983293109469944
12783,schrecken,flecekn,0,15.948681831359863
12784,bade,eegrda,0,10.959610674116346
13144,laub,silbebutsra,0,15.007432407803005
13138,bekriegen,fginlee,0,17.907526546054417
13217,herbei,ehiw,0,26.105534023708767
13282,gebeten,gertneet,0,19.172520955403645
13280,monarchen,arhecn,0,11.291457335154215
12718,quillt,schrillt,0,7.148127449883355
13273,schrei,herbie,0,19.402313656277126
13271,tracht,schcatlh,0,15.338762601216635
13270,wechselküssen,wisnse,0,15.236748377482096
13292,gefühle,sommerscwehlü,0,15.869938956366646
13309,pflügen,kreineg,0,16.512164645724827
13306,schönen,entönewnh,0,18.52288097805447
12706,rund,chuntn,0,14.015944798787435
12710,freude,feiden,0,20.702557669745552
13295,lüfften,klüffetn,0,13.66843811670939
13294,leise,zaubersierek,0,12.657655662960476
13293,hinein,darnei,0,7.176529725392659
13264,gibt,btibele,0,14.63540310329861
12738,erweichen,licheen,0,11.547826131184896
13234,begleitet,bestirtete,0,8.455093383789062
13233,kömmt,vemnitmr,0,19.500159369574654
13231,wahr,gra,0,8.496197594536675
