word1,word2,rhyme
thue,erbarm,0
schmach,gange,0
gut,blut,1
draus,zeigen,0
beste,neste,1
heget,charitinn,0
wissen,gerissen,1
portion,schon,1
mädchenchor,hervor,1
gleich,schattenreich,1
weise,reise,1
ruh,kamen,0
fehlt,fragen,0
ungemeine,wacht,0
hinein,schein,1
trieben,sey,0
gewähren,mir,0
wallen,fallen,1
paradieseswelt,erhelt,1
verwaltung,erhaltung,1
papa,wegen,0
fasse,nasse,1
schar,klar,1
mu,verdru,1
verstand,kette,0
erweckt,gesteckt,1
geachtt,gemacht,1
himmelhell,tagen,0
höhnen,tönen,1
war,gangen,0
seyn,seyn,1
gegenstand,sand,1
schnüre,thüre,1
gehet,archimed,1
schlu,mu,1
tugend,jugend,1
ding,gering,1
busen,musen,1
blut,wil,0
schwer,verborgen,0
gefahr,jahr,1
sizt,gatte,0
verjüngt,flieget,0
majestät,geht,1
wunden,munden,1
spiel,viel,1
thor,frieden,0
huld,schuld,1
sorgen,morgen,1
niederschlagen,verklagen,1
erziehn,geisblattranken,0
überwindet,graus,0
hau,au,1
gitterstäben,leben,1
doch,traute,0
verdru,verlötzet,0
geboren,verlohren,1
erwacht,lacht,1
ertragen,seyn,0
wiederstanden,schmerz,0
lust,trauerwust,1
glick,anzuschawen,0
schar,gar,1
viel,will,1
schwager,zahl,0
elmire,thüre,1
leid,geweyht,1
schwemmen,ringen,0
lehr,verstehen,0
liebe,bliebe,1
leben,gegeben,1
geboth,noth,1
mischen,gerollt,0
mähen,schal,0
an,heran,1
willen,seelenmann,0
meine,erbarmen,0
ruhn,erreichen,0
stehn,gehn,1
wort,hinfort,1
pracht,entzündet,0
rosenreihn,fein,1
herz,anzuschaun,0
sie,rit,0
karten,warten,1
schreitet,häuft,0
graugeworden,geworden,1
das,stecken,0
kommen,genommen,1
anemonen,machten,0
leichenstein,ein,1
verbey,stei,1
ternate,pflicht,0
endet,frommen,0
spott,trott,1
nacht,schrei,0
blut,seyn,0
dich,mich,1
gut,viel,0
höllengrunde,schlunde,1
verwandeln,knecht,0
schlu,weise,0
werth,singen,0
schief,wunderbar,0
balsamiren,verspühren,1
bahre,waare,1
schätzen,überley,0
thut,wacht,0
macht,nacht,1
mir,dafür,1
geust,kömmt,0
freuden,weiden,1
najadinnen,napeinnen,1
baron,sohn,1
eberstein,streitern,0
darf,mauer,0
auffgebaut,schaut,1
gut,verrat,0
verdammen,widerstehn,0
schoo,los,1
himmelreich,gleich,1
stehen,spital,0
todesweihe,erneue,1
ziel,flüge,0
zersprang,fiedelbogen,0
vollkommenheit,sässen,0
rosengarten,himmelsfahrten,1
buchenhäyn,spaziren,0
nacht,sohn,0
throne,sohne,1
schmerz,armen,0
gewimmel,zeigt,0
kleinode,tode,1
nachte,kompa,0
empfangen,erlangen,1
schmertzen,fast,0
zeiten,heit,0
spitzen,scherz,0
klagen,sagen,1
hinauf,auf,1
gewehr,hinterher,1
zweigen,zeugen,1
auf,lauff,1
eilteals,umfieng,0
port,wort,1
hütten,stallaterne,0
ein,sagen,0
weib,leib,1
missethat,hat,1
hin,bin,1
zerrissen,mann,0
gründe,düne,0
viel,vergleichen,0
heulen,krähn,0
prei,streit,0
genossen,verflossen,1
bleich,gleich,1
vergangen,scherz,0
spricht,nicht,1
vergeht,herein,0
wüsteneien,reuen,1
gericht,bemüht,0
gesprungen,gefangen,0
ein,schein,1
an,stadt,0
zerrissen,gebissen,1
weizen,reizen,1
todesnacht,macht,1
schellt,geld,1
fügt,nein,0
starben,farben,1
thu,gro,0
nebelflor,empor,1
heute,vernichtet,0
schimmern,schattennacht,0
liebt,ehemann,0
jost,verstorben,0
gelingen,abspringen,1
bissen,ein,0
seelenweh,klingt,0
zahl,schaal,1
leicht,tisch,0
schau,verweilen,0
betrübt,grunde,0
leier,mich,0
sippen,lippen,1
liegen,bewehret,0
begangen,gefangen,1
huld,wagen,0
gelehret,zerstöret,1
einander,alexander,1
merzen,geschicke,0
duft,küste,0
zugesagt,wagt,1
erwerben,löffeley,0
leide,schworen,0
brunst,kunst,1
streiterspeise,weise,1
ruhn,zugericht,0
schatten,ermatten,1
vergessen,stunden,0
gesicht,nicht,1
verblichen,entzückt,0
bewundert,jahrhundert,1
blinde,betreten,0
schwelle,tagein,0
beute,heute,1
gnadenschrancken,morgenstern,0
gluth,zahl,0
schönen,krönen,1
plagen,todesklagen,1
weiter,heiter,1
rauchen,fernen,0
natur,nur,1
thut,hat,0
himmel,fenster,0
nacht,macht,1
warten,ewigkeit,0
bedencken,haben,0
meynt,feind,1
dencke,gelencke,1
kind,wind,1
liebe,triebe,1
hand,verbrandt,1
schweifen,greifen,1
du,gleich,0
wunderwerck,schädelberg,1
liebe,wort,0
zahl,gral,1
vergeben,liebt,0
weilen,inmitten,0
fährt,entrinnen,0
brust,pflücken,0
geweinet,scheinet,1
himmel,wespengewimmel,1
dichterglut,geben,0
aug,stute,0
wecken,gedächtnüstag,0
gras,das,1
erhuben,gruben,1
erfüllen,bin,0
höhle,entfährt,0
majestät,vorüberschreiten,0
erblikket,bestrikket,1
lachet,machet,1
ziern,stirn,1
wahne,fahne,1
narren,karren,1
zeit,heid,1
wol,sol,1
kühnste,dienste,1
napeinnen,schwebt,0
bestillen,erfüllen,1
sprühn,glühn,1
hervor,ohr,1
wald,schallt,1
freyheitsglantz,liegen,0
zu,ruh,1
bestehn,kirchenfürst,0
meh,ge,1
vergeuden,leiden,1
lauf,auf,1
blick,vermuthen,0
wehklagen,feld,0
belohnet,flucht,0
ziehn,liegen,0
fiel,saitenspiel,1
schmertzen,hertzen,1
hin,sinn,1
seyn,ein,1
schwer,her,1
reihn,sasse,0
ungemein,eigen,0
schwebt,matten,0
schwirren,klang,0
treibet,ausgestäubet,1
ware,heldenschaare,1
dich,erlassen,0
liebespein,grausahmseyn,1
füllet,gestillet,1
erleuchtet,dantz,0
beut,geweiht,1
sohne,macedone,1
cha,nebelduft,0
zauberreime,rolle,0
ewigkeit,kleid,1
quell,verlassen,0
sieht,hernieder,0
noth,alleine,0
todtenuhr,verschweben,0
stab,undwandte,0
reiter,streiter,1
nicht,liebe,0
auff,schwingen,0
schar,fliegen,0
flammen,beysammen,1
lüfte,blüthendüfte,1
land,gewesen,0
stürzen,würzen,1
pacht,acht,1
riechen,bestiegen,1
werden,menschenkinder,0
wangen,empfangen,1
apfelsinen,gänsefleisch,0
gute,blute,1
springen,saugen,0
band,hand,1
lakai,roman,0
schuld,leben,0
ort,gebethe,0
brechen,stechen,1
beklage,hertzen,0
blumen,blumen,1
nacht,blick,0
waaren,haaren,1
verwandt,mängel,0
flickt,behangen,0
musik,phrase,0
entsiegeln,zauberspiegeln,1
brand,wieder,0
möge,gedanken,0
fügt,vergnügt,1
verkannt,vaterland,1
kinderzeit,herzensheiterkeit,1
nennt,angeredt,0
zumirlassen,sich,0
waren,zeit,0
sucht,geben,0
gethan,ungemach,0
verletzt,ersetzt,1
nachtigallen,feierkleide,0
verstreuet,scheuet,1
laub,glaub,1
seyn,seyn,1
kriegt,liegt,1
befangen,gegangen,1
lebensquell,himmelhell,1
fliehn,ruin,1
schrein,ein,1
an,gethan,1
zu,verliern,0
genagt,gesagt,1
satt,müllimatt,1
schleichen,stund,0
war,dar,1
weidst,schöner,0
blut,flut,1
hassen,gassen,1
wein,getrunken,0
feuer,glut,0
heran,schein,0
selinden,binden,1
unter,munter,1
hohne,werde,0
grausen,rufen,0
schenket,bringen,0
so,tho,1
eingeräumt,stürmt,0
findt,mutterkind,1
zeucht,keucht,1
schlummer,hin,0
meyden,angeschaut,0
kind,sind,1
brunst,hertz,0
sternendach,darnach,1
krokodilen,rand,0
pracht,gemacht,1
träumet,leben,0
gesellen,fällen,1
gleichen,erreichen,1
abzugleiten,ich,0
au,blau,1
zeigt,ruhm,0
versehn,schön,1
entrückt,untergeben,0
legt,lippe,0
gilt,seyn,0
seine,haben,0
verschiessen,spiessen,1
hundeblume,wehtume,1
kind,sind,1
weines,kind,0
segen,zugegegen,1
gregor,empor,1
hast,messer,0
ungeacht,macht,1
haus,hinaus,1
ferne,her,0
fraun,zaun,1
eichenstumpf,wolffellstrumpf,1
machen,lachen,1
zufinden,redlichkeit,0
verschüchtert,ernüchtert,1
angesteckt,feuer,0
stand,rief,0
pochen,gesprochen,1
bette,sehn,0
erde,haus,0
gerecket,vermerckt,1
ketten,hält,0
schwingen,verdringen,1
hertze,land,0
verlangen,vnderfangen,1
man,land,0
erkannt,wol,0
apfelblüte,gemüte,1
mächte,rechte,1
rvch,umschlüss,0
acht,selten,0
wahrheitsender,segenspender,1
auszustreichen,leichen,1
haben,allhier,0
erschienen,grünen,1
schwächtest,wiederbrächtest,1
schatten,abmatten,1
wasserfalls,steine,0
den,schön,1
verdungen,gesprungen,1
muth,stund,0
verspricht,geleit,0
matt,sonnenhut,0
wind,kind,1
nit,a,0
giebt,ungestüm,0
lief,hören,0
kommen,entbrant,0
davon,erdensohn,1
schönen,krönen,1
verrinnen,fluth,0
flei,prei,1
abgewendet,kommen,0
offen,spielt,0
carlisten,christen,1
aus,wollusthaus,1
geschnitten,hütten,1
kam,entzücken,0
melposen,rosen,1
ziehen,tag,0
getrieben,geschrieben,1
stillen,übt,0
morgeschi,zu,0
zierden,ankunftwürden,1
erfüllt,verhüllt,1
stadt,blöder,0
ein,aschen,0
ehren,mehren,1
nährt,lachen,0
stab,grab,1
zurück,glück,1
lösen,zugleich,0
traum,verlangt,0
testament,reben,0
wei,her,0
turteltauben,säumen,0
berühren,verführen,1
umbringen,verschlingen,1
schlunde,schlang,0
lust,pomone,0
herbei,haben,0
wetterhahn,hindostan,1
wesen,hertzenstheil,1
letzt,machen,0
schworen,lang,0
verfluchten,juchten,1
nein,bekannt,0
zurücke,glücke,1
werden,gehn,0
dar,jahr,1
zahl,ball,1
himmelszelt,bereit,0
erhellt,verzagt,0
flasche,schlucker,0
schauet,berlin,0
grufft,zuspillt,0
klagen,fortzutragen,1
mutterhaus,heraus,1
klinget,singet,1
adjutanten,parolausgabe,0
begehrt,verkehrt,1
trug,freite,0
besessen,vergessen,1
mayen,reihen,1
zurük,daneben,0
kirgise,lise,1
treiben,angesuch,0
schreitet,gleitet,1
traten,verraten,1
sturz,stehn,0
hexenbau,karyatiden,0
niederflieen,tau,0
brechen,rauben,0
gestern,schwestern,1
flinck,menuween,0
zwey,verspricht,0
sich,dich,1
da,nah,1
güssen,küssen,1
abendmahl,schweigen,0
darauf,schmerz,0
nicht,flicht,1
wir,wercke,0
schnelle,helle,1
bein,glauben,0
kahn,an,1
missethäter,verräther,1
müh,hilfflo,0
beschehret,nacht,0
vermehren,gro,0
pracht,verleihet,0
weihte,zelle,0
duftigklar,wunderbar,1
papier,decolletirt,0
leben,umgeben,1
nun,ruhn,1
schenket,bequemlichkeit,0
scheiden,seyn,0
haaren,gebracht,0
zugeschrieben,blieben,1
land,strand,1
werth,fährt,1
händen,gemeine,0
riff,porte,0
dir,mir,1
myrtill,zurücke,0
hinabgestiegen,satt,0
pracht,nacht,1
sie,nie,1
kund,versehret,0
müssen,thun,0
sogleich,reich,1
hand,sand,1
entfernt,gleis,0
dir,wir,1
verpfändet,bin,0
eigen,schmerz,0
schlagen,freund,0
abgefasset,erblasset,1
kapitolin,siegeszweigen,0
nur,cur,1
seyn,gesund,0
innen,hin,0
lust,kahm,0
schwalbe,falbe,1
mächtiglich,sich,1
lindern,huld,0
schlang,umschlingen,0
bleich,verwesen,0
zukränken,dar,0
das,syrupfa,1
stein,tauben,0
früchte,zernichte,1
kam,scham,1
schlagen,geschlagen,1
an,mann,1
eberstein,fein,1
zerrissen,genommen,0
laute,pfiff,0
wach,wetterdach,1
ausgesendet,abgewendet,1
plaget,abwenden,0
gewaschen,schnee,0
schwächt,burgund,0
herzen,schmerzen,1
so,hat,0
gott,wissen,0
zwist,ist,1
seegenmäy,blut,0
gatten,findt,0
bin,erbitten,0
hassen,dar,0
sage,schlage,1
bekümmern,trümmern,1
todtenbahr,wie,0
buch,aufgeführt,1
doch,doch,1
erkennt,zumehren,0
mag,itzunder,0
nach,ungemach,1
andern,jederman,0
batzen,tode,0
erwacht,mitternacht,1
leben,geben,1
bette,zeit,0
bin,hin,1
zu,mir,0
wil,gesieget,0
kind,sind,1
immerdar,kaviar,1
lernt,geschicke,0
schliessen,satt,0
ehren,schäferchören,1
schimmern,zimmern,1
schild,jsrael,0
schürffen,seil,0
brach,wind,0
begehren,see,0
blut,wege,0
hüpfen,schlüpfen,1
grössern,raht,0
singen,genug,0
findt,erkohren,0
erfreun,gehen,0
voll,soll,1
garten,quarrten,1
eydesschwüren,verführen,1
zugenickt,blüthendüfte,0
frey,poeterey,1
stehen,karren,0
pfand,bezahlen,0
bestreben,gestellt,0
stilt,erfült,1
gnad,dir,0
erwecket,küst,0
schawen,awen,1
seltenheit,zeit,1
zehlet,gefehlet,1
thut,reigen,0
weh,weinen,0
hinnen,sinnen,1
krachen,zerschnidten,0
thron,zion,1
heraus,büssen,0
sucht,zier,0
regieren,zuvor,0
chöre,fallen,0
auszufragen,sagen,1
erschreckt,geweckt,1
bewahrt,her,0
nicht,nicht,1
frölichkeit,hörnerstreit,1
marcipan,kan,1
blut,kamst,0
mein,klein,1
speere,leib,0
machen,sachen,1
däumchen,aufzuwarten,0
bot,roth,1
orden,worden,1
kräuter,pflicht,0
weib,leib,1
ein,cronen,0
bestellt,müh,0
nicht,alten,0
nur,figur,1
mund,umfangen,0
diamant,ausbeuth,0
jsrael,nahmen,0
wieder,glieder,1
brüste,lüste,1
zier,ihr,1
zahl,freudenmahl,1
zeugt,muthe,0
hier,spielen,0
abgefasset,wil,0
um,stumm,1
schmücken,natur,0
land,brand,1
gewähren,altären,1
bahn,an,1
meinetwegen,segen,1
dich,mich,1
gleich,zugleich,1
engelseele,verschönt,0
wahren,offenbaren,1
verwacht,drab,0
klein,ehren,0
klang,empfunden,0
seyn,geschwebet,0
flu,gesichte,0
geritten,hügel,0
knallen,schickt,0
er,war,0
schwachen,trug,0
feil,theil,1
ergetzen,kaum,0
beschwerden,werden,1
nicht,angesicht,1
steinen,an,0
ein,gemacht,0
dir,streben,0
leichen,eichen,1
leichen,reichen,1
alleine,reine,1
namen,amen,1
winde,gesinde,1
palmen,entzwey,0
sittenmeisterin,thaten,0
heuer,gunst,0
krafft,finden,0
benomen,kommen,1
spruch,such,1
bereit,seligkeit,1
sterben,färben,1
jugend,beweisen,0
einigkeit,bemeistert,0
sang,drang,1
schuld,gedult,1
schlägt,trägt,1
haben,laben,1
wochenblattromane,lebenskahne,1
zwänge,sänge,1
scherbe,hege,0
mich,halmenhütte,0
pastoren,hinverloren,1
bey,geschätzt,0
trauerwust,still,0
mehr,ehr,1
pastöre,erführe,0
lohnt,nicht,0
verzehrt,beschert,1
spricht,gestalten,0
ich,zug,0
feyer,zuversicht,0
tag,mag,1
schweben,leben,1
hin,gehen,0
opfferkertze,für,0
höhen,sehen,1
ist,frist,1
gedencken,an,0
hier,dafür,1
lust,gönnen,0
leben,zauberbang,0
gezwungen,mein,0
verwahrung,pilgerkleid,0
ungeacht,zerschnitten,0
singt,wallt,0
ehrenschild,bild,1
nach,sprach,1
entwich,fuhren,0
eh,höh,1
gepreist,erfreust,1
macht,ihr,0
schönen,gewöhnen,1
pfühl,schwül,1
zweig,leiden,0
gehn,himmel,0
bewacht,pracht,1
schmeissen,werden,0
erfochten,geflochten,1
flöten,zweig,0
sagen,seyn,0
gut,kan,0
offenbar,gewahr,1
brust,unbewut,1
runde,stunde,1
reisen,weisen,1
verwehren,tugendhafft,0
schilt,zeit,0
gleichend,drunten,0
bräuche,männlichkeit,0
umbrandet,gelandet,1
brust,betrübet,0
dir,mir,1
bey,sey,1
barg,trauermarsch,0
muthe,glieder,0
aus,hau,1
sprich,volke,0
blätter,geschmetter,1
naht,küsse,0
halke,brüche,0
danaus,rasselnsahe,0
lieben,üben,1
vertrauen,macht,0
boden,fächeln,0
seyn,seyn,1
kothurne,thränenurne,1
bange,fange,1
bin,stund,0
safft,hangen,0
findt,anzündt,1
gewissen,geniesen,1
bezahlen,hebt,0
leben,an,0
hang,entlang,1
uebermuth,ausgeschlagen,0
schoos,widersprach,0
anzuschaun,graun,1
schlo,meutehunden,0
siehet,bemühet,1
schwänzen,glänzen,1
erkracht,ungewitter,0
seyn,höhen,0
mich,leget,0
glanz,ganz,1
rauschen,tauschen,1
sein,thun,0
tiara,fror,0
verlassen,erblassen,1
sonnestrahlet,himmelmahlet,1
doch,noch,1
loben,kennt,0
rasen,da,0
felder,wälder,1
bekräntzt,blätter,0
brüllt,sitze,0
erhält,erhebt,0
wär,krank,0
seyn,myrrhenhügel,0
hin,sinn,1
knecht,nehmen,0
sprach,brach,1
hoch,noch,1
bahre,sahare,1
lamm,seide,0
ein,küssen,0
dir,seyn,0
pilgerzügen,weiten,0
geschwellt,welt,1
zugesagt,graf,0
schmücken,allen,0
rein,quillet,0
dingen,mir,0
deich,gassen,0
glanz,himmelwärts,0
haben,süigkeiten,0
wind,vor,0
verdorben,gestorben,1
raben,kniet,0
leicht,erreicht,1
seyn,wein,1
wettern,lindenblättern,1
verbinden,bauen,0
made,leib,0
gestalt,kalt,1
vorbei,rasten,0
händen,jüngerinhwir,0
gedicht,namen,0
rund,jacht,0
küt,ehre,0
reisen,traun,0
sprangen,rangen,1
dumm,stumm,1
sin,frommen,0
schäffermagd,daher,0
fallen,gefahr,0
hell,fell,1
versetzet,zu,0
hat,wasserbade,0
held,heimgestellt,1
heische,fleische,1
zug,flug,1
strahlen,thor,0
seyn,herr,0
bist,geschaffen,0
schmerz,herz,1
schwer,gut,0
nicht,pflicht,1
euch,gleich,1
ros,ersonnen,0
dann,weit,0
kampfgewühle,kühle,1
schaute,vergeht,0
schau,lobgesang,0
schön,auspochen,0
veracht,bluth,0
hinrauffen,vnderfangen,0
zuletzt,jetzt,1
seyn,gestehen,0
nacht,mann,0
liegen,besiegte,0
blo,lo,1
hut,muth,1
fern,stehen,0
grüften,nacht,0
todesbeben,reben,1
blieben,meldt,0
fliegen,liegen,1
ist,christ,1
freuend,see,0
abschiedsgru,mu,1
gast,hast,1
schein,zecken,0
feuer,abenteuer,1
mein,klingen,0
welt,gestellt,1
hätte,urkundlich,0
wohl,soll,1
muth,gut,1
meutehunden,gefunden,1
geweckt,geschreckt,1
lauf,auf,1
bemühen,ziehen,1
paar,chor,0
gnadenstunden,gefunden,1
zorn,flur,0
wird,entraffen,0
sterbligkeit,todtenkleid,1
geschehen,mag,0
erbaut,verlät,0
palmen,zermalmen,1
träumen,lebensbäumen,1
jugendglanz,erntetanz,1
unterging,halde,0
tag,schlag,1
blick,hertz,0
mordgesellen,brut,0
gekommen,genommen,1
brust,lust,1
danieder,glieder,1
sieht,verblüht,1
spricht,vergimeinnicht,1
gelten,gesagt,0
mund,wahr,0
beizuschreiben,nebenstunden,0
auch,rauch,1
wär,scheer,1
mied,lied,1
gefunden,hunden,1
zugegen,gott,0
seitenspielen,zahl,0
an,gewähren,0
nimmt,gern,0
frei,dritter,0
singen,sensenschwingen,1
freude,muth,0
bring,wehrgehenke,0
vergist,anzuschaun,0
kranz,vontrophäen,0
brust,wagen,0
heu,heidildey,1
trümmern,vergessen,0
kristall,opalen,0
blickt,bette,0
hold,gold,1
zu,beide,0
sinn,bin,1
welt,sachen,0
händ,dann,0
sieht,morgenlied,1
bringen,angesicht,0
gesund,verwundt,1
maid,zeit,1
fein,flaum,0
nebenbei,zimmern,0
dergleichen,zeit,0
sehen,nicht,0
reicher,speicher,1
nelcken,welcken,1
gehen,hegt,0
nacht,decke,0
wähnen,threnen,1
gethan,kan,1
gefallen,gepriesen,0
da,liegt,0
nennen,brennen,1
weiher,feuer,1
diele,grund,0
empfänget,leiten,0
licht,nicht,1
streifend,schleifend,1
sehr,pracht,0
meinen,erscheinen,1
zieret,gebiehret,1
podesta,vesta,1
vergessen,gesessen,1
geborgen,behende,0
besitzet,mutterbrust,0
vollenden,gedränge,0
gesang,sie,0
sterben,erben,1
erfahren,paaren,1
hart,art,1
schreibt,anzuzeigen,0
geschrieben,schiltst,0
sehn,geschehn,1
auf,lebenslauf,1
seyd,niedrigkeit,1
angesicht,nicht,1
lieblichkeit,schein,0
aufgeführt,benetzt,0
stört,blick,0
nacht,wacht,1
land,hand,1
nicht,angesicht,1
behenken,seidenwahr,0
zerbrechen,satt,0
ohren,verloren,1
bebte,gleich,0
jahr,war,1
hertz,schertz,1
fiel,stiel,1
seitab,trab,1
geplaget,entzückt,0
vernommen,knecht,0
pracht,wunderbau,0
fliehn,reiste,0
sterbe,gemacht,0
gru,ku,1
noth,grabe,0
entwinket,sinket,1
gebrochen,gesprochen,1
erben,sterben,1
meuchelmördern,mute,0
verzehrt,gewehrt,1
breit,ab,0
gethan,letzt,0
ihr,auf,0
weile,wachen,0
pinie,säulenfronte,0
lebensauen,thauen,1
geübt,seelenuberwinder,0
halleluja,gemacht,0
nah,da,1
sehn,untergehn,1
beschieden,gott,0
hum,dumm,1
cola,loyola,1
nacht,geniessen,0
lied,wallt,0
versuchen,süsse,0
throne,merle,0
verlassen,dich,0
sehnsuchtvoll,blicken,0
getroffen,zeit,0
blo,klagen,0
gesang,kan,0
begeben,will,0
zu,umfangen,0
wit,grue,0
zinnoberwangen,gefangen,1
erde,schleier,0
freuen,wanken,0
geld,gold,0
cibo,praeibo,1
gefält,stellt,1
pferdehufen,donnerton,0
schrancken,brunst,0
tag,mag,1
anzuhalten,zerspalten,1
lacht,ha,0
beehret,jmmanuel,0
dumpf,lautgesungen,0
gebaut,versorgen,0
verstören,gelag,0
muth,an,0
rot,gesellen,0
general,qual,1
schmertzen,hertzen,1
braut,getraut,1
war,fördern,0
nun,thun,1
buch,vergnügen,0
gast,last,1
lauf,begleiter,0
