word1,word2,rhyme
tanz,lanzenstechen,0
toll,geschehen,0
ist,weichen,0
zier,schencket,0
rast,hast,1
geben,leben,1
morgengrau,stahl,0
lieb,hail,0
nächte,vermöchte,1
schertzen,stehn,0
hertzen,schertzen,1
held,gemacht,0
hier,orden,0
umdrehn,krähn,1
da,nah,1
haubt,steh,0
juwele,kamele,1
morgenlied,zieht,1
erfreuen,beschneyen,1
vermischet,wischet,1
nacht,gemacht,1
fügt,allezeit,0
gefar,thau,0
gefallen,ein,0
najadinnen,najadinnen,1
berg,werck,1
ersetzt,ergetzt,1
göttern,donnerwettern,1
ein,schäumen,0
erden,werden,1
laugen,begleiten,0
ermessen,gewinn,0
tagt,versagt,1
lande,bande,1
getön,schön,1
höfligkeit,gibt,0
verronnen,bronnen,1
fort,liebeswort,1
jahre,stunden,0
erschienen,gemacht,0
himmelwärts,brust,0
liebeskus,nein,0
mehr,singt,0
spuhr,fälle,0
verrat,verdammt,0
dahin,sinn,1
sinnen,drinnen,1
zahl,freudenmahl,1
dahinden,binden,1
überzeugen,schweigen,1
menschenkinder,seelenuberwinder,1
bitter,ergiet,0
schärfen,werfen,1
hatten,dachte,0
seite,weite,1
gedrückt,entrückt,1
sippen,lippen,1
wieder,haus,0
an,kan,1
stund,kund,1
tümpel,gekauert,0
geist,heist,1
erdenball,warum,0
verletzen,gesetzen,1
pfand,daraichen,0
seyn,verliebt,0
hassten,schon,0
plagen,stein,0
weg,zweck,1
leben,lippenfiele,0
nordenheld,feld,1
ja,verbrennen,0
wissen,küssen,1
tag,lautenschlag,1
trachten,lorbeerkräntzen,0
schon,gnadentrohn,1
verschränken,leuchten,0
glick,strick,1
spitzen,sonnenstrahl,0
welt,auffstelt,1
übermuth,kindern,0
nicht,licht,1
glaub,glaub,1
bach,alsgmach,1
hegt,erden,0
düne,gründe,0
stark,reich,0
duft,luft,1
last,kahn,0
schlugst,trugst,1
geben,leben,1
krumm,um,1
sommerhaus,tagen,0
weltgebäudes,wolkenkleides,1
hemmt,klemmt,1
ehren,mein,0
post,frost,1
apfelbäume,träume,1
luft,gruft,1
allgewaltig,sehnen,0
umbgeben,begraben,0
gewesen,genesen,1
schlief,brief,1
gehst,verzumpen,0
bunde,sterne,0
seyn,erfreun,1
schreibet,führt,0
frey,nenne,0
seele,liebeshöle,1
zog,hoch,1
ich,dich,1
kind,sind,1
zogen,flogen,1
wege,schläge,1
umgeben,leben,1
zu,du,1
schaaren,waren,1
hüben,trüben,1
erblassen,ruhmelassen,1
ma,las,1
wär,hausen,0
anke,us,0
gericht,besten,0
an,sann,1
najade,bade,1
macht,siegen,0
brot,koth,1
laube,offenbaren,0
zinnen,städterinnen,1
werth,euch,0
schein,funken,0
gelesen,gewesen,1
processen,fressen,1
giebt,freund,0
geriesel,wiesel,1
zieht,belaubte,0
liebe,triebe,1
zeit,vaterland,0
allen,gefallen,1
hand,land,1
lät,klaget,0
dämmerlicht,wohl,0
wiegen,gedancken,0
kommen,zeit,0
versorget,sternen,0
sehnen,thränen,1
verzehrt,augelehrt,1
erblat,reget,0
gleitet,verbreitet,1
überhaupt,bestaubt,1
jagt,wagt,1
paradieseswelt,gethan,0
fassen,geweint,0
dazu,gebricht,0
zeigen,wald,0
bescheren,erwehren,1
verwegenheit,gelegenheit,1
blumengarten,warten,1
lau,her,0
schreit,speit,1
gebohren,hoffen,0
läuffe,hirtenpfeiffe,1
überzwerg,lutterberg,1
gesetze,gnadenschätze,1
treiben,bleiben,1
liebe,seelenhiebe,1
wol,magistrat,0
freudenmahl,lautenschlag,0
sich,mich,1
saal,seele,0
herrligkeit,bereit,1
versehnvergeht,steht,1
hin,kaiserin,1
verdencke,schencke,1
grase,glase,1
mänade,bade,1
schwer,fragen,0
drüberher,sausen,0
düften,triften,1
nassz,morgen,0
bewust,sommerlust,1
vermählen,erzählen,1
beide,zu,0
treue,scheue,1
wol,ist,0
betrübt,pein,0
licht,nicht,1
schlu,mu,1
zurücke,stiegen,0
allein,mich,0
hinaus,fischerhaus,1
haar,zehlet,0
sein,rast,0
blick,nacht,0
müde,erpicht,0
bene,verblümt,0
rast,schneiden,0
ehre,hetäre,1
gehn,nicht,0
ding,gering,1
schwunge,poesie,0
pokale,mahle,1
pralet,malet,1
stelle,thelesillen,0
loth,schämen,0
verlassen,hassen,1
heisset,tretten,0
trommelklang,eisenkette,0
wagen,sehn,0
hebt,matrosen,0
ruh,fehlen,0
liebesflamme,feuer,0
anzufangen,orte,0
fort,ort,1
singet,durchdringet,1
sein,schein,1
noth,alleine,0
dar,zukränken,0
wagen,schlagen,1
feuer,auffgeflammt,0
verloren,mir,0
winkelgassen,blinken,0
kinde,kan,0
lichterloh,froh,1
stand,klein,0
tol,thun,0
sein,königskind,0
liebesspur,gesieder,0
paläste,gezelten,0
profezeit,breit,1
gewitterhusch,orchestretusch,1
bart,tode,0
himmelreich,gleich,1
dolch,molch,1
zergeieln,freudenthränenwein,0
seyn,seyn,1
spiel,minder,0
entrichten,doch,0
abgeneigt,gezeugt,1
zufriedenheit,freude,0
schaute,walde,0
unversehrt,wieder,0
weise,reise,1
morgenrot,tot,1
nider,glider,1
gebeugt,hang,0
kind,windt,1
schwer,luft,0
rauben,gebrülle,0
ihr,thun,0
grünt,dient,1
pfade,gnade,1
tanz,kranz,1
kommen,genommen,1
seelenlicht,einzugehen,0
euch,fleie,0
tisch,fisch,1
gefunden,erfreut,0
sterbe,herbe,1
zierde,alpaster,0
zeit,seidt,1
hassen,gespendet,0
harter,wache,0
leerte,haben,0
sitten,heime,0
gutten,sey,0
sich,ergiebet,0
los,schoos,1
bildni,süden,0
gebühret,vermächtniss,0
ton,schon,1
fassen,lassen,0
gehen,wiedersehen,1
licht,verborgen,0
erblassen,beflissen,0
mond,schlitten,0
mit,nit,1
kinde,entzünde,1
fluthen,vermuthen,1
zier,für,1
ungeheuer,weiher,1
zeigen,steigen,1
flügeln,weyrauchshügeln,1
zahl,schwager,0
wende,behende,1
eitelkeit,freud,1
regnet,begegnet,1
hangen,reich,0
geschieden,frieden,1
aufgestellt,unterbauen,0
koth,lungern,0
anverwandten,trabanten,1
frühlingstriebe,liebe,1
jagen,glühn,0
braut,lo,0
ach,rangen,0
nicht,angesicht,1
palmenstamen,zusammen,1
dir,mir,1
seele,juwele,1
tanz,pfetzen,0
aufgeschnürt,nase,0
leben,geben,1
nahe,darvor,0
jahr,fassen,0
hum,kurzum,1
seyn,dein,1
stritt,betritt,1
fridriciaschulden,gulden,1
würdevolle,wolle,1
beglücken,bücken,1
verlangen,wangen,1
zusammenfügt,vergnügt,1
brechen,bestreiten,0
kreischen,verkehrt,0
spott,gott,1
unterdessen,vergessen,1
lebens,vergebens,1
zu,ruh,1
ist,flüt,1
für,kan,0
gehn,begehret,0
singt,augenlied,0
übermeistern,rhodope,0
haar,zweig,0
bin,schmeichelein,0
wär,rauben,0
vergehn,bestehn,1
brust,must,1
flötet,röthet,1
nicht,nicht,1
schwoll,wieder,0
feldern,entlang,0
aufgethan,an,1
zeugenwolck,dir,0
noch,nicht,0
laden,stern,0
verstrickt,entrennet,0
lauff,meister,0
heran,weise,0
blitzen,salbungslehren,0
stehen,leben,0
weinen,threnen,0
liebe,liebe,1
gegengift,grün,0
erwehret,gekehret,1
tand,pfaffen,0
kraft,tropfen,0
sehe,sonntagsruh,0
friedensrichterinn,königinn,1
jahren,kauff,0
rücken,ruh,0
thron,werden,0
vogelin,dahin,1
lesen,verwesen,1
welt,winkt,0
wüthet,verrückt,0
schmatz,ruh,0
andern,wandern,1
paaren,sack,0
gleich,reich,1
zahl,schaal,1
seelenuberwinder,geübt,0
nieder,fieber,1
engelzungen,gesungen,1
blanken,schranken,1
feind,einer,0
taubenhaus,aus,1
lohn,thron,1
hölle,beute,0
ziern,stirn,1
singen,macht,0
leiden,geno,0
liederbrut,strafe,0
büsse,süsse,1
haus,heraus,1
perspectiv,tief,1
arm,erbarm,1
kammer,gesät,0
macht,erdacht,1
auf,erfreun,0
höh,eleonore,0
schön,pflücken,0
ungestüm,oesterreich,0
verzehrt,begehrt,1
sprossen,aufgeschlossen,1
spitze,hat,0
cho,a,0
sprang,lang,1
schlangen,tritt,0
glaubens,tücher,0
höllenschlund,mund,1
schont,stehn,0
farbenschein,rhein,1
zymbelklang,hochgesang,1
gesorgt,arme,0
zahl,tag,0
abenteuer,ungeheuer,1
camerern,mitte,0
gnade,schade,1
amazone,krone,1
vatertreu,bey,1
gold,nectarwein,0
schatten,matten,1
geben,legen,1
leuchte,feuchte,1
nacht,tragen,0
alldar,grei,0
duft,luft,1
leer,sündenclausen,0
himmel,tiefer,0
lauff,mühte,0
regiret,bedeckt,0
ungestüm,giebt,0
kühn,possen,0
angesicht,nicht,1
puvpurmund,purpurmund,1
beginnen,erlaubt,0
walten,sinn,0
allein,gehn,0
kunst,pein,0
versprochen,freyet,0
bin,patiente,0
götterschenke,getränke,1
fallen,frucht,0
morden,mongolenhorden,1
bild,mild,1
garnison,bataillon,1
siege,siege,1
obrigkeit,sagen,0
ordensbändel,abendpendel,1
haus,heraus,1
verneuet,freuet,1
gefällt,geschrieben,0
freun,gesellt,0
aufgehört,weisen,0
geld,welt,1
hinrauffen,haar,0
gedencket,zeit,0
schallt,bringt,0
bräutigam,laut,0
nacht,macht,1
rotte,schöne,0
lachten,floramor,0
gemacht,ungeacht,1
nun,thun,1
thor,stiehlt,0
eigenthum,herum,1
glücke,zurücke,1
eilen,trauerzeilen,1
scheinen,ungewitter,0
kommen,seyn,0
klingen,traumseligkeit,0
wort,bewiesen,0
bahn,kan,1
blitzen,überall,0
gehör,appreteur,1
tiefen,ruht,0
erwacht,nacht,1
vieh,ie,1
welt,natur,0
blicke,zurücke,1
werth,nachtigall,0
wort,mich,0
nicht,pflicht,1
flecken,alt,0
gefehlt,gezehlt,1
spott,frieden,0
schauet,bauet,1
lust,brust,1
steiget,entzücket,0
quacksalberey,nun,0
zigeunerdirn,gefunden,0
schon,hand,0
schnörkelei,sitten,0
unterricht,schulgelehrsamkeit,0
wiegen,liegen,1
liebe,christo,1
gedeyen,preisen,0
widerstunden,zeit,0
herscht,recht,1
lust,mache,0
sparren,narren,1
credit,herr,0
lacht,höh,0
heuchelthränen,sehnen,1
winden,see,0
verlangen,empfangen,1
höre,glück,0
betrübt,gesiebt,1
herum,kurzum,1
geschahe,her,0
hand,pfand,1
helden,kummer,0
sonnenschein,wieder,0
pracht,frauen,0
leise,reise,1
magnet,dreht,1
umstricket,doch,0
weint,hände,0
sass,frommen,0
überwinden,leute,0
seyn,vergnüget,0
betrogen,getöse,0
hervor,menget,0
gesetzt,kan,0
georgen,borgen,1
sinn,bin,1
gemacht,veracht,1
bekleiben,stadt,0
schein,verleihn,1
bringt,nach,0
hassen,erfassen,1
geschlitzt,vergeht,0
see,gefieder,0
weicht,ausgeleert,0
lieben,überblieben,1
führt,zerrinnt,0
stunden,gebunden,1
erlangt,geblüte,0
gauch,dornenstrauch,1
stehn,angetraut,0
gefahr,lie,0
trunkenheit,fröhligkeit,1
flüstert,neigen,0
brod,tod,1
entztehest,walde,0
thal,viele,0
brüste,vielgeküte,1
zerrinnt,wind,1
schertze,hinein,0
mehr,west,0
eitelkeit,hand,0
schlug,waise,0
inauguralprogrammata,dissertazionen,0
spiel,wil,1
verzehrt,gehn,0
hände,froh,0
ein,sprach,0
schachte,machte,1
wär,liebestrunken,0
verbinden,ankunftwürden,0
nicht,bricht,1
erblickt,geschickt,1
ich,ich,1
allerley,verwacht,0
hertzen,vergessen,0
bürde,würde,1
gehalten,alten,1
treffen,äffen,1
übertroffen,lustgesange,0
beyde,tugend,0
liebesneigen,zeigen,1
trüeb,gail,0
nieder,lider,1
hinaus,haus,1
schwein,sich,0
worden,geschickt,0
adlerschwingen,schwung,0
gekleidet,vor,0
hand,vaterland,1
himmelsbogen,aetherwogen,1
reitern,scheitern,1
zöpfe,abgeschnitten,0
beine,triumph,0
entfremden,sklavenhemden,1
sinn,binn,1
geschichte,geschichte,1
stand,hand,1
koth,lungern,0
plagen,brust,0
verbunden,gelibt,0
übersteigt,auszuspühren,0
stunden,eingefunden,1
ein,seyn,1
höh,weh,1
blut,gewähren,0
plagen,nachzusagen,1
dar,erden,0
wagen,zagen,1
gedacht,aufmacht,1
wand,hand,1
lust,legt,0
zieret,zeit,0
quacksalberey,löffeley,1
kund,trügen,0
vertraute,du,0
geschrieben,nachzuahmen,0
vor,bachuschor,1
mir,mich,0
kannte,brannte,1
tanz,flur,0
gemunkel,gefunkel,1
licht,nicht,1
rief,tief,1
ruhestelle,füssen,0
übersezen,schäzen,1
an,knall,0
leer,mehr,1
habe,gabe,1
sey,kränken,0
singt,kind,0
geschmeid,ehrligkeit,1
zurük,stum,0
altar,gefahr,1
bronne,sonne,0
sinn,hin,1
stunde,munde,1
nannten,quell,0
mal,jagen,0
dank,rang,1
seele,hirn,0
ruh,ein,0
leben,kan,0
zugesagt,hervor,0
hinaus,schragen,0
hie,paradies,1
hand,blicken,0
spital,stehen,0
haaren,gewichte,0
lorbeerlaub,geeint,0
tho,io,1
gefallen,aus,0
lust,brust,1
geschiehet,fügen,0
trug,wolkenzug,1
kan,namenslicht,0
freuden,stört,0
hereingetreten,gebeten,1
charitinne,sinne,1
kraft,hahnreyschaft,1
tobten,maulwurfswahn,0
cibo,praeibo,1
gut,begehren,0
vollendet,nacht,0
verliebt,machen,0
ich,sein,0
schein,haus,0
herze,legt,0
scheer,krähn,0
widerstund,nennt,0
steinen,seinen,1
pochen,gebrochen,1
tempel,exempel,1
einsamkeit,lieben,0
stunde,munde,1
gaden,laden,1
kan,her,0
wärme,bang,0
gewissen,tönen,0
eingeschlafen,ach,0
zeit,gütern,0
verwand,zublühen,0
schmerzen,wird,0
ruhen,bahn,0
seyn,ein,1
verscheuchen,gleichen,1
linde,finde,1
hof,thränenflor,0
deuter,erzbärnhäuter,1
untergehen,hast,0
krafft,friede,0
gewahren,lunten,0
tönen,wagen,0
gedulden,schulden,1
himmel,kriegsgetümmel,1
angesichte,feur,0
festzustecken,entdecken,1
behangen,flickt,0
pflegen,leben,0
mehren,kehren,1
schmücken,entzücken,1
gott,gebot,1
geschlacht,gemacht,1
hin,fliehn,1
heiliget,füssen,0
purpurröthe,kanonenknall,0
gunst,beschönet,0
geschehn,richte,0
scherbe,sterbe,1
leben,acht,0
geführt,entlang,0
getrieben,ehr,0
seyn,geben,0
wechselkus,wiedernäme,0
geschlecht,recht,1
bedeckt,erschreckt,1
blühst,fliehst,1
lehret,ehret,1
most,getrost,1
derzu,leberwurst,0
a,dra,1
steh,erquickt,0
noch,joch,1
gemeine,steine,1
gefunden,andern,0
verschönt,tönt,1
mir,verlust,0
vermügen,alleine,0
trat,eingefasst,0
erden,werden,1
gebilde,asenschilde,1
sünden,finden,1
droben,loben,1
an,auf,0
weiter,blumenbrünnen,0
genant,erkant,1
brust,sinnenlust,1
kunde,munde,1
verwahrt,art,1
kindespflicht,tragen,0
queelt,entseelt,1
blut,blick,0
plaget,saget,1
erlangt,sinn,0
glätte,sollt,0
auff,drauff,1
oft,aus,0
kracht,renner,0
grämen,singt,0
weiden,führen,0
fahrt,kleinode,0
grunde,zeit,0
gewerbe,erbe,1
ausgehöhlt,halbbeseelt,1
bleich,gleich,1
gleich,anraitzen,0
lösen,bösen,1
tümmer,glaubenskräffte,0
zeit,erneut,1
verführet,rühret,1
wildverkehrter,schwerdter,1
verspricht,nicht,1
verschweigen,fein,0
binden,finden,1
geneigt,spiel,0
grämen,nehmen,1
thaukrystallen,fallen,1
überaus,art,0
bethaun,schaun,1
unbeflekkt,adel,0
blut,flut,1
königsdichter,hofgelichter,1
jugend,fröhlichkeit,0
gestiegen,liegen,1
lärmet,hinaus,0
geschehn,gesehn,1
arm,machen,0
erdacht,gebracht,1
steht,geht,1
scheide,schneide,1
schied,knaben,0
erkohren,geboren,1
leiden,freun,0
ist,zerfrist,1
prangen,lust,0
giebt,liebt,1
vorüber,leide,0
rossen,treiben,0
weckt,deckt,1
ceder,stehn,0
überzwerg,scherg,1
flüssen,küssen,1
zeit,bereut,1
feuerwellen,schuld,0
liebt,jericho,0
zwingen,dringen,1
tantz,ehrligkeit,0
muht,gut,1
vor,weib,0
theurer,leirer,1
sein,sonnengolde,0
geblieben,gekräncket,0
reimen,lorberbäumen,1
küssen,mund,0
haben,gaben,1
amselschlag,tanz,0
ab,herab,1
licht,angesicht,1
kragen,thron,0
vereinen,scheinen,1
seiden,kleiden,1
schein,ein,1
schaar,haar,1
aus,hau,1
rast,schlos,0
welt,angestellt,1
lieben,höfligkeit,0
vergangen,gefangen,1
trifft,verliebt,0
berauben,ruht,0
für,saugen,0
psalliren,verspüren,1
zweige,leiche,1
gähnt,sehnt,1
gauckelspiel,ziel,1
verwinden,gegolten,0
gewandt,bewust,0
winkt,leer,0
hingesunkener,trunkener,1
gstalt,fahrt,0
tisch,gemisch,1
zal,alzumal,1
festzustecken,auszustrecken,1
tichten,richten,1
rätseleier,schreier,1
den,erheben,0
glühen,gesicht,0
hin,läst,0
beginnen,sacklinnen,1
ansticht,spricht,1
her,mehr,1
erfült,reicht,0
entlaubt,zurück,0
todtenbahr,jahr,1
entzündt,ein,0
rossen,könig,0
blo,los,1
ihm,flicht,0
bär,gefüllt,0
bekand,bestand,1
pfauen,ihr,0
mir,begier,1
hertz,himmelwerts,1
entgangen,dingen,0
drücken,gelegt,0
kahler,thaler,1
vogelnester,gras,0
dringen,niederringen,1
wehen,krähen,1
gegrübel,sei,0
gebracht,wär,0
allein,freude,0
weid,leid,1
getreibe,mondenscheibe,1
wanken,geisblattranken,1
verfalle,verfalle,1
sand,entzückt,0
nun,schauen,0
munde,lohn,0
mich,reuen,0
gehst,stehst,1
lieb,trüeb,1
verdüstern,wiegen,0
allein,schön,0
umlaubt,gesind,0
kleid,eitelkeit,1
hin,gewinn,1
de,freud,0
trägt,zerschlägt,1
ichinniglich,dich,1
blau,au,1
baitzen,brust,0
gefallen,schallen,1
welt,hingestellt,1
rumpfe,mit,0
schafen,schlafen,1
anzuzeigen,schreibt,0
lachen,machen,1
erschallen,allen,1
blühe,ziehe,1
seyn,herein,1
stellen,zinn,0
feuerschlünde,kriegesgründe,1
kummer,tugend,0
verdringen,singen,1
bauen,anschauen,1
ebenbild,wohnt,0
silvia,da,1
mittagszeit,wort,0
luft,bedauert,0
verzehren,stören,1
blümelein,zwingen,0
licht,zerbricht,1
diamant,stand,1
gefangen,verstrickt,0
tribüne,stünde,0
reich,gleich,1
hurrah,da,1
steckt,wei,0
enden,morgenfunken,0
hingeflohn,davon,1
sterne,ferne,1
zugestellt,leben,0
probirt,gebührt,1
singe,singe,1
verwegenheit,dürsten,0
schelmgezücht,freuen,0
au,senken,0
kann,schlank,0
täntze,kräntze,1
liebe,triebe,1
paar,dringt,0
geschüttelt,zimmern,0
land,qvillt,0
erwerben,verderben,1
ehre,gehöre,1
erwachen,machen,1
welt,bestellt,1
mir,für,1
ferne,sterne,1
frey,hingerafft,0
geschwungen,umschlungen,1
enorm,heer,0
allen,spielen,0
kam,zahm,1
krantz,gro,0
gleiten,leiten,1
wollen,sohnes,0
aufgethürmt,stürmt,1
matten,sucht,0
gepflogen,augezogen,1
geworden,schlaugeworden,1
schwinden,empfinden,1
nieder,kothurne,0
öde,blöde,1
gefahren,hitz,0
juwele,kehle,1
ungeacht,an,0
verfüget,schein,0
umschlungen,gesungen,1
weicht,paar,0
ticken,maass,0
zahn,bahn,1
süssigkeit,triumfieret,0
kennen,gesehn,0
kalt,eichenwald,1
auch,gästen,0
kissen,wunde,0
schwachen,ende,0
walten,lauffen,0
vorauf,drauf,1
licht,zu,0
panzer,hand,0
gedancken,schrancken,1
bin,nachbarinn,1
gedacht,mag,0
asenschilde,traum,0
volke,genossen,0
gen,trösterinn,0
dann,sang,0
hört,schwört,1
erhellen,zerschellen,1
fünsternüssen,wissen,1
geld,federfeld,1
orden,worden,1
mauern,bedauern,1
schmerz,hat,0
kräffte,pflicht,0
schwellen,schellen,1
bach,nach,1
auch,auch,1
allein,freun,1
kapitolin,ziehn,1
ist,ist,1
fontaine,migräne,1
haars,wars,1
gier,durchweht,0
hold,erben,0
rosenreihn,fein,1
windet,erfreuet,0
schlacht,männer,0
zuvor,regieren,0
treu,reu,1
leben,dämmerlicht,0
haus,gänge,0
welt,beygesellt,1
frommen,kommen,1
ist,erden,0
schellt,gehirnen,0
judasfeuer,freyer,1
gespüret,überlassen,0
begehrt,lacht,0
morgeroth,ge,0
begräbt,aufgeweckt,0
höh,libert,1
gut,blut,1
gut,eins,0
gleicht,wangen,0
jahre,geschicht,0
verloren,zeigt,0
sterne,gerne,1
ging,ding,1
scheide,leide,1
tagelohn,gnaden,0
gefehlt,behält,0
fürwahr,gefahr,1
hier,gewesen,0
wasche,luft,0
gezogen,schmerz,0
giebt,virtuose,0
wehn,sehn,1
schlacht,nacht,1
band,liebe,0
verwehret,meiner,0
fechten,frommen,0
kehren,gewehren,1
lust,bringet,0
sehn,ehrenreich,0
loben,oben,1
krafft,hingerafft,1
kan,an,1
spottet,venus,1
kann,jahr,0
lüfte,düfte,1
stehn,untergehn,1
seyd,raspen,0
verwandelt,gemüthe,0
seyn,schrecken,0
wagen,will,0
dar,wahr,1
scheuet,wagen,0
wechselstand,gestiegen,0
munus,unus,1
verstand,gelihen,0
drückt,rückt,1
genug,schönen,0
hat,gesprochen,0
hervorgethan,kan,1
meh,gseh,1
plautius,mu,1
bewegen,gesehen,0
thränen,bewegt,0
herz,will,0
rubinenfeuern,glitten,0
auffgehn,stehn,1
flächen,weide,0
bitterkeit,lebenszeit,1
wein,schwesterlein,1
angeerbet,auff,0
gelücke,zurücke,1
fleust,feuergeist,1
hin,raub,0
du,ruh,1
zersplittern,zittern,1
nicht,an,0
würde,verfasster,0
steh,erden,0
seite,reite,1
höhen,nachzusehen,1
zubedienen,sternenchor,0
blatt,matt,1
gedanken,schwanken,1
sage,treibt,0
kehrt,gewehrt,1
gesezzet,pfand,0
mark,gleich,0
gefällt,welt,1
gebeten,getreten,1
ist,geküt,1
stund,goh,0
seyn,ein,1
allein,seyn,1
heilen,eilen,1
blitzen,entzwey,0
sinnlichkeiten,enthält,0
blutvergiessen,tod,0
weiter,fabelstrand,0
tempel,an,0
mären,lehren,1
watten,sich,0
kapuzinerberg,jungfräulein,0
saffiren,zierde,0
land,band,1
smaragd,strahlen,0
erwählt,muthbeseelt,1
nach,brach,1
freund,hin,0
gekommen,scherz,0
geduldig,schuldig,1
hast,geschlagen,0
epigonenthum,brate,0
flammen,zusammen,1
dir,erlesen,0
zittern,schüttern,1
kunst,gunst,1
sogleich,fein,0
gleich,bleich,1
gäntzen,cräntzen,1
stiften,erbe,0
kan,geiste,0
haft,rebensaft,1
gesicht,werden,0
wehe,träuft,0
pusserenen,flatterschönen,1
macht,lacht,1
wil,de,0
gewin,ich,0
schnürt,schrei,0
klingt,singt,1
blickt,kaum,0
gewebe,schätzen,0
mores,auditores,1
entschliefen,riefen,1
ruhte,brennt,0
sehn,müssen,0
lust,brust,1
bethauen,welt,0
gefällt,sind,0
quell,hell,1
leicht,weicht,1
sonntagsruh,kakadu,1
aufgeschlagen,flut,0
bekandt,bewegen,0
scherz,herz,1
zweigen,steigen,1
kind,gethan,0
vberfält,hält,1
sitzt,beschützt,1
mären,lehren,1
new,frey,1
viere,auf,0
erschalle,machte,0
gefar,war,1
mich,werth,0
führet,berühret,1
ende,tagelöhner,0
gehen,winke,0
feil,sat,0
geglommen,gekommen,1
brust,lust,1
trug,ergo,0
geschlechter,gebracht,0
zeit,brände,0
engelseele,erdenmängel,0
thränen,wähnen,1
gedanken,aufgeweckt,0
erhöht,vergeht,1
still,trauerwust,0
lachen,herzen,0
verrint,nie,0
trautgesell,hell,1
glanzgeflimmer,todtenuhr,0
wächterlein,sinkt,0
zu,wangen,0
froh,entlang,0
geleitet,rechte,0
getreten,schaar,0
marmortreppe,ruht,0
herde,erde,1
jungfräulein,seiden,0
bewegen,entgegen,1
prügelei,hin,0
klüfte,grüfte,1
ginge,sprach,0
scherzen,herzen,1
blutbenetzt,verletzt,1
hüten,wüthen,1
ein,schein,1
beladen,gnad,1
güte,dencken,0
lust,gewut,1
zuschmähen,auersehen,1
nein,fügt,0
schuld,recht,0
seltenheit,zeit,1
trauben,blumenscherben,0
welt,hält,1
erkenntni,geständni,1
schwanenfedern,eis,0
wilt,alsknechtmagdverbund,0
wär,umdrehn,0
genaht,gebein,0
einmahl,zahl,1
sümpfe,war,0
ein,allein,1
schimmern,himmelszimmern,1
rosen,seyn,0
wir,thut,0
sündenthron,ysopen,0
springet,muth,0
freudenleben,ben,0
hart,erleuchtet,0
tagen,tragen,1
nicht,jnseltlicht,1
kahne,abendrot,0
ersterbe,bade,0
wendet,macht,0
zelinden,beschreiben,0
verbotenfragt,esklagt,1
nicket,wehrt,0
stralt,gemalt,1
vaterland,sprühten,0
süden,lebensmüden,1
weise,kugelrund,0
eigen,reigen,1
hundeblume,wehtume,1
brust,verhüllet,0
ori,chori,1
lustgeleit,freundligkeit,1
gehört,werth,1
kind,musen,0
versöhnen,rast,0
üben,nahmen,0
verleihn,seyn,1
