word1,word2,rhyme
seyn,wehen,0
gebunden,üben,0
hergenaht,rath,1
glücke,zurücke,1
heute,erneute,1
feldern,seegen,0
tizian,saal,0
sonnenneige,norden,0
werden,leid,0
hiefe,näher,0
greis,sprechen,0
gelispellose,wolkenspalte,0
frommen,eingenommen,1
ausstaffirt,ziert,1
zeiten,saiten,1
verzagen,stultius,0
mittelmann,an,1
schwingtund,singt,1
gesetzt,namen,0
geschwind,sind,1
zeit,leid,1
aue,erhoben,0
lassen,gelten,0
schein,verschwinden,0
gebricht,spricht,1
streut,vergünt,0
schmertzens,gru,0
ziehen,fliehen,1
erstaunen,faunen,1
tagen,ertragen,1
stärcke,ein,0
frank,la,0
aus,zungen,0
vergnügt,obgesiegt,1
leben,sturbe,0
hat,grösser,0
erde,orden,0
macht,nacht,1
verwirrt,schülerin,0
erden,werden,1
gestell,spielgesell,1
zieret,strahle,0
verschliet,ist,1
stechen,brechen,1
träumt,schwillet,0
stehen,thür,0
schreiben,geist,0
sinn,bin,1
werde,erde,1
linde,winde,1
victoria,victoria,1
liebe,triebe,1
canaan,angethan,1
nun,gestillt,0
nacht,herz,0
zu,thu,1
sündenkoth,sünden,0
beglänzen,bekränzen,1
allhier,zier,1
nass,gras,1
verwahrt,art,1
niederschaun,führen,0
zuspüren,wohlgefiel,0
osten,hurrah,0
gläube,bleibe,1
zu,blicken,0
engelrein,seyn,1
innen,soll,0
zurücke,tücke,1
tod,her,0
buch,bund,0
wiegen,liegen,1
gott,schwert,0
stein,bilde,0
lachen,klein,0
nicht,gebricht,1
sind,lebensbäumen,0
gerühret,verliehret,1
hirt,wird,1
könnt,nennt,1
fliest,wunderkinde,0
satt,statt,1
tag,verwacht,0
geflochten,vertraut,0
thätigkeit,zeit,1
vergehen,auszudeuten,0
wind,neiden,0
rasenbank,umschlang,1
sohn,schon,1
nachtigallen,schallen,1
tag,mag,1
schmertzen,hertzen,1
rost,umtost,1
geht,barmhertzigkeit,0
redligkeit,sitten,0
gebricht,ersetzet,0
ab,seyn,0
noth,todt,1
gaben,begraben,1
nieder,pupurzelt,0
geliebet,nur,0
behend,kinderschuhe,0
tannewald,tho,0
gehen,stehen,1
riese,erträglich,0
wolte,gro,0
sonnenblicke,hatten,0
gesang,klingen,0
liebeskraft,dein,0
heucheley,sey,1
ruhmesschall,feld,0
nicht,nicht,1
schön,gehn,1
hinnen,abgewinnen,1
entsezt,grund,0
macht,lacht,1
dazu,entflohn,0
stunden,empfunden,1
memme,stemme,1
gedrungen,sitzt,0
schalen,seyn,0
erthönest,ungescheut,0
krügen,zügen,1
gro,thaten,0
blut,seelenlicht,0
gelegt,bewegt,1
berochen,hat,0
mir,dir,1
schlicht,gedicht,1
sehn,jahre,0
hertz,himmelwerts,1
mu,schlu,1
erkohren,geboren,1
zu,stirne,0
lipppensafft,geschafft,1
braust,befreier,0
liebe,liebe,1
lande,sande,1
lieder,dampf,0
reichen,gleichen,1
bild,erfüllt,1
quilt,enthült,1
gesagt,wagt,1
iedermann,an,1
geist,nahmen,1
thaten,mirtenbüschen,0
leid,schuld,0
gesind,kind,1
stöhrt,legen,0
gezwungen,migelungen,1
herab,sang,0
wind,auch,0
entbrannt,vaterland,1
fieberlast,sinn,0
seide,sieglinde,0
gleicht,schleicht,1
gezeugt,cola,0
bewohne,sohne,1
schmertze,hertze,1
rose,scheinen,0
geben,sprach,0
dir,fehlen,0
leben,nach,0
überley,fischerey,1
kranken,gedanken,1
erwählet,unterpfand,0
hebt,her,0
leer,mehr,1
versuchen,garten,0
kind,gesinnt,1
aufgeweckt,leben,0
empört,stöhnte,0
empor,licht,0
armen,seyn,0
dabei,sinn,0
bedecket,erwecket,0
seide,dienen,0
siegen,unterliegen,1
frieden,liebe,0
waldvögelein,schreyn,1
an,sich,0
mauern,düster,0
wintersnoth,bedinget,0
noch,hat,0
journal,einmal,1
wort,ort,1
erlesen,gewesen,1
stehn,gehn,1
küssen,klee,0
doch,noch,1
verklärt,blicket,0
andern,wandern,1
nicht,ergetzet,0
hat,rath,1
rein,nein,1
gesehn,ziehen,0
gangen,angefangen,1
schäferey,schlafen,0
geflossen,verschlossen,1
rund,zuckermund,1
wagen,zernagen,1
liebe,liebe,1
hernieder,dann,0
grüften,labe,0
unwandelbare,einzigwahre,1
fort,wort,1
güte,gemüthe,1
geschüttelt,zimmern,0
weihrauchschwehlen,kehlen,1
vergangenheit,erblickt,0
schauen,vaterland,0
ohngefehr,her,1
erscheinen,mehren,0
ersiegen,erflüstern,0
hin,bin,1
sonneschein,regen,0
augenblick,sorgen,0
beschämen,nehmen,1
licht,spricht,1
herrn,speer,0
erklungen,gaben,0
us,hus,1
pfeilen,teilen,1
durchflossen,aufgeschlossen,1
spitzen,sitzen,1
stande,schande,1
witt,gmerkt,0
gebot,sizt,0
lacht,lacht,1
flur,weide,0
gras,vogelnester,0
kommen,genommen,1
gestorben,nette,0
hin,sinn,1
us,a,0
füssen,wissen,1
sinnend,hinde,0
vermischen,erfrischen,1
blick,gestalt,0
augen,laugen,1
scho,wischen,0
leben,hadersleben,1
tragen,entsagen,1
kirchhofsschauer,spielen,0
arm,erbarm,1
einsamkeit,jederzeit,1
erwacht,prangen,0
füge,beschleust,0
entlang,gesang,1
nacht,magd,1
streun,rosenblume,0
liebe,will,0
zu,ruh,1
wein,schrei,0
gnadenreich,gleich,1
freind,feind,1
kinderspiel,zuviel,1
jahren,waren,1
schenken,hören,0
gleichen,schleichen,1
erhitzt,licht,0
speyte,klang,0
krafft,schätzen,0
beschieden,gott,0
seele,blut,0
ehr,bestöllen,0
schranken,saiten,0
breit,herlichkeit,1
dienen,grünen,1
reiben,wehr,0
bestrickt,erblickt,1
dafür,bier,1
spielgeno,schlo,1
mich,getreuer,1
feuer,glut,0
willen,amaryllen,1
blau,au,1
zier,mir,1
geht,hin,0
seyn,begehrt,0
her,her,1
westen,vesten,1
gral,sclavenmal,1
anzuschauen,auen,1
braut,gast,0
nationen,bewohnen,1
thräne,gemach,0
erstiegen,besiegen,1
dornenbahn,lieben,0
bild,erfüllt,1
gottesdienste,währt,0
weist,mohn,0
hold,goht,0
spühren,gethan,0
welt,gethan,0
nachbarschaft,gewalt,0
kind,wind,1
kauf,seyn,0
vogelin,dahin,1
bist,gatten,0
beharrt,gang,0
bäumen,träumen,1
braut,angetraut,1
weiber,schreiber,1
sack,an,0
meeresfluth,bricht,0
tugendzier,für,1
wald,erregt,0
herrligkeit,zubereit,1
gethan,an,1
fledermau,gut,0
geeint,nachgeweint,1
seyn,geld,0
blind,andern,0
glut,thut,1
verwahrung,hinan,0
mut,gebein,0
gelogen,feind,0
ehrenstamme,ausgerissen,0
eichenhorst,reichsbaron,0
empor,pusikan,0
braut,vertraut,1
kam,nahm,1
aus,haus,1
mann,neu,0
ein,sein,1
mänade,bade,1
gethan,galan,1
grab,einmal,0
küt,ist,0
buch,tuch,1
sterbligkeit,vergehen,0
luft,wasserfee,0
hat,seit,0
ein,stunde,0
haus,hinaus,1
gewissen,wort,0
reise,waise,1
blo,gro,1
kellerloch,noch,1
ziert,führt,1
theuer,schmertz,0
stillen,kan,0
an,treiben,0
angesehen,stehen,1
meinetwegen,drum,0
allein,seyn,1
tragen,zeichen,0
zeitvertreib,rohr,0
erjagen,leib,0
wort,hort,1
weiten,gleiten,1
schwebet,belebet,1
hell,beben,0
zähren,gebären,1
tantz,glantz,1
bequämt,jugend,0
moment,minute,0
kränken,fern,0
gerathen,wunderthat,1
bespritzt,aufgeritzt,1
tanz,kranz,1
gleich,zweig,1
stumpen,emerenzgen,0
zuverstehen,stehen,1
wald,bald,1
weh,föhnentlaubt,0
grüfte,segenspender,0
schreiten,vorübergleiten,1
verlassen,erblassen,1
bereit,gebrennt,0
kan,nemen,0
überwogen,wonne,0
weyhen,ligen,0
schlösser,grösser,1
erzählen,viel,0
gemacht,liede,0
bringe,dinge,1
nur,todtenuhr,1
rausch,gemach,1
sinn,sey,0
fein,verschweigen,0
hertze,kertze,1
feuer,freyer,1
weinen,sprengen,0
mu,steiget,0
lacht,nacht,1
bewust,brust,1
creatur,natur,1
hoffen,gestorben,0
sin,dahin,1
ruhn,grabe,0
bedauern,beseelen,0
wol,abtrennen,0
maid,weit,1
sie,küssen,0
nehmen,ende,0
entziehen,allen,0
bleiben,nicht,0
seide,sterbekleide,1
gefahr,bemüht,0
sichdrang,tanenkerzen,0
ausbläst,bestreiten,0
mir,ihr,1
heucheleyen,reisen,0
eisen,preisen,1
schlief,geflogen,0
brach,sprach,1
lencken,will,0
schmachten,rund,0
seyn,brennen,0
sternen,bernsteinkernen,1
hertzen,leben,0
tapfferkeit,sternenkrei,0
gossen,aufgeschossen,1
erden,werden,1
welt,feld,1
begehr,wissen,1
bedacht,gebracht,1
streichen,entweichen,1
leben,geben,1
hände,ende,1
hatten,überschatten,1
weib,marmorleib,1
lust,brust,1
erkracht,beygebracht,1
verdrieen,mähr,0
müssen,festen,0
geh,entgegen,0
verbindt,stricke,0
erben,werben,1
heerd,begehrt,1
seyn,stunden,0
knieten,pfahle,0
mir,wofür,1
grau,vergnügen,0
qual,jammerthal,1
hedräun,wacht,0
maschine,dache,0
hausen,lebensgeister,0
werth,sterben,0
hügel,spiegel,1
mag,macht,0
nicht,feiert,0
brauch,gauch,1
befeuchtet,gegenwart,0
erben,färben,1
hinzugehn,ersehn,1
demuth,wehmuth,1
schmückt,erquickt,1
wiederfahren,licht,0
gesang,verzagen,0
schenken,stehen,0
erschol,vol,1
freudenschein,dort,0
seyn,seyn,1
eingeritten,prophetenstadt,0
reihn,töchterlein,1
finden,macht,0
hut,blut,1
pracht,nicht,0
weib,geschrieben,0
scho,no,1
saal,spital,1
rohr,empor,1
dir,allhier,1
bekleibt,gläubt,1
lebenslauf,gericht,0
ab,grab,1
dienen,geister,0
vieren,hinab,0
gesellen,machen,0
zug,bug,1
solte,holte,1
gefahr,geschämt,0
beet,morgenröt,1
ocean,beulenbahn,1
allein,seyn,1
heimverlangen,verleugnen,0
sinn,begier,0
verfluchten,juchten,1
hin,suchen,0
leben,schau,0
gepflanzt,seh,0
zweck,toll,0
send,mir,0
spüre,mir,0
hetzt,sagt,0
gefahr,jahr,1
welt,foeminae,0
sind,pflegen,0
sebeln,singen,0
nicht,gebricht,1
hatten,werden,0
glücke,schicke,1
grämen,macht,0
verborgen,wachsamkeit,0
gesäugt,schwächet,0
noht,tod,1
maid,toben,0
an,wohlgethan,1
wissen,liebesflammen,0
herdes,pferdes,1
weit,abendzeit,1
schertze,will,0
verletzen,schätzen,1
hum,herum,1
freun,wein,1
werden,traum,0
bücher,tücher,1
wieder,lieder,1
nicht,nicht,1
gwis,paradies,1
bauen,geborgen,0
unterricht,lachen,0
goldesklang,blut,0
zweig,herzensgrund,0
winde,beschert,0
nicht,nicht,1
eigenthum,gelegt,0
bergesschlunde,rächen,0
gerüttelt,abschiedszorn,0
glauben,erlauben,1
kinde,geschöpffe,0
verleitet,seyn,0
bescheret,verwehret,1
schein,küssen,0
schoo,herz,0
düstern,bald,0
hallelujah,da,1
geschrey,zeit,0
gluth,heldenmuth,1
dieb,lieb,1
wohlgefällt,lauberhüttenfest,0
seid,beschert,0
frayd,layd,1
schragen,kinder,0
nacht,pracht,1
leichen,schätzen,0
geleite,reventlow,0
fakel,orakel,1
stumm,warum,1
do,scho,1
sang,schweben,0
küsst,ist,1
hinauf,mark,0
drein,geifer,0
und,soll,0
a,mattethal,0
finden,verschwinden,1
general,erwacht,0
kan,gethan,1
streitet,entgehn,0
gethan,kan,1
geneigt,dahin,0
schwestern,ehegestern,1
mitternacht,schlacht,1
kan,schnell,0
getroffen,hoffen,1
erd,werden,1
schöne,bene,1
kron,thron,1
unentschieden,frieden,1
verstreuet,sturmesbraus,0
paaren,ersparen,1
freuden,frauen,0
fragen,sagen,1
westen,gästen,1
ligen,ehr,0
schmerzenlos,sorgen,0
hier,ihr,1
entsagen,klagen,1
evangelio,wit,0
fest,was,0
genommen,deine,0
thron,sohn,1
vorbei,rasten,0
man,bein,0
freude,höle,0
traum,wonne,0
ding,ertheilte,0
wir,führ,1
hieher,wär,1
gleich,allhier,0
aus,kennen,0
doch,noch,1
grund,mund,1
neuerwacht,nacht,1
heit,kan,0
nacht,pracht,1
scho,sehen,0
gethan,kann,1
flimmer,schimmer,1
licht,gesicht,1
finsterni,vlie,1
weg,balsamirt,0
locken,erschrocken,1
bekennen,darvon,0
nicht,nicht,1
scheitel,eitel,1
feyern,singen,0
solt,wolt,1
kümmern,ihr,0
gefiel,nil,1
augestossen,gunst,0
nicht,wicht,1
sein,liebespein,1
mordgesellen,fällen,1
todten,geringe,0
blatt,kummersatt,1
vergangen,verlangen,1
gewut,brust,1
neu,bey,1
seyn,weinen,1
erreite,plagen,0
mir,flei,0
hand,stand,1
strahlen,riesengräbermalen,1
hätt,dundersnett,1
verkennet,genennet,1
bedanckt,da,0
kriegt,liegt,1
fährt,entrinnen,0
bahn,haupt,0
erben,werden,0
verfasster,zuführen,0
sommertage,mann,0
hat,lieber,0
gegeben,leben,1
streifen,schweifen,1
verachten,trennen,0
thür,ungefäll,0
schieen,grüen,1
nennen,entzogen,0
geschicke,zurücke,1
wege,möge,1
ziel,viel,1
lieb,liebestrieb,1
rosen,seyn,0
tief,haus,0
schaar,trug,0
bemüht,schrecken,0
stehen,untergehen,1
wiederfahren,offenbahren,1
rom,mohren,0
welt,geld,1
einmahl,gesaget,0
wafen,schlafen,1
seligmacher,wiedersacher,1
mu,gezogen,0
vergwissen,stat,0
thal,überal,1
brennen,nennen,1
tugend,gesetzt,0
ging,ding,1
sacht,gemacht,1
gnaden,ach,0
droht,tod,1
i,dri,1
höh,libert,1
ruh,gleich,0
verdammt,verrat,0
reigen,geschlossen,0
währt,verzehrt,1
batist,beginnen,0
lieder,göttinnen,0
schämen,nehmen,1
gemüthe,blüte,1
das,weib,0
sterben,verderben,1
sey,schen,1
gesungen,vaterland,0
fchrecken,verweilen,0
treu,sey,1
hingeflohn,doch,0
unvollkommenheit,erheben,0
genusse,liebenswerth,0
erzehlen,erheben,0
umher,nimmerwiederkehr,1
gebeten,antreten,1
schien,seinebeute,0
finden,umbschrencken,0
raum,traum,1
seyn,bitterkeit,0
vergangen,wangen,1
davon,postillon,1
aussenschein,schrein,1
scheiden,freuden,1
lacht,ganz,0
gang,entlang,1
sich,mich,1
strecket,vorgeschrieben,0
leid,kan,0
dank,trank,1
spröde,singen,0
gläntzt,bekräntzt,1
schachte,machte,1
einmal,jahre,0
vergünnen,sinnen,1
lend,schänd,1
auch,befahl,0
freun,begonnen,0
entzücken,mitternacht,0
trümmerreste,feste,1
meisterstücke,sitzt,0
wiedererkannt,lieben,0
schlagen,tagen,1
thun,scheer,0
beut,jagen,0
fein,hurre,0
hold,gold,1
patron,propheten,0
mich,dich,1
kleine,mondenscheine,1
königinn,oceanewerde,0
gelegenheit,zu,0
heime,sitten,0
nacht,erwacht,1
dank,beingerippe,0
geschrey,vernommen,0
grabe,habe,1
erwekken,erschrekken,1
brennen,reu,0
gestolen,einzuholen,1
lieben,üben,1
haab,fliegen,0
durchwacht,wall,0
du,brechen,0
morden,mongolenhorden,1
betrübt,diamant,0
an,abgethan,1
gemacht,mu,0
rachewut,blut,1
lenoren,geplärr,0
gedenke,ring,0
sohn,simedion,1
menschenschaar,zorne,0
wetter,blätter,1
sehe,gewehe,1
gewinnen,sinnen,1
all,lau,0
leiden,kundschafftmeiden,1
lebenszeit,tod,0
verschaffen,affen,1
stehn,gehn,1
liebe,hulden,0
liebe,geht,0
sterben,erben,1
zwei,stumm,0
stumm,herum,1
gedeihen,schätzet,0
herz,scherz,1
gespendet,vollendet,1
hirne,gestirne,1
libethrinnen,kastalinnen,1
ehren,bethören,1
diehyder,nieder,1
blüthen,glühten,1
mein,buchenhäyn,1
recht,mann,0
zahl,tag,0
sprüche,brüche,1
erden,blümelein,0
nachgetrachtet,geachtet,1
riff,porte,0
erwähne,gedenke,0
durchschauern,braut,0
bey,weiste,0
hail,schmertzen,0
ringer,finger,1
schlagen,klippen,0
zeigen,überwunden,0
verziehn,spricht,0
blau,au,1
kranken,wanken,1
thun,dehnen,0
schicke,gelücke,1
kauf,lügenbrut,0
nicht,angesicht,1
mund,verwundt,1
mund,jugend,0
stehen,blüthenzweigen,0
weichen,obgesiegt,0
singen,ergiebt,0
getaufet,taufen,1
scheiden,kleiden,1
schla,witt,0
geschlecht,stab,0
glatt,matt,1
geberden,erden,1
blühn,anziehn,1
auf,lebenslauf,1
fluth,blut,1
schuldigkeit,zeit,1
klang,brust,0
verneut,zier,0
zufriedenheit,zerstreut,1
todesbeben,umweben,1
zuerkohren,prangen,0
verhüllet,angefüllet,1
an,zahn,1
anund,mancherley,0
tag,genug,0
zerrissen,blättern,0
dir,mir,1
schertz,hötzen,0
wählte,lehren,0
schäumen,auszuräumen,1
winde,mädchensang,0
ist,sich,0
wintertag,mag,1
hin,erscheint,0
sehen,auffgehen,1
genug,klug,1
gang,schwerterklang,1
seyn,dein,1
freund,nimmt,0
gemüther,güter,1
bewehret,liegen,0
blick,trocken,0
wieder,bett,0
frieden,ohren,0
hertzen,pflegt,0
lüstern,verdüstern,1
reiset,hochgepreiset,1
entfernen,ihn,0
band,hand,1
blätter,schlachtendonnerwetter,1
todesfahl,bleich,0
glas,bla,1
schlangenschwäntze,butterkräntze,1
streut,gekennt,0
knute,haus,0
klar,wiegen,0
gespannt,hand,1
auch,manchemstrauch,1
sieht,finden,0
herlichkeit,lebenszeit,1
schaar,gefahr,1
blind,ausgeübt,0
roth,lebensbrodt,1
hin,bin,1
zerrissen,mähr,0
bahre,umlichtet,0
gehn,narcissen,0
ergehn,rar,0
freyen,reisen,0
gehn,kalb,0
siegesbahn,dir,0
anzuschaun,vergist,0
süden,cymbelzug,0
habe,hand,0
heilgenschein,stundenlang,0
deich,ballen,0
gab,häyn,0
unverstört,gehört,1
verzogen,bogen,1
schimmern,ehrenruhm,0
erbauen,vertrauen,1
wil,spiel,1
feuer,kennen,0
jammerleben,last,0
armen,erbarmen,1
bewust,hingeben,0
noht,wiegen,0
verlangen,mag,0
lachen,machen,1
trägst,legst,1
unterricht,nicht,1
myrthenbüschen,erwischen,1
blind,kind,1
wille,stille,1
belieben,betrüben,1
ein,seelenpein,1
verzehrt,wieder,0
freind,feind,1
schaffen,entraffen,1
zeit,bereut,1
freyheitsglantz,klagen,0
zahl,pokal,1
häuft,läuft,1
leben,neiden,0
geniessen,zusammenfügt,0
weise,trauet,0
zeit,seeligkeit,1
tanz,kranz,1
thut,gut,1
gemeinsam,einsam,1
cymbelzug,zweige,0
mund,hauch,0
geschlechter,seinetöchter,1
blut,domitiane,0
verzehrt,wiese,0
stehn,bringen,0
krippen,lippen,1
sein,hinterdrein,1
gemüthe,güte,1
trug,genug,1
gesucht,erfüllt,0
abendsegens,bette,0
besteht,geht,1
mu,ku,1
gewendet,entkommen,0
dahin,gewi,0
beute,leute,1
weggerafft,krafft,1
trübt,herze,0
thron,sohn,1
begrüst,freude,0
chören,sprossen,0
allein,güldkettlein,1
friede,ermessen,0
herz,vorgekommen,0
hüner,fehlt,0
gestalten,walten,1
morgenlied,zieht,1
eulen,lesen,0
schreit,fabriken,0
schawen,vertrawen,1
weit,seyd,1
geist,blitzen,0
treue,reue,1
vergessen,zeitregister,0
siegesbinden,überwinden,1
bang,fang,1
lieben,fürgeschrieben,1
ab,drauf,0
sitzt,republik,0
zeugen,palmenzweigen,1
hat,gelegenheit,0
da,ja,1
sehn,geschehn,1
laden,da,0
tasso,semilasso,1
rührt,doch,0
auf,darauf,1
ternate,gerathe,1
schein,sinn,0
zier,gesehen,0
ertragen,lebenstagen,1
leier,ich,1
wild,frauenbild,1
zertrümmert,turnier,0
rittertreu,frei,1
grüen,rauh,0
brunst,gunst,1
dir,mir,1
nein,anemone,0
sache,rache,1
ist,geküt,1
tüchtigkeit,academici,0
rad,königsdichter,0
moment,brennt,1
sticht,flicht,1
sterben,an,0
erden,geht,0
meiden,wollt,0
gebracht,ueberlegen,0
weinen,erscheinen,1
papier,kanonen,0
dir,thier,1
können,hinüber,0
todt,noth,1
frühe,mühe,1
verehrn,wehren,1
eilen,verweilen,1
gleichen,seyn,0
liebe,trägt,0
entzünden,finden,1
thauen,ächzt,0
götterzier,für,1
kalt,zahn,0
gatten,ruhn,0
versprochen,freyet,0
glück,regen,0
hin,ihn,1
schönen,gewöhnen,1
seyn,ein,1
vaterland,entbrannt,1
hände,sieht,0
entwenden,seyn,0
stoht,thue,0
ritterehre,märe,0
stecken,strecken,1
verlangen,beschert,0
gemacht,ketten,0
eh,welt,0
sonne,nieder,0
dingerlehre,ertönen,0
sünden,ziehet,0
mutterbrust,rein,0
blühen,nur,0
hertz,schmertz,1
hertzen,lange,0
nächte,vermöchte,1
zieht,schönen,0
verschwur,lust,0
melodie,harmonie,1
prei,wei,1
thrones,klaget,0
hau,draus,1
verbrennen,geschehen,0
meynt,feind,1
tro,geladen,0
haus,heraus,1
ein,quodlibet,0
gebrochen,getröst,0
gehe,geschehe,1
quellen,schwellen,1
sigel,zeitlosen,0
bringen,ereichen,0
weibes,hangen,0
tödten,williglich,0
weg,steg,1
firmament,wer,0
stein,gesichte,0
geschwächt,knecht,1
edelgestein,provinz,0
kühle,sehr,0
erfreun,kommen,0
zahl,freudenmahl,1
bulerin,ehrendieb,0
bunde,stunde,1
rein,ein,1
wangen,abgegangen,1
gewand,wach,0
verhangen,bette,0
glühn,kühn,1
tuilerien,ihn,1
offenbart,ward,1
ein,lieb,1
ruh,zu,1
hauffen,ruhm,0
fassen,sey,0
gesehn,kennen,0
stirne,bild,0
reicht,schleicht,1
wetterhahn,mehr,0
erhöret,versprochen,0
rast,schlos,0
hundeblume,wehtume,1
schlegel,nehmt,0
chranke,anke,1
auszubaden,ach,0
fakkelzubeschweeren,versehren,1
sey,erfreu,1
begangen,nachgehangen,1
lust,myrrhenkost,1
gefahr,verloren,0
spiegel,spiegel,1
und,machen,0
regnet,begegnet,1
natur,fühlt,0
gitterstäben,leben,1
taugen,wort,0
erweichen,ereichen,1
bethabara,sterben,0
langsamsetzen,reicht,0
seyn,veränderlich,0
doch,noch,1
kind,geschwind,1
sinnt,wandern,0
laufen,ritterhaufen,1
geschicht,gedult,0
ein,seyn,1
phrase,nase,1
fühlte,weh,0
rest,vermählungsfest,1
lehren,zehren,1
meinen,deinen,1
lust,bewust,1
mild,brüsten,0
zweigen,schweigen,1
wehn,lenzesmächtig,0
licht,gesicht,1
entsprist,ist,1
erkoren,erblassen,0
zuckerbrod,noch,0
schaar,wald,0
kennt,nennt,1
dir,wir,1
myrtenkron,thron,1
bewust,ist,0
sterben,verfärben,1
an,dich,0
hayn,hören,1
labe,lieblingsschaar,0
sinn,leben,0
zurük,glük,1
bibo,praeibo,1
see,leiden,0
gequält,geweihet,0
werde,worden,0
seyn,drein,1
niederthauen,haar,0
stehen,seyn,0
zit,dri,0
überstreuet,ertragen,0
spricht,bricht,1
klage,tage,1
nicht,erd,0
tage,flöten,0
bin,vermeynt,0
mu,ueberdru,1
ort,dort,1
gejagt,verzagt,1
geflogen,leiter,0
gefunden,wancken,0
verderben,bewerben,1
bald,mann,0
erflehte,verflucher,0
wunderbau,schau,1
sprühten,glühten,1
mann,kan,1
mund,hertzensgrund,1
schmertzen,hertzen,1
gehn,bereiten,0
geniessen,holunderlaube,0
begleitt,zeitlichkeit,1
begraben,gebein,0
gewachet,gemachet,1
kleinode,tode,1
strahl,thal,1
versteh,weh,1
gehn,sehn,1
minnegefühl,knaben,0
drehen,frauenzimmer,0
sibylle,fülle,1
erlesen,streiter,0
an,begangen,0
ankam,nam,1
gabe,habe,1
stünde,sünde,1
